#node1	node2
O75251	O75438
Q10586	Q9UMS4
P07333	Q9H334
P11142	P27348
O15519	P19438
P0C0S5	Q99877
P04899	P0C869
P13533	P60709
P13671	P16333
Q30201	Q9UP52
P28324	Q15759
P16870	Q9HCK4
P32927	Q06124
P51965	Q9C040
P04626	P35221
O15055	P20393
P49736	Q9BRX5
P39023	Q9Y3U8
P05112	P53567
P21246	Q13332
P49790	P57740
P63279	Q96GF1
Q12933	Q7Z434
A1L0T0	P12956
O43909	P46108
P08700	P38484
P63211	Q01668
O00471	Q6ZT12
P13385	Q5T3J3
P32881	Q5VWK5
Q9HBH0	Q9P286
P02647	Q8N139
P11142	Q96EY1
Q7Z3E1	Q9H0D6
P10398	Q9Y243
O00459	P61586
O94805	P49841
O60343	Q9NTZ6
O00442	P18077
P30480	P48147
O14925	Q9Y2Q3
Q92830	Q9Y4A5
P04222	Q15691
P04141	Q9HBE5
P08138	P42338
P25054	Q9C075
P05423	Q9Y250
P48634	P54259
A8TX70	O75578
P63279	Q06787
Q969S8	Q96KK5
P12931	P18564
Q15517	Q9NRR5
O14964	P25963
P38405	Q8NGA5
Q05397	Q15759
P24385	P38398
P51587	P62993
P07711	P19793
P06756	P26010
Q86TI0	Q96LR5
P26641	Q96RU7
P30044	Q96BK5
P52565	Q99963
P68371	Q9HCK5
O75800	O76064
O60566	Q9UJX2
P45983	Q9Y5K3
Q92540	Q9UPR3
P08069	Q9HCE7
O75038	P05771
P63104	Q6PKG0
P01138	P16234
P15498	P21860
P00533	Q6P1N0
O15372	P08238
O60353	Q96HF1
O15085	Q7L0Q8
O43504	Q05516
P51817	Q15759
P62993	Q9NYL9
P04350	Q9NY65
P17844	P61978
P02458	P26006
Q9NWA0	Q9UPY3
O43914	Q07444
O14490	P78352
P37231	Q9HAZ2
P05067	P49757
Q8N4B1	Q9NW61
P08758	P47712
P06213	P51692
P42224	P63244
P30084	Q9UKE5
O94906	Q6P2Q9
P67870	Q9Y5Z7
P63000	Q9Y613
O95487	Q9NQW1
Q92597	Q96CW1
P30530	Q07912
Q13077	Q5T1R4
P01024	Q9Y279
P14649	Q9H1R3
P48058	P62136
P62888	P84098
O15525	Q9BYV9
P12931	P19438
O95644	Q13557
P62081	P62249
P07947	P35222
P12111	P26006
P07199	P49450
Q96IF1	Q9NRM7
Q71F56	Q9NWA0
O00305	Q13555
Q15645	Q9GZT8
P40933	Q13261
O94972	Q9UBZ4
P00519	Q9ULH1
O96017	P62136
P02792	Q99547
P52272	Q8TAP4
P24530	P30679
Q13315	Q9Y6E0
P40818	P61981
Q8NFH5	Q99567
P62979	Q13077
Q96ST3	Q9H160
O15263	P09237
P01568	P23458
P23470	P35590
P35609	Q9UBN4
P67870	Q9BRU2
P07602	P56817
P36578	Q9UKV8
P04275	P26006
P12004	Q9Y4K3
P20774	P46108
P18146	Q8IUH4
P28482	P49286
P14778	Q86XR7
Q14197	Q99551
O43566	Q12933
O75444	P26367
O75815	P04626
P14778	P18510
O14786	P32004
P00519	P63000
P54646	Q13085
P07437	Q15750
O43502	P51587
P56524	Q06413
P01243	P58876
P19438	P63261
P18146	P23946
P36954	Q9HCS7
Q15628	Q96CV9
P10276	Q9Y618
P27348	P50991
Q96BK5	Q9Y3B4
P45973	Q13263
O95298	P03897
P05305	Q7L5N1
P84103	Q14103
P10914	Q9UI08
P08708	P60866
P62081	P62979
Q06609	Q92698
Q06190	Q13698
O15530	P05129
Q08209	Q12834
P06239	Q71SY5
Q13232	Q9Y5J5
P49736	Q12905
406947	O43524
P63279	Q9Y6X2
P12931	Q9ULH1
O14543	Q01344
Q9NPQ8	Q9NRR5
A6NIT4	P31785
Q96SB3	Q9Y243
P05023	P22612
Q13077	Q92569
Q16584	Q92905
P46778	P62917
P24821	P26006
O95749	P18146
P62633	Q9H361
P21359	Q99459
Q9NX08	Q9Y320
P61254	P83731
P20701	P40337
Q53ET0	Q68CJ9
P13667	Q86YB8
P46527	Q92905
O15417	Q14457
P13727	P17947
P49792	Q9Y613
Q99650	Q9NPH9
O60271	Q9NPJ4
Q02750	Q9NR09
O15360	Q9BXW9
P18846	Q6UUV7
Q9NYJ8	Q9Y6K9
P25800	Q13424
O00744	Q9H237
P09651	Q07955
P54257	Q08752
O15259	Q9ULH1
O14980	P35232
O94972	Q15398
O75582	P04150
Q99714	Q9UNN5
P35626	Q8NG83
P16435	Q7Z6M1
P59998	Q07889
P04899	P30874
P17480	Q96L91
O15085	Q9H2G2
Q06609	Q96RL1
Q04917	Q9BYG4
P16220	Q9H9S3
O75167	Q15788
Q4VXU2	Q8IYD1
P52294	Q16594
P16298	Q9UJX4
O75955	Q8NBJ4
Q13561	Q99816
P01563	Q5VWK5
O75937	P09651
Q09472	Q6AZZ1
O43707	Q96NW7
P24941	P51610
P08047	P19793
Q96EQ0	Q9Y5P3
O60674	P01589
P37837	Q9UKY1
P84095	Q92558
Q8NDV7	Q9UKV8
Q03060	Q6UUV7
P01229	P28482
Q16778	Q8WUI4
P27635	P62899
O43583	P0CG48
O75365	Q9UBS4
P23458	P38484
P04183	Q9UJX2
P08138	P52566
P05026	P42338
P12830	Q15672
Q07021	Q5JVS0
O76075	Q9UGN5
O95402	Q9NWA0
O95180	Q12791
P05112	Q04206
P21918	Q03113
P53778	P54829
P49716	Q9H819
P29459	P42702
O75815	P15170
P62993	Q16513
P08238	P13805
P0C0S5	P56524
P08579	Q14164
P49736	Q13416
Q9NR12	Q9P286
P38405	Q8NG97
Q96G25	Q9NWA0
P63261	Q9NRI5
P07355	P62993
P08758	P37268
P78504	Q9H488
P62993	Q92966
Q8N9I9	Q969T4
P61981	Q92764
Q27J81	Q712K3
O43741	Q16875
P62805	Q16576
Q9H9T3	Q9Y5B9
O00459	Q9UN42
Q9P2H0	Q9UGL9
Q13444	Q8WV41
P62913	Q9UL18
P41236	Q15435
O75165	P24522
P10070	P18146
P19174	Q9H1R2
O14512	Q08334
O75815	Q13200
O75427	P35219
P56645	Q9UH62
P46777	P47914
P13984	P16220
Q5JSL3	Q7L0Q8
O95685	P61981
Q14627	Q9NYY1
P12980	Q9NYP7
O14775	Q5JWF2
O14920	P07900
O43927	P06241
P12830	Q9NYG5
O96013	P84095
O00161	Q9P2Y5
P46734	Q13177
P06756	Q9Y490
P01243	Q15691
P01569	P17181
O60290	P54259
Q16625	Q8N6F1
P38398	Q5VTD9
Q15126	Q9H3R5
Q13546	Q9Y6K9
P32927	P43405
P51808	Q13409
O75379	Q9UNK0
Q13137	Q9Y3C5
O60733	P27361
P61160	Q16611
P17302	Q13509
P45983	P63215
O15145	Q07889
P42336	Q9NSC5
P26368	Q14103
P19320	Q15080
P62820	Q08379
P58876	Q08945
P30154	Q15173
P05014	P15260
406954	Q9NRR4
P53708	Q9HBI0
Q13315	Q8NCP5
P12757	Q86Z02
407004	P03372
O00483	P51970
Q7Z5R6	Q9UI08
O14775	O60266
O14745	P41145
P35372	P61952
P61981	Q96TC7
O60739	Q96FW1
Q00839	Q14683
O75038	Q04759
P42338	Q9Y6W8
P05019	P08069
O43927	P51685
P31946	Q96NE9
P62873	Q92569
P62263	P62701
P84022	Q9P2J3
P24385	Q04206
Q14790	Q16539
O43175	Q96EY1
P40763	Q13163
P35638	Q9BPX1
P02462	P18084
P28482	Q9UNK4
P16333	P46092
P62993	Q9Y2X7
P35659	P62805
Q15013	Q92993
Q01081	Q86V81
O00232	P51665
Q9BT17	Q9NRL3
P17676	P56524
O95396	P25325
P05556	P08514
P49321	Q13315
P18464	P61769
Q8IY31	Q9NSU2
O14640	P60763
Q9H4L4	Q9NXF1
P36578	P46779
P26441	P78552
Q08116	Q9BVJ6
P01903	Q30154
Q13315	Q6IBW4
P68133	Q13402
P17612	Q09428
P03891	Q9P0J0
P12883	Q9NRI5
O14744	P85299
P02766	Q08345
Q12772	Q14789
O43678	P51970
O75716	Q15583
P12004	Q07864
P05771	Q9H0R8
Q08AM6	Q9H3M7
Q92560	Q9Y2X8
P38159	P52756
P12956	Q9P2K8
P67870	Q9BV38
O43175	Q99459
P29466	Q8WX94
P59998	P60709
P04629	P35222
Q9UJ04	Q9Y2I6
P62745	Q68EM7
O14950	Q9H1R3
O75489	P28331
P12270	Q8NFH3
Q13535	Q14839
O60888	P23508
406949	P45985
P08572	P12757
P52272	P61978
O00763	Q00005
P67809	Q7Z6M2
P21673	Q9GZT6
O75528	Q16531
Q13535	Q8N680
P46778	P62910
P16220	Q14692
Q8NFH5	Q9NRG9
P32121	Q8NGJ7
P35813	P46734
P32121	Q8NGC1
O60684	P52758
P17612	Q14643
O14827	P51817
Q15714	Q9NWB1
O76009	Q12834
P62306	Q9UHX1
P33993	Q13535
O75626	Q15306
P15036	Q9UM11
O15085	P46108
P35626	Q15622
O14798	Q13158
P63010	Q9HCE7
P20823	P25054
O14939	Q9NRA0
P15923	Q06455
O75676	Q68CJ9
P03891	Q9NX14
Q99683	Q9Y2U5
O95622	Q5JWF2
P14866	Q9Y4K3
P01106	Q99471
P13667	Q9Y4K3
P16333	P20810
P22694	Q05586
Q99750	Q9H9D4
P15408	Q15759
P52815	Q00005
P14778	Q9Y3B3
Q8WUI4	Q9BZL6
P11802	P20073
P49792	Q13315
O43542	O75771
P51690	Q99608
P0C5Z0	Q8WUI4
Q13459	Q15345
P16220	Q8WXF7
407021	P25490
P15735	Q8TD86
P19419	P45983
P25205	P78396
P54132	Q2NKX8
O96019	P16104
Q14161	Q7Z628
O00168	P14415
P38398	Q15648
P11229	Q9P2W3
Q08AG7	Q96CW5
Q12834	Q4G163
Q13087	Q15788
P01562	P52333
P10828	Q9Y6Q9
Q14BN4	Q3ZCQ8
O75909	Q07002
406991	O75695
P42331	Q07889
P10275	Q16666
Q9BZ29	Q9H4E5
P08253	Q01955
Q9NS73	Q9Y2J2
O94805	P38936
Q01094	Q07820
O43583	Q9ULC4
P04899	P62873
O60260	P37840
P42684	Q15653
P10275	Q9Y4C1
P45984	P63096
P30048	P43364
Q13404	Q9UBS8
Q9H1D9	Q9Y535
P08670	Q9Y6Y0
Q96I34	Q9BTV5
O77932	Q15024
Q13315	Q96K21
Q04637	Q9BZI7
O76061	Q9H1D9
P04637	P26583
Q14197	Q96GC5
P22681	Q01113
P06756	P51178
P18507	Q9NQX3
P20073	Q71U36
Q99816	Q9NP58
P32456	P50453
P48736	Q08881
P08246	P10144
P0CJ69	P25090
Q8NHY6	Q9H7E9
P17948	Q9NP95
P78352	Q09470
O14645	Q9NUQ8
O95433	Q9P1A6
Q06587	Q9Y2X8
O00505	Q96NC0
P38936	Q14103
O75175	Q9NZN8
O00327	Q99814
P62979	Q9UNE7
P09874	Q9Y4K3
O15519	P42574
Q14241	Q93034
O95257	Q92993
P04637	P20073
P13942	P17301
P32121	Q8NGJ4
P17706	P35968
O60814	Q9Y5B9
P84090	Q5RL73
P23759	Q9H2G2
O14770	Q13501
574032	P38936
O15504	Q9UBU9
P49591	Q13315
P01111	Q7LDG7
Q16650	Q9H2G4
P13637	Q969H0
P78362	Q86U06
Q05397	Q92752
P10301	Q7LDG7
Q8NEM0	Q9NYB0
P24394	P35225
P57740	Q8N1F7
O43741	Q9UBK2
Q00987	Q96RL1
Q13315	Q8IZ21
O14512	Q14626
P15498	Q13191
P32004	Q15121
O95628	P62837
P48643	Q00005
O00305	Q13362
P06241	Q9Y5X2
P14555	Q14194
P35222	P63104
P22392	Q9Y333
P35626	Q8NGT5
P39019	P62979
P04637	Q96SB4
O75791	P29353
P35609	P53708
P51572	Q14790
P46778	P62424
P35749	Q9BQ83
Q6PEY2	Q8NCM8
P10301	Q8IV61
O75508	O75970
Q96QR1	Q9HC24
P20936	P43403
P22392	P61326
P78345	Q99575
Q8WZA2	Q9H446
P52198	Q7Z6B7
P53779	Q13387
O60674	P05013
O75943	P55769
O14746	P42345
Q96DE5	Q9NYG5
Q14164	Q8TCG1
P31943	Q15366
P14416	Q66LE6
P20618	Q9Y5K5
P27037	Q15796
Q00341	Q99459
P07355	Q9Y375
P28482	P35236
Q07890	Q3MIN7
Q9Y383	Q9Y3C0
Q9BQ66	Q9UBX3
P29350	P43626
P30154	Q08289
P19174	Q02156
Q13185	Q14739
P38646	Q07820
P18850	Q13952
P16220	Q8WTV0
P31785	Q9HBE5
P14780	Q15080
P61073	Q8WTQ7
P20339	Q15276
Q53FA7	Q9BWH2
P31947	Q08AE8
A0JLT2	Q9BWU1
P04626	Q99650
O15121	P60228
O43561	P43403
P21731	P30679
Q14691	Q9UNS1
P46937	Q13625
Q01082	Q14164
P07910	Q13315
Q13976	Q16720
P11215	P15498
P49407	Q15835
P00519	P31946
A4D0S4	P23229
P61587	Q8NF50
Q15811	Q16659
P62258	P63104
P38405	Q8NGF6
P21333	Q9BXR5
P14324	P54253
P47914	Q9UL18
P01574	P15260
Q10586	Q92769
P30307	Q08050
O95759	P14923
O60739	P62857
O00459	P04049
O43427	P57678
P78406	Q92621
P50502	P60520
Q9BRP8	Q9Y5S9
P01112	Q86YV0
P45983	Q9Y4H2
P15941	P62993
P39023	Q92597
O43505	O95461
P20809	P78552
Q12933	Q5VWQ8
P48643	Q9Y2T4
P01889	P55209
P43403	Q9H6Q3
P38405	Q8N162
P37235	Q9UJA2
Q02447	Q06546
Q8IU57	Q9NPF7
O94989	Q9H6J7
P12956	Q9NUW8
Q14164	Q9NUQ9
Q13838	Q9NWF9
P18124	P32969
P40763	Q16659
Q86UW7	Q96KG7
P22694	Q92736
P08107	P48436
O60383	P51159
O60674	P52333
Q13535	Q8N7H5
P42858	Q13011
P68104	Q16891
P51532	Q9NQC7
Q8N7W2	Q9GZT8
P10276	Q96F24
Q70Z53	Q86VF5
P07355	P63104
P61224	Q15139
Q15797	Q92886
P15260	P25445
P04637	P22736
P18887	Q96T60
P23467	P42680
O96001	P30154
Q16695	Q4FZB7
O15360	Q13472
P98164	Q15075
P13612	Q14031
P06454	P11802
O15111	P08238
O43741	Q9BUM1
P06870	P30411
P02686	Q96QT4
P05114	P16403
P32121	Q8NGD4
Q9NW38	Q9UBZ9
P49427	Q9Y5L4
P11831	Q12968
P31629	P63104
Q12802	Q9H492
O75586	P10276
P48546	P63092
P25024	P32121
Q13224	Q13255
P43146	Q9HCK4
P49888	Q8TC92
A8MTJ3	P59538
Q9UBF6	Q9Y297
P23508	P51452
P20700	P55212
Q8IWX8	Q9NQ29
Q13158	Q14790
Q15020	Q9UL18
O75051	Q5VWQ8
Q13242	Q14683
P52756	Q07955
P00519	P63244
P10145	Q04864
P16471	Q8WXH5
P01375	Q92945
Q06190	Q9Y243
Q99459	Q9UJC3
P42772	Q9P2H0
P51858	Q8IUQ4
Q04864	Q8WV28
P18545	Q13956
P46777	Q02543
P0CG48	P11142
O60216	Q9NP77
O95402	Q13503
Q14999	Q8N3Y1
P84095	Q8IVF5
P02768	Q14524
Q9H1I8	Q9NTM9
A6ND36	Q15796
Q13153	Q13233
P01889	P49773
P20936	Q07960
P05783	Q8IUC4
P51686	P80098
P51617	Q9H6S0
P31995	P46108
P28715	Q01844
P10398	P67870
O95757	Q15750
P08246	P15502
P17535	P35228
A6NIJ9	P32121
442917	Q5VZF2
P63104	P67809
P02766	P02787
O60603	P62979
P61254	Q9UKV8
O60241	Q9Y3M8
P31151	Q00005
P05388	P18077
P51965	Q9ULK6
Q9H0R8	Q9UPU7
P16144	P17301
Q04771	Q53GS9
P18206	P62736
P01106	P09455
O00165	P10144
O00750	P16333
P29622	Q92956
P28288	Q8N806
Q13753	Q7L1I2
Q13118	Q92535
P51693	Q8WUB8
Q8IY92	Q9UKX7
P62714	Q01668
Q01844	Q96AQ9
P30968	P51511
P01116	Q15759
Q15038	Q9NX53
P35222	Q9H173
P62314	Q8WXD5
Q9BQ39	Q9UL18
P45379	P67936
P84095	Q96JJ3
P53667	Q13464
P49642	Q9UKB1
P26010	Q14031
Q13247	Q14683
P43364	Q9GZT8
O14543	Q9HC73
Q13573	Q9Y230
P47914	Q9NX95
P24941	Q14209
P06241	Q86SG6
P43694	Q14934
Q9H1D9	Q9NW08
P35244	Q86WJ1
P30939	Q9UBU3
P68431	Q9UNL4
Q96QR1	Q9HAW0
P10515	Q15120
P01266	Q03014
P47736	Q6ZN04
P41182	Q9BXS1
O00329	P60763
P38398	Q15717
Q9UF02	Q9Y2T4
O14543	Q9HBE5
P08579	Q15428
P62805	Q16531
P04637	Q9BVP2
O95628	P61088
Q96HR3	Q9BTT4
P04141	P07910
P05013	P23458
P26010	Q99704
P31689	Q99558
P18206	P39019
O60907	P25054
Q13409	Q6PEY2
Q8N5C8	Q9Y6K9
O76070	Q96AE4
Q07889	Q9H7D0
P35226	P35227
P14780	P80162
P05026	Q15910
O14497	Q68CP9
O60674	P48357
P06127	P21854
P21860	Q16665
P16234	P48736
P36578	Q02878
P84103	Q9UBU9
P62424	P84098
O14920	P08238
P19793	Q06710
P61952	Q14833
Q15631	Q9Y4K3
P49207	Q02543
P02452	P08514
O75419	P60510
P26599	P38159
O43809	Q9P2G9
P31994	Q9Y6Q6
P01100	P17861
Q01094	Q9UJX2
P46092	P48061
Q13315	Q8N9T8
Q7Z7J5	Q9NP79
Q05193	Q99962
P12931	P18433
P04049	P17612
Q92753	Q9NPJ4
O14798	P02647
Q14781	Q99750
P28908	Q13077
P0C0S8	Q8N257
Q9BZL6	Q9Y3R0
O95758	Q9UET6
P21246	Q9BX70
P62979	Q13155
O15145	P61160
Q04206	Q8TBK2
Q14691	Q7L590
P20618	P49721
P13747	Q03519
P05106	Q01970
P68363	Q13509
P00488	Q05397
O15075	P98095
P35658	Q96HA1
Q16637	Q93063
P05019	P22692
O60447	Q9UKT4
P01375	Q06323
Q00839	Q9UKV8
O14972	Q16659
406882	Q2Q1W2
P0CJ68	P25090
Q07889	Q9NP95
P15311	P27986
Q9NRF2	Q9Y4H2
O15239	O95168
P40189	P42336
P35520	Q01094
P01567	Q09472
P16871	Q9UL46
P11171	P42704
P11233	P62158
P10144	P20963
Q7Z434	Q92985
P50151	Q00975
P48544	P63218
P42226	Q8WXH5
P52747	Q14653
J9JIF5	Q92997
Q6P2E9	Q92900
Q15796	Q96GG9
O75688	P05109
P12931	P20936
Q9NZL6	Q9UBF6
O75122	Q9NRG4
Q13573	Q96JP2
Q05655	Q5JVS0
Q15139	Q9H492
P06241	Q9UJT2
P46108	Q8IZD9
P16220	P51817
Q14332	Q9NQ66
P20151	P30411
P21673	Q15047
P08651	Q96J77
P24385	Q16254
P46094	P51671
P60866	Q92597
P16220	Q8NFW9
Q13576	Q15653
P31751	Q99941
Q9NZD8	Q9UI14
P0CG47	P43405
P26006	P53708
P33681	Q00653
P35626	Q8NGE7
P07948	P42336
P19447	Q15545
P31751	Q96DZ5
P14151	P17252
P35250	P40937
P01570	P10914
O00212	P01112
O43677	P03923
P24522	Q969G3
Q6UXL0	Q9UHD0
P05387	P62424
P01243	P15924
P10767	P35916
P01579	Q9UL46
P18031	P40763
Q8WUM4	Q9BY43
Q07955	Q9UBU9
Q9UBI6	Q9UBY5
P01909	P04233
Q15796	Q5XPI4
P52434	Q9GZS3
P04843	Q9NYS7
Q04206	Q07020
O14686	Q6UXN9
P21980	Q14766
P20338	Q96T51
P07992	Q96S82
P52272	Q92973
Q495A1	Q92692
P15692	P29317
P43360	Q9Y3A5
P21860	P27986
P15502	P39900
Q16512	Q9NRA0
Q12972	Q8WYA6
Q15796	Q96S55
P15153	Q13153
P18146	Q12796
P35222	Q13526
O75829	P02647
O15360	P62993
P26599	Q01130
Q9Y4K3	Q9Y6X2
P01111	Q02750
P04626	Q6ZV89
O43464	Q13490
P01112	Q13555
P62745	Q13427
P31947	P45983
Q13535	Q9NPJ6
O00585	P25024
P35813	Q9H6Z4
P50570	Q96B97
P0CG48	Q16186
P22681	Q06187
P42356	Q9H9J2
Q99650	Q9UHD0
O00214	P20701
O60814	Q9P0M6
O95398	P04899
P31946	Q02241
P26006	Q9NVD7
P50991	Q13233
P35568	Q15109
O00743	Q5H9R7
P52701	P54132
P07099	P23511
P17252	P50150
Q00587	Q9BQ66
P0C1Z6	Q9H9F9
P43628	Q31610
P51610	Q96EK4
O95373	Q8IY92
P00533	P12830
O96013	P53667
406907	Q9BYH8
Q16543	Q9UHD2
P61586	Q13177
O60671	Q99638
P00846	P24539
P24723	Q96B18
406947	P21781
Q71DI3	Q99525
P29965	Q13469
P35579	P63104
Q07817	Q96N67
Q99759	Q9Y281
P04141	P16871
P01106	Q15233
P01112	P28482
P12931	Q15654
P60709	Q9Y2J2
O96001	Q13237
Q9BVI4	Q9Y2Q3
P35658	Q8TEM1
P09919	P17947
Q9BY11	Q9UNF0
P62993	Q86UR5
Q16630	Q9NXP7
P04156	P67870
P60709	Q16827
O43187	Q9H0E2
P04899	P32246
P34947	P35372
P02768	Q92616
O60216	O95072
P00533	Q9H0H5
Q6UXN9	Q9C005
A6NMZ7	P08648
P54646	Q16875
P16220	Q96CJ1
P30533	P55854
P63104	Q9UHK0
O00206	Q15717
O75935	P49841
Q12986	Q14683
P02511	P07315
P12270	P52948
O15143	Q92747
P04626	P15309
P08700	Q12824
P38405	Q8NGS4
P23458	Q8N6P7
P12931	Q96B97
P08238	P31749
P19086	Q86XP0
Q13573	Q9UPT5
O96017	Q99638
Q99570	Q99828
P05106	Q14315
P04234	P27986
P08651	Q01130
P45983	P99999
P42336	P54710
P01106	P42229
P52757	P63000
P01562	P31785
P02462	P98095
P32881	P40238
P01241	P24394
P62256	Q9BWF2
Q9BQY4	Q9BRK4
P22234	Q9Y4K3
P08754	P28221
Q12873	Q8NC51
A6NM45	O95832
O15264	P17275
P46109	P62993
P61254	Q15843
P08727	Q9NYB9
O43674	P03897
P49841	Q9P0R6
Q00005	Q8WWM7
P31942	Q16659
P08708	P62081
P04637	Q8WUF5
P16070	Q9Y4K3
Q13444	Q9UI95
P48039	P59768
Q01113	Q8IZJ0
P28562	Q12906
P26368	Q9UHX1
Q99459	Q9P2I0
O95433	Q7Z494
P27348	Q99683
P54289	P63151
P22455	Q9NRA1
O00418	Q15418
P14621	P49716
O00231	O75832
P30679	P43115
P48551	Q13651
P18146	Q9NR48
P02775	P61073
P12931	P46013
P11142	Q00613
Q96QB1	Q9H4E5
P17301	P35609
Q14197	Q9H9B4
P12644	Q04771
P15336	P17252
P56703	Q5T4F7
P08238	P49588
P22314	Q92598
Q96NT1	Q9Y383
O00264	P01889
P45983	Q05923
P48736	Q9UBK5
Q9NPA3	Q9UMX1
Q16777	Q5VVJ2
Q12913	Q15118
P16473	P40763
O95400	Q00839
O14965	Q9NS23
A6NM03	P35626
P02511	P05067
P01303	Q9Y478
P01567	Q04206
Q99558	Q9UM73
P01242	Q99062
Q99570	Q9Y6M9
O95983	Q92769
Q09472	Q14790
Q15233	Q99459
P07288	Q16695
P08243	Q9NWF9
P00533	Q9UQQ2
P03897	Q16795
P14317	Q2M2I8
P50990	Q66LE6
P01563	P40238
P30050	P50914
Q86VP1	Q9Y3M8
P52757	Q9HBH0
P61254	P62424
P32969	P98095
P48507	P62330
P08238	Q16659
P35354	P47712
O60341	O75362
P46937	Q9NQB0
P27482	P63098
P52952	P63279
P0CG48	P12004
Q9BWT1	Q9UGN5
O15360	Q969G3
O95163	P49641
Q99578	Q9NZL6
O14980	P27540
P13637	Q8WYR1
P30084	Q13177
P62993	Q9NZQ3
Q13315	Q9NP50
Q13315	Q96T51
P17482	Q93062
Q15019	Q9H9E3
O43306	P08754
P14866	Q08170
Q92993	Q9HC52
P61254	P62913
Q12834	Q9NS23
O15379	Q14005
O75582	Q7Z5J4
O14493	O15551
P18146	Q15415
P01570	P16871
P14923	P49768
O00442	P01889
O60359	P22694
Q13509	Q9P1Y5
P05109	Q9H0T7
Q8TDZ2	Q92569
P11142	P35225
P04745	Q8TAX7
Q9HBA0	Q9NWT6
A1A4S6	P17081
O43913	P33991
P20020	Q96RT1
P08912	Q5JY77
P21246	P23471
P04083	Q8NBE8
P17980	Q9BUZ4
P22736	P48443
O75461	Q9BYE7
O14933	Q13233
O15530	Q8TBF2
P25963	Q16695
P32969	Q92901
P22612	Q13224
