#node1	node2
P62310	P68104
Q14687	Q99459
P24941	Q9UJX3
O75508	Q96B33
A6NHL2	Q9Y6G9
P11802	P30281
P01106	Q86VP6
Q01668	Q9Y691
Q9NYG5	Q9UNH5
P51817	Q14573
P48551	Q8WXH5
P14635	P46527
O15264	Q08211
Q8ND90	Q9UL42
P31930	Q969Q1
P42331	Q07889
P35398	Q8N2W9
P16070	Q9NZN5
P0CG48	P61978
P04439	P43627
P10912	P41235
O00231	P04637
Q14164	Q9NR31
O60486	O75326
P08648	Q9Y6N6
O75937	Q8IX12
Q02878	Q13352
406947	P14921
P25963	Q969T4
O43374	Q07889
P09455	Q92769
P35609	P63261
O95471	O95484
P49023	Q99942
P11233	Q13485
Q15149	Q9BZW7
Q9NRI5	Q9NV70
O14746	P27348
P54257	Q13562
Q14155	Q96RT1
P05013	P23458
Q13546	Q86XR7
P17181	P22681
Q8IY92	Q8N1F7
P35626	Q8NGI9
Q13618	Q92997
P42858	P43357
P01111	P04899
P00519	P49023
P42345	Q92569
407008	P62745
P10144	Q9HB31
Q8IX12	Q9BUJ2
Q13113	Q7L5N1
O43524	Q9NTG7
P03886	P17568
Q14197	Q9BYD6
P01106	Q92698
P06241	P20963
P18887	Q01094
P06899	Q16594
Q15365	Q96NB3
Q16082	Q16539
O43295	P15153
P18077	P27635
P01243	P61247
P19883	P58166
P30480	Q9GZT3
P11308	Q01543
P20749	Q01201
P49841	Q96HA7
P04626	Q6ZV89
P13805	Q9Y2I6
P26717	P30443
P56705	Q9NPG1
O15162	Q96H86
P23528	P63261
P63000	Q13177
O00305	Q14738
P63104	Q9NZM1
A7E2Y1	P63261
407041	P01106
O95402	Q13535
P08572	P17301
O14920	P41279
P27816	P49841
O96019	Q9Y5K5
Q5RL73	Q99547
P07900	P43403
Q9UBI6	Q9UBY5
O15335	Q13797
P02679	P16871
O43741	P46527
P01571	P26992
O00238	P62070
O95467	P41220
P07996	P21980
Q13438	Q96KM6
P01889	P60660
P23508	P83731
P22681	Q14627
P23229	P49746
P61077	Q9Y4K3
P53677	Q9HC77
P40337	P62877
P48436	P62158
P25445	Q9UKR5
P50990	Q13233
P32881	Q01344
Q9Y265	Q9Y5K5
Q01344	Q06945
P02768	Q9Y259
P63104	Q01105
O43889	P36873
O14862	O75626
P35249	P63104
O15524	Q9Y4H2
O95721	Q9NZN3
P69892	Q99717
P63244	Q9BRX9
P0CG47	Q9NVI1
P06241	Q13432
P28482	P51812
O00231	P68104
O60739	P13797
P42336	Q6ZUJ8
P10275	P43364
P67870	Q96RK0
O15182	O43924
O43318	P01375
P62256	Q8N9I9
P61266	P63027
P05023	P28482
P18077	P39023
P60520	Q9Y286
P27348	P49796
P19876	P46094
Q06787	Q13137
Q92569	Q9UN42
O15264	P31995
P06454	P52292
P42771	Q9UM73
P46937	Q15797
P08138	Q9Y264
P53992	Q15436
P0CG47	P49281
P07197	Q16539
P24468	Q9H422
Q09013	Q6P1J6
P05107	P12931
O76064	Q12888
P01569	Q969J5
Q9BPW8	Q9GZQ8
Q17RW2	Q9UKX5
P15018	Q13261
O95467	P41594
O95786	Q96C10
Q14686	Q9BT22
O43320	Q02763
O75145	P27986
P11142	Q07021
P46779	P63173
O43295	Q92558
Q92995	Q9BYC9
Q13315	Q9NXX6
P35626	Q8NGG5
Q14194	Q9NVP1
P25116	Q5JY77
P13232	Q9UHF4
O00755	Q6FHJ7
O15379	P10145
P46937	P48730
Q13619	Q9UBF6
P15927	P24941
P63215	Q92569
P46778	Q92901
P62333	Q9Y5K5
O14544	P52333
O00212	O96013
P01568	P16471
P98175	Q15427
P15172	P62324
P84095	Q9P2F6
O43889	P49841
O00221	P54136
O15143	Q07890
O15144	P01889
P19174	P22681
P0CG48	Q8IVH8
Q5VWK5	Q9NYY1
O75400	P24347
P99999	Q9Y4K3
Q07021	Q13243
P31689	Q8IXH7
P31946	Q86X27
O75396	Q9NZ43
P63000	Q8WYR1
P22455	Q9ULV8
P62875	Q9NW08
P32246	Q04941
Q9UJY5	Q9Y3C5
P31943	P61978
P01106	Q9H0J9
O75306	P01106
O00329	Q9UN42
P17676	P53778
O14964	P56545
P31152	Q01196
P62136	Q16821
P20226	Q9P0U4
O95989	Q9UID3
P98160	Q14112
O14827	Q9H2G2
P19320	P48736
P08238	Q99558
P32881	P40238
O00562	Q13315
O75578	P21333
Q01081	Q05519
Q16665	Q9Y259
P49840	Q16584
Q13573	Q6P3W7
O60641	P20823
O75400	P51608
P52292	Q04206
Q15834	Q9C0A6
Q96CG3	Q9H190
O95685	Q16821
P01112	P62993
P02751	P29279
P48454	Q13522
P17252	Q13526
O75582	Q16539
P42229	Q8WXH5
P01137	P07996
P07737	P68133
P40337	Q9Y547
P18146	P51817
P04637	Q9BUP3
P48436	Q12933
P34913	Q9UFN0
P51668	P78317
O60925	Q9P2S5
P67775	Q9Y243
P62993	P78527
P01133	Q02763
P05019	P27361
P15880	P60866
Q13283	Q7KZF4
P02647	P16871
P00533	Q92913
O00212	Q9NZN5
P20809	P26951
Q9H1D9	Q9NVU0
O95405	Q96RT1
O95704	Q8NEU8
P14778	Q9Y3B3
Q13136	Q99459
O15547	P04637
P10275	P51946
O75475	P01375
P56199	Q8IZC6
P25705	P31946
P04629	P42336
Q9H0E2	Q9NPH3
P52735	Q6WCQ1
P04085	P11362
P05412	P35228
P52735	Q15149
O75643	P25054
P55211	Q07812
P60568	Q8N6P7
P56537	Q8NE71
P07602	P55072
P38484	Q9NPH9
P09651	P84103
O43390	P84103
P14618	Q16637
P30613	P52790
P35606	Q9UKE5
Q10713	Q14197
O60674	Q13283
P46781	P46783
P16104	P54132
Q8WWB3	Q9C005
P26373	P62424
P35680	Q8TCC7
P14866	P63104
O15245	Q96G23
P19838	P35354
P49023	Q9ULH1
Q8WVD3	Q9Y2X8
P78396	Q9BWF3
P38159	Q05519
P11940	Q9UHX1
P28482	P67775
O15162	Q8TC90
P52198	Q9P107
Q15714	Q9Y4R8
O00255	P51610
P68431	Q96BN2
P43403	P68366
Q00005	Q9Y5Z7
P08047	P27540
P20810	P46108
Q13228	Q13595
P54826	Q15465
P50148	Q9HBW0
P61224	Q8WWN8
P13497	P35348
O14763	Q13568
Q9UL18	Q9Y3D9
Q8WW43	Q9Y219
P61981	Q9P0L2
P04637	P63151
P48436	P57073
Q14164	Q9Y3A5
O14827	Q9NZT1
P51817	P59768
Q96FJ2	Q96LC9
P26012	Q9HBI0
O60674	Q8N6P7
P21802	P98077
26765	Q92547
O00422	P39656
O00463	O14836
P63208	Q969U6
O15479	P46778
P48552	Q9Y6K1
Q01844	Q9Y676
P54105	Q86UQ8
P60510	Q99832
Q9BQ83	Q9GZT3
P25054	P33992
406984	Q9UJM3
P18146	Q9UIF9
P16671	Q9Y2C9
Q13404	Q8N5U6
P35626	Q8NGY1
P40425	Q9UQB8
P42677	Q9Y572
P41220	Q9Y2I6
P30305	P62258
P84095	Q8N264
P42680	Q92729
P25788	P60900
P13646	P25054
P57729	Q15797
P01241	P29401
P01563	P31785
O15111	Q16543
P08047	P13501
P49810	P62491
P11021	Q9GZR7
A1YPR0	Q99459
P58400	Q9UPN3
Q14332	Q96HF1
P42336	Q13393
O60921	Q13547
P06241	P98077
P23527	Q13547
O00590	P13500
P04156	P46695
Q15042	Q9H0R8
P17844	Q9H2G2
P52630	P63244
P05556	P11047
P17987	P27348
P78527	Q14191
Q04206	Q9UNN5
P06576	Q9P2G9
O94921	Q04917
P35544	P62854
P56645	P63165
P13686	P45984
P48736	P62070
P42338	Q9HC35
P17612	P62955
P0CG48	P51617
Q13535	Q9Y6Q9
Q9H013	Q9H501
P04792	Q05655
P49790	P78406
P05023	Q15628
406900	Q4LE39
P00441	Q07021
O60566	Q6XZF7
Q92738	Q9H8Y8
P06241	P13805
O15381	Q9NPF4
O00221	P07900
O00339	P02452
Q96QR1	Q9HC24
P62826	Q9BQ83
Q13315	Q9UBS4
O60674	P17787
P00519	P61764
P63261	Q02045
Q16630	Q9NXP7
P30307	Q8WZA2
P30480	P49773
P01138	P10721
P23527	Q96KK5
P08588	P43250
P16298	Q96LZ3
P54253	Q9UKD1
O95400	Q9BUQ8
Q8IU57	Q9UBD9
O15287	Q9HB96
P06493	P19525
O95477	Q92796
P08107	P61073
P11229	P59768
P40337	Q8N6L1
P62834	Q8WYR1
P32239	Q96SB3
P35221	Q08043
P42574	Q9BY44
P23443	P55884
P42858	Q99570
P63104	Q9H1R3
P07332	P20936
P46779	P61077
P18146	Q9NS87
P16220	Q96IG2
P13501	P25025
Q14103	Q15427
Q68CZ6	Q9NVX0
P01106	Q92802
Q16659	Q8WU39
P01579	P61289
Q01668	Q16537
O95831	Q9NX70
P00519	Q05193
P40763	Q06187
P17948	Q92915
P15880	P62753
P54619	Q9NP71
Q15075	Q9UL26
P09172	Q15811
P01112	Q13233
P37287	Q92535
O95201	Q16543
P00533	Q7Z6G8
O14974	Q99759
Q16643	Q9Y6K9
P61073	Q16665
P30559	Q9Y698
P05771	Q96BA8
O00165	Q04206
407006	P10721
P36897	Q00537
Q13887	Q92793
Q6FI13	Q9UKV0
Q13555	Q9UQM7
O14905	Q9ULW2
P00738	P02768
O14745	Q05397
P16298	Q13255
406935	Q53EP0
P52735	Q58F21
P62328	P68104
O00329	P06241
P32121	Q96RC9
P28566	P43686
P08754	P0C869
407029	Q8NDV7
100008587	O95602
Q9BVJ6	Q9C0J8
P01019	Q01844
P30154	Q9NWZ3
Q86US8	Q9Y5P8
P11217	P46020
P20823	Q16629
O43182	P60763
P14859	P51610
P24941	Q99728
Q00722	Q02156
P17275	P17535
Q01130	Q15696
Q01094	Q13888
P12931	Q9BYB0
Q07699	Q13557
Q96M95	Q9Y3Q8
P27708	Q12933
P41594	P63092
Q00005	Q9NR30
P32121	P58182
P61981	Q7Z401
P12757	Q9UJ78
Q8WUM4	Q99816
P04637	P05787
O14493	Q96AP7
442890	O75364
P12236	Q9UL18
O43482	P04049
O15198	Q6PGP7
P16871	P68363
P46013	Q13535
O15350	Q03701
P09630	P17535
O00526	P55317
P52434	Q9H9Y6
Q14683	Q16629
P04899	Q13255
P19878	Q9HBY0
P56748	Q9UDY2
P62306	P62312
P29965	Q13469
P19320	Q8WYR1
P35626	Q8NGV5
P15391	Q92569
P10415	Q00653
O14920	P23396
P01568	Q9HC73
Q8IU54	Q9HC73
Q12933	Q9BRK4
P06239	Q05209
P01106	Q92733
P14174	Q6XUX3
P08700	Q13261
P62847	P63220
Q13432	Q9H0Q3
P40933	P78552
P01241	P15509
P48549	P50151
P17612	P45984
Q07157	Q9Y5I7
P01138	P08581
P25208	P35625
P22681	Q9UHF4
P49711	Q9BQS6
P11229	P62879
P60953	Q9NQU5
P08913	Q13424
P20585	Q8IY92
O96020	P62877
O15131	Q9NYR8
P01133	P08138
P0C0S5	Q96L91
Q15303	Q16611
P10644	Q96EZ8
P01106	Q12824
Q16543	Q9Y6K9
P09874	P61978
P52209	P62330
O43255	Q9Y6H5
P10071	Q05516
Q92917	Q9BQA1
Q13535	Q9NY61
P13498	P53778
P31942	Q14194
P17021	Q9GZM8
P23416	Q9NPR9
Q16537	Q7Z3S7
Q7L590	Q8NHQ1
Q6P1J9	Q6PD62
P00813	Q01094
Q13535	Q9H2K8
Q6ZRS2	Q9NPF5
P08700	Q14626
P78352	Q96AP0
P01584	P27930
P02766	P98160
P35544	P62244
Q15599	Q8IUQ4
P16333	P78357
O75925	P42226
P46109	Q06124
P10600	Q14766
Q15843	Q92905
Q8IYD8	Q8NB91
P62910	P84098
P02452	P10242
P62269	P62993
P45983	P60763
Q13315	Q9ULR0
P25116	Q8WYR1
O94906	Q99459
O94761	Q9BRX5
P23528	Q15631
P14902	P15260
P04899	P32302
P25024	P34947
P04637	P61289
Q9P0M6	Q9UKV0
O15524	Q13651
O60828	P09497
P01019	Q9ULA0
O75439	Q14197
O00459	P11215
Q96B02	Q9BZY9
Q7L5D6	Q9Y5V3
P32969	Q8TB05
Q13114	Q14164
P36894	Q6KF10
O94806	P19883
P05386	P62945
O14610	P47898
P05023	P27986
P22681	Q8IU57
Q13485	Q9H0M0
P37198	Q9H8Y8
P08107	Q15653
P46736	Q96RL1
P62875	Q9BTT4
P17676	P28482
P61586	Q8IW93
P21583	P22455
Q15555	Q9GZT8
P62136	Q70SY1
O00291	P09496
Q08116	Q9BWH2
P30480	P43307
Q15435	Q9UD71
P16591	P35222
Q08334	Q86WN2
O95793	Q06787
Q05513	Q96A00
P30679	P41594
O00488	O43318
P11047	P26006
P35221	Q9Y6N8
Q13112	Q9Y294
Q96RL1	Q99879
P16104	Q15366
Q16513	Q5SW24
Q13573	Q7L5N1
Q15303	Q9BTT6
P53350	P61968
P04279	P22735
Q15796	Q9NQ69
P26196	P27348
P13637	Q9NSB8
P19174	P21860
P20340	Q14203
O76021	P62633
Q8ND90	Q8TEW0
P13236	P46092
O75127	Q14197
P01857	P0CG04
O00483	O96000
O14788	O75448
Q15797	Q9UPZ9
O15145	P62993
P62140	Q8N726
Q3V6T2	Q9Y478
O75925	Q8TAD8
P09651	P52272
P08238	Q13546
P00441	P13473
O60271	P19838
O00755	Q9ULW2
P28838	Q15750
P04844	P62330
P16104	Q99729
Q07866	Q9UPT6
P30153	Q08289
Q01196	Q9UPN9
P12956	P16104
P04839	P08253
P01588	P16471
P23443	P30154
Q13617	Q9C0D3
O00221	Q13748
Q9BVA1	Q9Y6G9
P62316	Q15149
P36873	P42262
P10415	P12956
O60934	P16104
P40818	Q9HD42
P48995	Q13255
P25054	Q96HA1
O60925	Q15910
O60568	Q9BQY4
P29992	Q01970
O15111	P84022
O75899	P63211
Q99689	Q9UHF0
P06493	Q9UJX4
P28482	Q13163
Q04721	Q9Y644
P28749	Q13574
Q06609	Q96CW5
P49736	Q08945
Q5VU43	Q99459
Q92540	Q96Q15
O15553	Q9ULZ3
O95433	Q15078
P62158	Q9UM54
P56537	Q14181
O95817	Q15038
P01106	Q99684
Q13217	Q9BQI3
P31995	Q9Y6Q6
Q13330	Q86YP4
Q06418	Q96S59
P23526	Q96BK5
O60716	Q99459
O00253	O43741
O75030	Q09472
P14923	P25054
P62987	Q9UNE7
P09769	Q92569
Q4VXU2	Q58A45
P31431	Q8IZC6
P05129	P51828
P49715	Q12778
406947	P24385
P01100	Q04206
P03372	Q9Y6Q9
P30443	Q8N109
P04626	P42336
Q13535	Q5U3C3
P21246	P63244
O00273	P27348
O43318	Q9UL54
P32121	P51681
O75569	Q9Y3U8
Q14197	Q9NX20
P02751	P55001
P05386	P51681
Q99459	Q9NRI5
Q16254	Q92543
Q05513	Q9P212
P52564	Q9Y6R4
P35813	P50750
P20333	P49411
O60264	Q9NRG0
P35219	Q8TEE9
P49768	Q9UQB3
O14512	O60504
P48061	Q6V1X1
Q96KQ4	Q9UKE5
P08107	P27695
O14593	P35613
O00499	Q9Y2H0
P48051	Q9UBI6
O14654	P42338
P22392	P35398
O75367	Q08945
P32121	P51684
P38405	Q8WZ92
P05026	P22694
P18206	Q9UQ03
P14598	Q92558
P51817	P52565
Q13526	Q9NY61
P25963	P29475
P30307	Q13557
O15519	P22087
P21802	P49763
P27986	P30874
P24864	Q9H1A4
P20309	P63092
O60359	P67775
P35626	Q8NH85
Q06330	Q5TA89
P29459	Q00653
Q9BRX9	Q9Y3C6
P08648	P26010
P35498	P63218
P19793	Q09472
Q15287	Q9UBC1
P04637	P52292
O00221	Q04206
Q08945	Q96A08
O15054	P68431
Q96GF1	Q9Y2X8
O14776	P26368
O96015	Q5TD97
P22607	Q92540
P63104	Q9UL42
P04632	P20810
O43663	O95239
P12980	Q9UHG0
P61981	Q9P0V3
Q14919	Q9Y3D8
P40692	Q9Y2M0
O15530	P51812
P51812	Q92934
O43281	Q05397
P11473	P28702
P28482	Q9NZK7
Q13573	Q9UKV3
Q9H4P4	Q9H832
P24723	Q9GZQ8
406987	P14780
Q5QNW6	Q71UI9
Q06124	Q16695
O15524	Q8IU57
O95777	P52756
P31269	Q9H7Z6
P50151	Q13972
P16403	Q9Y6K5
Q9HAU4	Q9UJX4
P19438	P20333
O00743	O75170
P30559	P62955
O43251	P26599
O75400	Q9Y4E5
P39019	P60866
Q8TBX8	Q9Y6U3
Q92844	Q93009
O43566	Q12933
Q8TDH9	Q9UL45
A1KXE4	Q9UGN5
P52198	Q7Z5H3
O14981	Q10586
P24844	P60709
Q01344	Q8IU54
P52294	Q9GZX7
P43364	Q7Z6G8
Q99996	Q9P1U1
P48551	Q16619
P01106	P18669
O43678	P03897
P35626	Q6IFN5
P49368	P49770
P51665	Q16401
406991	P78504
P17081	Q9P107
P01106	Q4LE39
P05112	Q15306
P27448	Q9NPI8
P10809	Q9Y375
P26373	P32969
P33681	Q00653
407004	Q99417
