#node1	node2
Q53ET0	Q8TEY5
O75365	Q8WUM4
P16671	P54619
574033	Q16827
P09622	Q14197
Q9NYY1	Q9UHF4
P24522	P38398
P14780	Q01955
Q13618	Q16236
O14807	Q13972
Q93074	Q99459
P15882	P84095
P05013	P40189
Q14161	Q9NR80
P05090	P0CAP2
O14964	Q9HA65
P05556	P60709
P53778	Q13976
P06400	Q96SB3
P39060	P98095
O43298	Q12933
P35442	Q13797
P24928	Q9NWA0
P54253	Q8N196
Q53QZ3	Q7L0Q8
P38936	Q9UK53
Q13485	Q15583
O43617	Q9Y5R8
O15294	P24941
O43390	P31943
P32121	Q96R30
P60510	Q66LE6
P10912	P41159
P62873	Q92806
O60674	P78324
O60383	Q9BX70
P46109	Q13797
P10600	P36897
Q13315	Q96CX2
P62191	Q9UL46
P12931	P47712
Q13573	Q9BRS2
Q15428	Q9UQ35
Q13237	Q15147
P29466	Q13153
P51677	P80075
P49674	Q9GZV5
P21741	Q9NRR5
P38405	Q8WZ92
Q7Z443	Q9P0L9
C9JDP6	O00501
P62834	Q92569
P30559	P63096
Q92769	Q9BTM1
Q8IUQ4	Q9H0U6
Q92738	Q9H8Y8
P0CG47	Q13233
P29597	P48551
Q96A65	Q96KP1
P16885	P52735
Q6R327	Q8TB45
P00519	Q9NYQ7
Q9BY44	Q9NZJ5
P01106	P12757
O60506	Q14164
P55957	Q5RL73
P25101	Q03113
P49841	Q8TEY5
Q13315	Q16625
P40337	P51148
P56645	Q9UKB1
Q8N715	Q9NR12
O75822	P05198
P62745	Q96HP0
P32927	Q9Y4K3
O00204	P49888
P01574	Q92793
P10321	Q07444
P62875	P62877
P26951	Q8IZI9
O14744	Q9HCK5
O15504	Q9GZY0
Q7Z478	Q96BT3
Q14164	Q9H9B4
O75582	P53778
O43295	Q92730
P01857	Q9GZM6
9757	P55157
O60353	P09544
P30279	Q08050
Q8WVM8	Q9H9E3
Q9BY44	Q9P2K8
P01892	Q07444
Q14152	Q7L2H7
O00305	Q13555
P40337	P42771
Q12805	Q9Y6X8
O75586	P10276
P07992	P43246
P05187	P21281
P22061	Q9UKE5
O00422	Q14141
P24928	P53803
P68036	Q6ZMZ0
O95622	Q8TD86
Q08211	Q12986
Q16576	Q9Y5X4
P31943	P62993
O14735	P05386
P37275	Q13363
P38405	Q8NGJ5
Q53ET0	Q9UGJ0
Q15714	Q9Y2Q3
O15121	Q9H8S9
O75368	P16871
P06756	P24043
Q00765	Q9UI14
P01579	P17181
O15197	P21673
O43353	Q9Y6K9
P84022	Q13573
P14415	P42336
O15514	Q6P1J9
P46777	Q15527
Q8IZL2	Q9UM47
O75925	P46937
P47756	P62993
P38936	Q8IZ69
P31751	Q12778
P35243	P43250
O75385	Q8N122
P00519	P78527
P60709	P62241
P08047	P42858
Q92797	Q9Y2Q3
P11021	P12956
P62140	Q6UN15
P61020	Q13671
P01106	Q96GC5
P57737	P62877
P46952	Q99259
O43306	P08754
P10636	Q7KZI7
P62979	P98175
P40429	P62829
P28749	P84022
P41743	Q15334
P29728	Q9HC29
P19438	Q8TEL6
P04183	Q93063
P19174	Q9H9L3
P63000	Q8N264
P08758	Q04637
P01106	Q8N6S5
P20309	P63092
P15509	P40933
P63151	Q9UBS0
Q92499	Q92597
P12236	Q9UL18
P30050	P63173
Q08170	Q86U42
P04275	P08648
Q08945	Q99880
406952	P08670
P41594	Q13555
Q8NBZ0	Q9Y5K5
P49238	Q16663
P06401	P42336
P25025	Q92994
P00533	Q12913
P35609	Q9UBI6
O15111	P10145
P08134	Q9P107
P57721	Q15287
Q12834	Q8NHZ8
Q8IZI9	Q969J5
P05113	P19235
P08238	Q9UNE7
P35222	Q13153
P01241	P29401
O95433	Q8TEW0
O60506	Q10586
P07910	Q00653
P46199	Q9UM73
Q99547	Q9NPD3
Q01196	Q99706
P21802	Q9HAU4
P42677	P62854
P12931	P16284
Q07666	Q99459
P40337	Q16658
Q08170	Q99590
P25054	Q8IUQ4
P35462	P59768
O94888	Q13535
P36873	Q01668
P67870	Q9H9F9
P30304	P31946
28881	O43521
P20936	P21709
O75150	P51965
P60709	P62826
Q5VVX9	Q9H4P4
O75916	P04899
P25963	Q12933
P10721	Q92729
P16871	P68363
O43242	Q9Y4K3
O15198	Q9H3U1
P43246	P54277
O95602	Q08945
Q92569	Q9UN42
P46776	P62910
P01588	P78552
P0CJ74	P25090
O75179	Q8IY92
P52597	Q9NWB1
O14939	P05129
O75578	P08648
P07333	Q99962
Q502X0	Q92796
P38405	Q9H255
O75448	Q9BWU1
P42338	Q92569
O75478	Q9Y4A5
Q8NHQ1	Q9Y3D7
P55157	Q9UBS5
P29992	Q13255
P01111	Q9HAU4
Q9H9Q2	Q9UNS2
Q16543	Q92956
P02545	P50402
P62330	Q9NVI1
Q92692	Q96NY8
Q7Z5H3	Q8IXI1
Q04771	Q969T4
P32927	P63104
P83731	Q13233
Q07889	Q8IV61
P27448	P31947
P06737	Q16816
Q07065	Q9H1I8
O60814	P0C0S5
P21860	Q8WYR1
P15056	P24723
P11940	Q96QB1
P78396	Q9BWD1
O43251	Q9P2R6
P35232	Q08999
P27986	Q9ULW0
Q6P2C8	Q9NVC6
P35222	Q9NPG1
P46060	Q9Y478
P61088	Q8WWF5
P31943	Q14164
P49841	P51668
P23469	P29353
O00144	O75197
P49407	Q99418
P05014	P38484
P23508	P99999
P08754	P30872
Q07869	Q86TX2
P11142	Q13315
P62158	Q15628
P02452	Q13797
P19388	P30876
Q13547	Q99459
O00237	O75800
P52333	Q99570
P42338	P50151
Q93097	Q9NPG1
O00422	Q4LE39
Q5VYV7	Q9H0R8
P17535	Q8WYK2
P52756	Q13243
Q13952	Q7Z3K3
P51991	Q12986
Q14974	Q15796
P02766	P68104
P12882	P63261
P13797	Q9UBN6
P42229	P43405
P01106	Q9HC56
P62263	P62979
P0CJ77	P25090
P19174	Q15078
Q7L0Q8	Q96HP0
406906	Q86V21
Q9UHF1	Q9Y4K0
O95484	O95500
P18146	Q9BUN5
Q13535	Q96JP5
Q13490	Q9Y4K3
100008588	Q9Y2S0
P13236	P46094
O15551	O95832
O95865	Q9H5J8
P09211	P21246
O15520	P08138
P49773	Q14134
Q14157	Q9Y490
P04629	P27986
Q13177	Q13347
P48729	Q00987
Q00005	Q8WWM7
Q13526	Q9Y6H5
26765	P04637
P54725	Q01831
P12236	P30405
P05556	Q8WYR1
Q93079	Q9Y5B9
O95376	Q9NPD8
O60739	Q13526
P28347	P46937
P00403	P00533
Q00987	Q8N488
P62158	Q9Y6J0
O95400	P14678
P05106	P12109
P25116	P32121
P98170	Q01094
P46778	Q07020
Q02156	Q9BX67
P11229	Q5JY77
P07942	P53708
407053	Q12778
P12111	P18564
P26992	P29460
P17542	Q12873
Q15287	Q8IWX8
Q02241	Q04917
P39019	Q14164
P01106	P49792
P62266	Q96B02
O15444	P51679
O75800	Q6UWE0
P06401	P07900
P40763	Q8WXH5
P49366	Q6ZVK8
P30153	Q9Y624
P57077	Q13227
O43318	O75663
P12004	Q8WZ19
P43246	Q9H4L7
O75791	P29353
P32121	P34947
P29972	Q15834
P01889	Q02750
O14610	O14827
O00221	Q9BZF9
P01106	Q9H841
O15143	Q8WUW1
406899	Q16827
P40189	Q8IU54
Q969S8	Q9Y618
P52926	Q99873
P04899	P51684
O43293	P04150
O00459	P15153
P08107	Q15628
Q9NYY8	Q9Y5J5
Q9HBL0	Q9NPF4
P19086	P49802
O43711	O43809
O43186	Q99750
Q96ES7	Q9NRF9
P22694	P52565
O95405	P15036
P01891	P61769
O60603	Q8IWL2
P26010	Q9UBP9
Q9H7L9	Q9UK53
P08648	P26006
O60840	Q9UQM7
O15530	O95248
P29597	P48357
Q13315	Q9NVI1
P04629	Q8WU20
O75400	P61981
P84243	Q96BD5
P84095	Q92558
P35638	Q07889
Q8IU57	Q969D9
Q9BQG0	Q9NY93
Q00587	Q9BQ66
P21333	Q9NYJ8
Q14197	Q9NVI7
P01116	P63096
O00329	P06239
P51679	Q92600
P68400	Q09028
P08172	P50151
Q8WXS5	Q9Y2T4
P49841	Q9UKY1
407021	P25490
P16619	P51677
Q9UBU9	Q9UKK6
Q96MF7	Q9BSI4
P35225	Q8IU57
Q96BS2	Q9NP66
P49747	Q13683
P42336	P46108
P01375	P63000
P35626	Q15622
P18859	P51812
P09471	P53779
P25490	Q9H9F9
P32456	Q96QZ7
P19838	P22301
P18754	Q5T3J3
O95996	Q9BQ87
P06756	P12107
P35916	P55075
P22455	P98077
P02775	Q09019
P15153	Q15311
O15304	P0CAP1
Q6ZRS2	Q9NPF5
Q04759	Q9HBA0
P53778	Q9UBI6
Q03135	Q13393
P36896	P58166
P15407	P35638
O60925	P11177
O00471	Q13133
O00506	Q9Y376
P05412	Q8NHY2
P19838	Q13489
P10912	P20809
P31749	P62136
Q05516	Q13200
P52333	Q99665
P23416	Q9NPR9
P20671	Q9UKV0
P03372	Q8WTS6
P43699	Q9Y261
P01563	P01589
406901	Q9H9G7
P63279	Q7Z3J3
P56705	Q9H461
Q96F07	Q9Y6W5
P78396	Q92615
P49336	Q9UHV7
P36873	Q02641
O94875	Q9BUZ4
P63104	Q13153
Q13705	Q96RT1
Q8IYB3	Q9BUJ2
P35244	Q96FI4
P43403	P51452
P42681	P48736
Q6R327	Q9BUJ2
P19838	Q9Y230
P32881	P78552
P46108	Q92988
P62993	Q92953
Q14CB8	Q92730
P01730	P01909
O00591	P54257
P22459	Q96RT1
P10071	P22694
P16220	P38398
P62330	Q9HB71
Q5JWF2	Q99677
P62140	Q12879
P31751	P46527
P08134	Q53QZ3
Q13554	Q14315
P38936	Q9BVA1
P05388	P32969
P02545	P13569
P60900	Q9Y4K3
P17028	Q6R327
P38405	Q8NGF0
Q01844	Q9UHX1
P61587	Q8IZD9
O96019	Q92993
P31749	Q96S96
Q15172	Q9BVP2
P07437	Q8NCM8
P54727	P68104
O60739	P30046
O75607	Q9P2H0
O15520	P11362
Q16539	Q92466
Q96CG3	Q9Y3M8
P01112	Q9UQM7
O15259	Q9HBL0
P53618	Q92538
P62324	Q96DU9
P20248	P50613
O60739	P54819
P25024	P78556
O15335	P16144
P62258	Q13627
P0C869	P27361
O75962	Q9NRI5
O15067	Q99623
P20226	P28347
P10767	P16234
P20809	Q01344
O60603	Q13885
P31946	P49685
O76071	Q13085
O00716	Q969G3
Q07866	Q9UQF2
Q01970	Q05655
P17936	Q12789
P60709	Q99459
Q16254	Q99741
P10276	P24522
P31785	Q16619
Q6UXH1	Q9UBS4
P23229	P35609
O15111	P46531
P62807	Q9UKV0
P19784	Q15287
P10144	P11362
P25205	Q9BXI2
P01112	P45983
O14508	Q01113
O75223	P01106
P06493	Q9UQ80
O75592	P61077
A6NIT4	P42702
P10747	P48736
P08670	Q5RL73
O94973	P63010
P08238	Q99558
Q14934	Q16539
P13942	P18564
P46527	P63104
P35227	Q06587
P63151	Q13698
O14610	Q8TCU6
O15524	Q14626
P09486	Q13418
P61024	Q86TM6
P59998	Q86XS8
P25054	Q96RT1
Q01970	Q9ULW2
Q01974	Q13315
P0C5Y9	Q8IYW5
P51693	Q5RL73
Q15907	Q6WKZ4
Q13573	Q7Z5R6
P30050	P62424
P30307	Q04917
P13501	P62993
P45983	Q02962
Q9GZQ8	Q9Y605
P40763	Q14469
A1A4S6	P60763
P61077	Q6ZNA4
P23396	P60866
P68431	Q8NB78
P05026	Q8IZ69
Q13002	Q6UWE0
P08572	Q6VMQ6
Q13257	Q9NYG5
Q8WXC3	Q9ULZ3
P04899	Q9UBS5
P49914	Q9Y3Q8
Q92624	Q969V5
Q9NZW5	Q9Y5X1
P10275	Q13794
O00168	P22694
Q9HCK5	Q9UJS0
P06454	P62826
P15692	P15884
O60925	Q9H7V2
O00222	P63096
P10321	Q13241
P29320	Q96T51
P50991	P62714
Q53HL2	Q9BXS6
P62158	Q08828
P49792	Q4LE39
P09544	Q9H237
O60858	Q9UKM9
Q01081	Q14103
Q15029	Q9Y478
Q15078	Q96EP1
Q15008	Q9UNM6
Q12933	Q9Y265
P63104	Q9UDY2
P51114	Q5UIP0
P24941	P61024
O15534	P78368
O00483	O95169
P14866	Q8IYB3
P18146	Q16667
P46060	Q9HAT8
Q13751	Q16787
P10276	Q09472
Q92831	Q9Y605
P84103	Q13151
P48549	P63215
P61981	Q9NSK0
Q96JK9	Q99466
P02461	P09486
O15085	Q07889
P29692	Q05639
P16298	Q9UIK4
Q13573	Q14764
O43809	P01023
Q14344	Q3MJ16
P58876	P60709
Q14197	Q9BYD6
P05015	Q9HBE5
Q16795	Q9UI09
O95178	P03905
P25054	Q9UM54
P04632	P18031
P04049	P17252
P07910	P62258
P20290	P67870
O75084	O75581
O75865	P49639
O15042	P52756
P05997	P08514
P10275	Q9HBE1
O43680	P51693
Q6R327	Q9Y394
P51817	P61224
P24043	P53708
O43921	P29320
P01236	P40238
O00232	P35998
Q01449	Q15746
P36507	Q05655
O95400	P67809
Q13535	Q15075
Q13315	Q8IY18
P53778	Q15080
Q13131	Q86TI0
P09038	P11362
P01106	Q07864
P01106	P43246
Q13619	Q9Y2Q3
O43181	P28331
Q6NXE6	Q9NRP7
O15519	Q13077
Q13523	Q9Y2Y9
P06241	Q9ULH1
P48552	P55060
O43683	Q9UK32
Q04721	Q9Y644
P68366	Q9Y6G9
P78552	Q8IZI9
406906	Q5T6F2
Q93074	Q9UHV7
O43752	Q9UEU0
P06748	P10144
P22681	P31947
O43739	Q9P1Z2
O43707	P63267
P52434	Q9H1D9
P36402	Q9P1Z2
P01106	Q7Z695
P63000	Q9UQB8
P08254	P09486
O00763	Q9Y478
P42224	Q13287
P00846	P56385
A6NM45	P56856
P06493	Q7Z5Q1
O43159	O43463
O14746	Q16665
P35900	P51116
P01112	P48736
P54253	Q99700
P31943	Q08211
P00533	P42224
P22694	Q12879
P10155	Q13315
Q96RT8	Q9BQE3
P49715	P49716
Q9C0E4	Q9NP73
P07550	Q8WXH0
P0C1Z6	P55199
P19438	Q9BVA1
P29460	Q01113
Q16539	Q9HBY0
P01106	Q13105
O43674	O95167
Q15645	Q5TA45
P61981	Q9H307
P00748	P03952
O14908	P31431
O95685	P27482
Q15042	Q9Y2Q3
O75578	P53708
P04259	Q9Y375
Q14966	Q15834
P25024	Q9Y4X3
O14807	Q15311
P67809	Q01130
P13994	P14923
O15533	P53618
P18146	Q12772
P46108	Q9UBS5
O14798	P62834
Q8WWB3	Q9C005
P46379	P52757
P31371	Q02763
P54646	Q13131
P35626	Q96R08
P10827	P51948
P53779	Q9UK08
P63096	Q15147
P22607	Q9HCE7
Q92731	Q969G3
P25025	P42261
O00463	O43318
Q15637	Q9Y580
P26373	P62891
P61289	Q9HCE7
P12956	Q8N2W9
P29692	Q13315
O94967	Q96EP1
P18146	Q8TB36
P28335	P50148
Q7L0Q8	Q8N392
O14775	O60262
Q15303	Q16611
Q03701	Q9UHA4
26765	P20226
O95470	Q9HC24
P55854	Q16637
P25098	P35243
P11274	Q9UDY2
P0C0S5	P68431
Q14790	Q9UNN5
P01225	P08588
Q9BQD3	Q9H8S9
P05067	Q16584
P62993	Q14151
P62140	Q10570
Q8NBZ0	Q9Y230
Q13573	Q86U86
Q96FV9	Q96J01
O95467	P41587
P16104	P48643
P38646	Q9UKV8
P21675	Q16778
Q96A08	Q9BTM1
P01308	P22455
A8MT69	Q00597
P15880	P42677
P36896	Q9HCE7
O60477	Q9Y2Q3
O00750	P27986
Q96IZ7	Q9P1U1
O15212	Q99759
P35222	P35869
O15360	Q9HB96
P35080	P60709
Q14192	Q9NQX6
P42226	Q9Y6Q9
P63173	Q9Y3U8
O15379	P68431
P41236	Q96SB3
Q9H8T0	Q9UJC3
P26992	Q92624
P78545	Q13153
Q8NF91	Q96EV8
P32121	P49682
P18206	P61769
O14641	Q8N684
Q15047	Q8TDN6
P09544	Q5T4F7
P20702	Q05397
Q13535	Q9NZC9
P51671	P51685
P13984	Q13535
Q7Z6Z7	Q969T4
O75496	Q9H211
P16104	Q9H7Z6
Q13620	Q9BQ67
P62899	P62910
P31948	Q14164
O60266	Q13555
Q16778	Q6UXN9
P12931	P43405
P12268	Q14232
O15145	P62993
P16581	Q92896
Q8IWL2	Q9Y6Y9
P18077	P50914
P01106	Q14209
P18621	Q9UKV8
P29317	P49765
P20827	P29322
P13569	Q9UL46
P11362	Q86Z14
P09012	P18206
P01034	P07858
P01116	Q13972
P08620	P35916
Q9NY59	Q9Y4G2
O75486	Q9Y6J9
Q9NNX6	Q9NZN5
P67809	Q5JVS0
O15379	P60510
P17028	Q9NX65
P60953	P62834
P05129	P0C869
O60502	P54257
P01566	P78552
P62955	Q16537
Q06587	Q8IXK0
P49888	Q8TC92
O76031	Q14197
P57739	P78369
Q14832	Q9UK08
P46736	Q96RL1
O14730	Q9Y230
P01116	P62993
Q8NI35	Q92574
P46531	Q13616
O15530	Q8TBF2
O43543	Q06609
Q15388	Q9NQG6
O43164	P62837
554213	O76076
P52732	Q13573
P35222	P62314
Q13464	Q9BZL4
P11233	P62158
P25815	P35579
P17301	Q16787
P24390	Q8N6T3
Q06124	Q15116
Q8IWY9	Q9NVP2
O14641	P49407
P62877	P84022
Q04637	Q9UL03
P36954	P62875
P08047	P84022
O15530	P08575
O15524	P08069
Q5VTD9	Q7L4P6
P51677	P55773
P48039	P61026
P09016	P12980
P07339	P69905
O43255	Q9H422
O94817	Q13151
P19634	Q13315
P62263	P62701
J3KNP4	Q9ULL4
P51449	Q14686
P10275	Q99933
P48552	P56545
O43561	P42338
P30450	Q14952
P27361	P49286
Q14532	Q9NYV4
P08238	P14618
P51610	P68400
Q14289	Q7L0Q8
Q99567	Q9BW27
Q99062	Q9NPH9
P14649	P35749
O15151	Q9UER7
P43243	Q9UNY4
P49674	Q9Y2G4
P30281	P42772
P14618	P51817
Q04721	Q9NYJ7
P51817	Q13522
P46734	Q16512
O14920	Q8TEL6
P02751	Q05397
Q13155	Q9H0B6
P26232	P68133
Q96EN9	Q9Y6X2
P02748	P07358
P10914	P68400
O75385	P63167
O00154	P01106
P31947	Q9UQL6
P01871	Q8IY92
P16220	Q9H0H0
Q9H3H3	Q9Y6H6
P19012	Q9Y2J4
P23229	P25391
Q9HC24	Q9UM00
P00519	P63244
P09919	P17181
P08700	Q99650
P40939	Q13233
P08151	P62258
P62826	Q9P2H0
P16234	Q06124
P12036	P53778
O94972	Q15398
P28562	P53778
O60383	Q6P1K2
P19525	P36873
P53803	Q9HCS7
Q15119	Q96JB3
P15382	P22694
P30504	Q99873
P63104	Q8NDB2
P21246	Q9UM73
P46821	Q9GZQ8
Q01814	Q13424
P14316	P25774
O76075	P16220
P05412	P10826
Q16637	Q9NX74
P15822	P84022
O75376	P51608
P06493	Q9H1A4
P52735	Q9H0H5
P41220	Q14524
P03956	Q96GW7
Q9BQ87	Q9Y618
P36578	P40425
P17612	Q8TEY5
P05013	P19235
P04637	Q16589
Q14457	Q9UQE7
P21580	Q9UHD2
O00716	P14635
P46937	P48730
O75340	Q8NDC0
P11831	P63165
P32302	Q9NRJ3
O15198	Q8N988
P08253	Q01955
O43439	Q06455
P13796	P28676
Q15287	Q9BZI7
P08514	Q01955
O15399	P41594
Q9H3U1	Q9Y2Q3
Q08043	Q9UKX5
P62879	P63096
Q8IXI1	Q96HP0
Q96GD4	Q9NQS7
P26045	P31946
P19012	Q8TCX5
Q8WWV3	Q9NQC3
P06733	P63104
O00291	Q9NWB7
P51531	Q13315
Q96Q83	Q9H0E9
P54829	Q16539
P49683	Q9C0E4
P26012	P56945
P12931	Q14185
O00555	P59768
P10275	P10914
P46092	Q99731
O14972	Q16659
O94826	P51617
P30101	Q9UIW2
P04637	P26583
P35626	Q8NGD5
P04899	P13569
P35626	Q8NGD0
Q99836	Q9Y608
Q13616	Q86XK2
P42345	Q9BPZ7
P22061	P62993
Q96SN7	Q9P246
Q9Y478	Q9Y617
P22612	Q8TD86
P54259	Q9UQB8
Q01780	Q96CU9
P41182	Q9BXW6
Q66LE6	Q92736
P51817	Q68CJ9
P14672	P31749
P46527	Q08050
P27361	P53355
P12931	Q9Y2X7
Q9H9E3	Q9UP83
Q14966	Q96ED9
P26599	P51991
O43255	Q9GZU2
O00499	P62993
Q16637	Q6P0Q8
Q07889	Q3MIN7
P30511	Q8N109
Q9BUV8	Q9H223
O76083	Q96FC7
P53778	Q14934
P56746	P56748
P24394	P42226
Q53T94	Q9Y2S0
P19438	Q96EY1
P40337	P43307
P47712	P60709
O76080	Q9Y6K9
P63261	Q92558
Q15334	Q9NPB6
Q13315	Q9UPN4
O75084	Q8N474
O15534	Q9Y297
P08754	P51685
Q9BWG4	Q9UPN9
P36406	Q9H8T0
P01112	Q7LDG7
P16383	Q9Y490
P63215	Q9HBW0
P01111	P19174
P08648	P21815
P19793	Q07869
P12004	Q99638
P06241	Q00535
Q13315	Q8TEU7
P62158	Q15653
P00519	P16333
P18089	Q14344
Q6UXH1	Q9H7E9
P16144	P31946
P22392	Q9Y2L1
Q9HBE5	Q9NPF7
O15350	Q9NZC7
Q13573	Q9NWV8
P62258	Q15365
Q14687	Q99459
P13196	Q00535
P01106	Q6ZTN6
406997	P00374
P31749	Q9UKG1
P38405	Q8NH51
Q15788	Q7Z494
P38405	Q8NGE2
Q13315	Q92574
P24941	Q13111
P01106	Q15024
O15055	P51608
P08684	P17676
Q9NWS9	Q9NX65
O15127	O95376
Q92870	Q9HBG4
P52564	P61224
P32121	Q96R48
Q5VTD9	Q9BRK4
P18077	P18124
P38432	Q9P2K6
P27986	Q9BYB0
O95267	P0C869
O96019	Q9H981
P06213	Q9HCT0
P35913	Q13956
O95997	P16220
P45984	P46109
P09848	P41235
P14778	Q99558
P40145	P62879
O60244	Q9BWU1
O60814	Q96KK5
P19320	P26038
A6NHL2	O14576
P05386	P32969
P12004	P25208
Q96AQ6	Q9NRR5
Q86TJ2	Q96BN2
O96017	P62136
P05771	P18848
Q9H5I1	Q9UFW8
P50749	Q16186
Q15475	Q9UI36
P01562	Q92985
P78386	Q9NX58
P24530	Q9Y210
407050	Q8WY64
O95999	Q9Y6K9
Q15831	Q9H6T3
P45983	P63096
Q13315	Q5XUX0
P10721	P22681
P11233	Q9NZL6
P00533	Q9HAU4
O15264	P61204
O00548	Q9NZ42
P0CG48	Q9ULH1
P13945	P32121
P01116	Q99832
P29350	Q9HC73
O60262	P47898
Q13535	Q92733
P10275	Q92759
Q8IW50	Q8IX03
P62269	P62979
P04183	Q9NPB8
P11274	Q13432
Q14919	Q86T03
P07437	Q00005
P42702	P48736
O14974	O75116
P39019	P62269
P62993	Q96NS5
P26599	Q13151
O43187	Q9HCE7
P19634	P46934
P07437	P15498
P55957	Q99459
O14974	Q99759
P60660	Q9BZL4
P09210	P37231
Q8NFT6	Q9BQ66
Q13573	Q9C0J8
Q7L0Q8	Q96QB1
P12111	Q9UKX5
O75369	P26006
P28482	P49815
P11802	P47897
P12931	Q16825
Q99880	Q9P0U4
Q13315	Q15772
P50151	Q99677
P42768	Q12913
Q08334	Q9ULV8
Q08211	Q9NX58
P31751	P42574
Q14344	Q86XP0
P17301	Q17RW2
P37231	Q9BYK8
P11940	Q9BWF3
P27707	P78527
P0CG48	Q15628
P01567	P24394
O75475	P30041
Q00987	Q15303
O94864	Q9BRQ0
P48382	Q99459
P19525	Q00577
P50395	P62491
P18146	P29466
P26038	Q14164
