#node1	node2
P13500	P46094
P43358	Q86WT6
Q92561	Q96JG8
P25440	Q99459
O14640	Q15334
O60603	P27348
P23396	Q9UL18
P04626	P15498
O00141	P16220
P62910	P63173
P52564	Q9Y6R4
Q96GM5	Q99459
P0DJD0	P46060
Q15303	Q9H201
P18074	Q01094
P15260	Q9UBD9
P16220	P62820
O75056	Q13885
P63208	Q969P5
P16298	Q13042
O75581	Q9UBT3
P28222	Q9Y2Q3
Q13315	Q6VY07
P63165	Q00613
Q99832	Q99836
O75478	Q9NS73
O00238	Q9H4E5
P01241	Q9HC73
P42701	Q9NPF7
O95801	Q5W0B1
O43791	O95197
O43306	P84996
P19320	P27986
P62380	Q15286
P23458	Q99650
P22455	Q9HCT0
P09496	Q9H492
P56746	P56750
P01023	P61812
Q13216	Q16531
P13686	Q05516
P16298	Q14934
O95685	Q9NZT1
O60934	O96017
O15350	O60563
P35754	Q14653
P01375	Q15717
P06733	P12004
P23396	P25963
O43390	P09651
Q13887	Q15796
Q01201	Q8NHW5
O15111	P51617
Q9NTJ3	Q9Y6K9
P09769	Q92556
Q13546	Q7Z434
P84077	Q9UJY5
O95197	O95872
O43395	P63162
O75365	P57678
P51617	Q13148
Q99759	Q9Y265
P68104	Q9HCU9
P09603	P10721
Q15750	Q8WUK0
Q7Z6L1	Q9H1Y0
O94776	Q99459
442894	Q9H3D4
Q13546	Q9BX69
P00533	P02533
P50453	Q9UKR5
Q9H1J5	Q9Y5W5
O60563	P24928
P12111	Q9UKX5
P11802	P12004
P13987	P63010
O75914	Q9H4E5
P27635	P62380
Q86V81	Q9BZI7
79948	P46379
P49915	Q14164
A7XYQ1	Q13363
Q16594	Q9UHQ1
Q03001	Q96EV8
P62081	P62854
P35222	P80098
Q86Y13	Q9Y2X8
Q6ZUM4	Q92730
P25788	Q9Y244
Q05655	Q9NSI5
P46531	Q9UJU2
P15622	Q7Z7J5
P49915	Q9Y478
Q92997	Q9UP38
P62714	Q9BRV8
Q00597	Q14469
P32881	Q14653
O15524	P14316
O00329	P31749
P33402	Q96RT1
P02765	P62993
P23284	Q14164
O14974	Q01449
O75084	O75581
O00311	Q9Y5N6
O15031	Q9NTN9
Q01844	Q9UHX1
P62857	Q9BQ66
P61421	Q8N1B4
Q96KQ7	Q99612
O15211	Q92993
Q02156	Q8WZA2
Q14164	Q15785
Q00688	Q13547
P20073	Q93063
O00459	Q92835
P36873	Q8NG31
P62140	Q13522
O43439	Q13951
P35225	P42701
O00255	Q6UXN9
P05413	Q59H18
O00422	Q14141
O75554	P0CG12
P60763	Q96HP0
O15085	Q9H4E5
Q9UBN1	Q9Y5P8
Q9BQ95	Q9Y4K3
P49336	Q93074
P08476	Q13705
O15504	Q9BW27
P01566	P38484
P09496	Q9Y6A5
O60566	Q12834
P06401	Q16539
Q04759	Q9Y6K9
O43390	Q13151
O60503	P51817
O43752	Q15836
Q16539	Q9BRR9
P16104	Q9Y230
P10244	Q9UNY4
P35080	Q9H0I3
P61077	Q9BV68
P04150	P12235
Q9UBB4	Q9Y5J5
P01563	Q99650
P42830	P51681
P08134	Q7Z5H3
Q96NL0	Q9HCP0
P25116	Q9UK08
P25963	P51617
O43513	Q9NWA0
P09919	P42701
Q8WZ42	Q9BZW7
O15297	P53778
P07305	P62993
P04222	Q9Y266
O14950	Q9H1R3
Q9BS18	Q9H1A4
P27361	Q3MJ16
P16298	Q13255
P01106	Q9C0J9
P10275	P11308
O00429	P16298
P42229	Q9NSE2
P49407	Q8WTQ7
Q9UBQ5	Q9Y4K3
P36956	Q2TB90
Q15459	Q9HCE7
O43513	P51116
O60840	P51817
P49591	Q13315
O95402	Q16637
O00755	Q92765
O95373	P62993
Q9BXL7	Q9Y4K3
P00533	Q7Z6G8
Q969T4	Q9C040
P19838	P33681
P19447	P24385
P54619	Q13131
P24941	P25205
P12004	P78527
O95433	Q9Y5I1
P30281	Q9Y3I1
P01889	Q8N109
Q01201	Q8NFD5
P01563	Q13261
P25788	Q9UNM6
O00264	P22392
Q15831	Q8TEW0
P16150	Q9BZZ2
P20226	Q9H063
Q13315	Q9HBX8
P29353	Q13526
P04183	Q9Y3C7
O75582	Q96BV0
Q13151	Q14683
P10914	Q9NYQ7
P15336	P19838
P25098	Q14161
P62745	Q5JSL3
Q12873	Q9C0K0
P26038	P32942
P10301	P14324
P25116	Q14344
P56705	Q9Y5W5
P27348	P35527
P68431	Q9H0E3
P18031	P19235
P25116	P62873
P51681	Q93045
P17535	P35228
O60341	P04637
P07910	Q9BUJ2
Q13427	Q8TBK6
P15336	Q13555
P35900	Q8IYI6
P01562	P24394
P08572	Q13683
P48059	Q15831
P51970	Q9Y6M9
Q15653	Q9Y297
O75925	P42226
P63208	Q9NQR1
O60885	P50750
P61812	Q9UBG0
P49918	P78396
P05783	P42574
Q13573	Q6P3W7
P18077	P61254
P18615	P61981
P12931	Q06124
O43921	P29320
P85299	Q6R327
P67870	Q5T280
P28702	Q9NPJ6
O75909	Q16181
A0JLT2	Q9UM73
P38405	Q9UGF6
P01138	P16234
P63279	Q13233
P27986	P62736
O14777	Q14203
P52756	Q15428
O14512	P42701
P04637	Q9BXR5
P62877	Q15750
Q13137	Q9H492
O43683	Q9UK32
P38936	Q08050
O43521	P42574
P40937	Q5T3J3
O95751	Q9H5V7
O75604	Q15834
Q13535	Q8N163
P51948	Q92759
Q07890	Q9UJM3
P35749	P62736
Q01101	Q13562
Q86V24	Q9UGJ0
O14904	Q9Y5W5
P41227	Q9H8T0
P18846	Q7Z6J0
O75251	Q9Y375
P25963	P62837
P01889	Q9P258
Q96A37	Q96LR5
O95985	Q9BQ66
P00519	Q9ULD4
O76096	P11802
O60739	P19105
P02766	P98164
Q15008	Q9Y4R8
P13569	P54646
P53680	Q13191
O43242	Q9UNM6
P41240	Q99704
Q99759	Q9NWS0
Q969G2	Q9UG01
P42677	Q9Y328
Q15303	Q92796
O14757	O95997
Q96DC7	Q9UMX0
O00327	O15516
Q96KM6	Q9UIS9
Q12834	Q9UJX4
P29992	Q01970
P27361	Q96SM3
P23246	Q13077
O15379	P10276
P61247	P62244
P07900	P10809
Q15796	Q92985
P11387	Q14197
O75197	Q9Y6F9
P14136	P23297
Q66LE6	Q8IZS8
P16333	Q15746
P18859	P51812
P55212	Q13489
P42338	Q15303
O15169	P19022
O43474	Q9H9S0
P45985	Q9P2G9
P35968	Q92913
P16473	Q03113
P60763	P60953
P23508	Q15185
Q9NX65	Q9P0L1
P29590	Q9NS56
P18084	Q13753
O96020	Q9UBD5
P13994	P49910
Q96PB7	Q99972
Q13415	Q14566
P49810	Q99828
O60673	P04637
Q96EF0	Q96QG7
P24864	Q9H1A4
P45984	P63104
P04406	Q9Y6H6
P17301	P50552
P60568	Q9UKT9
P10720	P32248
Q9NRI5	Q9UKE5
O75815	Q15365
P49593	Q13153
P49116	Q9Y5K6
Q15084	Q92956
Q13064	Q99816
Q13936	Q9NPA1
P40337	Q9Y5B9
P31947	Q2M3G4
Q13639	Q5JWF2
P38405	P47881
P30679	P34995
P28222	P61952
Q93079	Q9UBL3
O15355	Q9Y4K3
P11171	P26640
P16152	Q13216
Q8NFT8	Q92542
P17252	Q9NSI5
P62136	Q5SWA1
P43246	Q10586
Q05513	Q9P212
P0C0S8	Q92769
Q05397	Q15788
O75478	O75529
O76064	Q9BXI2
P62158	Q9HCN6
Q14197	Q9BT17
Q8IYF1	Q9BQ66
P25786	Q9P2G9
P10721	P12034
Q14289	Q9UKW4
Q8IU57	Q8IZI9
P33151	Q9NPB6
O75822	Q14164
O60260	P0DJD1
P61978	Q00839
Q03001	Q9NRI5
P62136	P62955
P35372	Q5JWF2
Q13418	Q14558
P63000	Q9UNA1
Q00597	Q13813
P23527	Q99878
P01106	Q00796
P28749	Q01094
P43146	Q6UXZ4
P00519	Q9HCM9
P06493	P30307
Q13137	Q96ME1
P31948	Q13557
Q05209	Q9Y4C8
P32246	P80162
O43353	P08138
Q13151	Q13573
P30480	P55735
P19235	P29353
Q12933	Q13489
O76093	P22607
Q07955	Q8TBB1
P0C0S8	Q99880
P13569	Q9NQH7
Q96MF7	Q96SB8
O14965	Q8NE35
Q99469	Q9BU70
P05783	Q04695
Q13191	Q99665
P53778	P67775
P14416	Q16537
Q04771	Q96D21
P46100	Q13315
P04899	P0C869
P52565	Q15669
P54253	P62258
P57081	Q9P2G9
P11021	Q04864
P28066	P60900
O00744	Q9ULW2
Q13620	Q15291
Q13315	Q9NQT8
Q04695	Q15834
P01185	P30518
Q16875	Q9UGJ0
P38432	Q4J6C6
Q92804	Q99459
P32969	P35268
O95751	Q5VWN6
P63104	Q92598
P26599	Q08170
P08684	P41235
P01241	P15924
O75581	P09544
Q8NEA6	Q9UMX1
P39656	P43360
P38405	Q8NGS7
P28065	Q03519
P09619	P98077
Q08289	Q66LE6
O60318	Q9NYQ7
P16070	Q9NZN5
P27695	P40763
Q15287	Q8NAV1
O95503	Q14781
P15153	Q8N1I0
P10966	P30511
O00231	Q5UIP0
Q86V88	Q9BSW7
Q8IYF3	Q9Y6D9
A6NL08	P32121
Q9GZM8	Q9UIE0
Q9P2K6	Q9UMX0
P18077	P50914
Q96JH8	Q99732
P18206	Q9Y490
P19388	Q6P1J9
P18146	Q99705
P25963	Q9Y243
P49841	Q6UXH1
Q15583	Q9NPJ1
A0JLT2	P52435
Q8N302	Q9UL45
Q9H7E9	Q9Y2X7
P16070	P36897
P62140	Q9H788
P19544	Q92997
P02776	P51684
P51817	Q86YV6
O60568	Q9BQY4
O75461	P30304
P62269	P62841
P62140	Q9Y572
P30876	Q15560
Q04637	Q9BUB5
P31431	P35442
P02775	P22736
Q14994	Q15788
P84022	Q12778
P26012	Q9UQP3
Q9BVM2	Q9Y230
P54257	Q13190
P17947	Q01892
P43360	Q8N163
P05112	Q08334
O00175	P32246
O75306	O75489
O75956	Q9ULV5
O95631	P43146
P02788	P49716
P38405	Q9H340
P46527	Q9NRD5
P33778	Q9UKV0
O95475	P26367
P16885	Q16620
Q13469	Q15759
P61925	P63167
P34969	Q9HAV0
O15111	Q01201
P13500	P51671
P42224	P55899
O15379	P25963
P35579	Q99759
P30305	P45983
P10636	P31946
P84103	Q15365
P08670	Q9GZT8
P08620	Q07889
P49407	P52292
P04049	Q6TCH7
P01889	P34897
P15976	Q01543
Q14790	Q96J02
P11388	Q13535
Q8WXK3	Q9NWT6
Q9HCK5	Q9UKV8
P14373	P61077
O14595	P10275
O95084	Q99081
P60709	Q6PI98
P05231	P14784
O75626	P62318
Q13535	Q8WXE1
P34931	Q13546
Q14166	Q8IY92
P11168	Q08050
P60484	Q07889
P31947	Q9P2M7
O00231	Q06455
P10644	Q92667
O75970	P56747
Q6ZNA4	Q96B02
P08754	P51681
P07949	Q99963
O15519	O75533
O43683	Q10567
O95299	P03886
O75143	O75506
P35626	Q8NGL7
P23229	P35609
Q15628	Q96CV9
Q13683	Q16363
P10144	P11362
P41221	Q9ULV1
P04150	P10914
P35626	Q9H209
P42677	P62244
P13725	P14784
Q96KM6	Q9Y2K7
P84996	Q08462
P07202	P42701
P56545	Q9H171
P08575	Q15118
P11171	P63173
Q7L5N1	Q9Y4E8
Q8WWH5	Q99459
P51572	Q6Y1H2
P29475	Q9UQM7
P17655	Q9H1Y0
P20700	P30480
O15264	P48643
A5PKW4	Q96S21
P05231	Q9UHF4
P11362	P12034
Q05516	Q8NHQ1
P51116	Q15233
O15287	P08727
P20226	Q16533
P13995	Q9UNM6
P46108	Q13480
Q7Z2G1	Q96QV6
P53365	P61204
P04406	Q07820
Q8IY92	Q99497
P08172	Q9UK08
O95467	Q16602
P50914	Q02543
P04637	Q16539
P38405	Q8NH51
Q14164	Q9BQ67
P04626	Q13239
O14757	Q9BXW9
P49902	Q9Y5B8
P22681	P31947
P56524	Q9P0M6
P33527	Q86WV6
Q13085	Q9Y478
P00533	P61328
P01241	Q13347
P15976	Q8WW38
P25098	P51679
P01889	Q9UHB9
406952	Q4LE39
O60383	P51693
P18146	Q16774
P25391	Q14118
Q13191	Q6WCQ1
O75937	P52756
Q53TQ3	Q9H9F9
P28749	Q13574
Q8IZI9	Q969J5
O43290	Q8IY92
P47736	Q16659
P25101	P43250
A6NM03	P35626
P07333	P09038
407040	Q01094
P21333	P35462
P05556	P63261
P14635	Q4G163
P32245	Q96G30
Q9NYG5	Q9NZH5
P43657	Q9HAV0
Q8IY18	Q96SB8
O75800	Q6UWE0
P08833	Q16665
Q09472	Q9Y230
O60383	P20073
Q13573	Q16594
P15311	Q8IZE3
P13533	P68032
P46108	Q8WYR1
Q2TAZ0	Q9UNF1
O15105	O15379
Q8TDB6	Q9Y2X8
P51149	Q13885
P55957	Q07820
P42772	Q99570
Q13315	Q15172
P01100	P17252
P17980	Q13573
P01574	Q8IU57
P41182	Q9HBZ2
P20339	Q92544
O14964	Q53EZ4
Q13217	Q9P2K8
P05015	Q99062
Q04206	Q9Y239
Q4VXU2	Q9UFF9
O15520	P29317
P04899	P25101
P22681	Q99962
Q04206	Q8N6T7
O94826	P51617
P04183	P42025
O95711	Q02556
O14526	Q9HCE7
O75643	Q96KG7
P38405	Q96KK4
P16471	P20809
Q16623	Q99719
P01563	Q92793
P31946	Q14247
P10451	Q8WYA6
P10914	P41217
P49841	Q9Y383
P05388	Q02878
P36941	Q13114
O15265	O75486
O60739	Q15382
P07384	P15311
P31749	Q13322
406982	Q01196
O43194	P49841
Q08209	Q14934
P23508	Q15019
Q16539	Q9BUB5
A5YKK6	P50616
P47710	Q9H0E2
Q96T58	Q99459
P12956	Q9NY59
P18146	P35226
P18146	Q9Y397
P19012	Q8WW24
Q13535	Q15029
P32121	Q8NH00
P29474	P63096
P50914	Q99558
Q12974	Q6P4Q7
Q13362	Q9BXT2
O00327	Q99814
P61604	Q92956
P43360	Q96A33
P29353	P46940
P03915	Q86Y39
P33992	Q13415
P20618	Q92956
P63104	Q8TEW0
P49642	Q14181
P56749	Q9NRL3
O00303	P51681
Q15365	Q5SZQ8
Q8WVD5	Q9HCE7
P62070	Q96IZ0
Q13438	Q9H6Z9
Q05519	Q9UHX1
P22301	Q96ST3
O43432	Q09161
P04179	P98177
O95049	O95832
P27361	Q9UK08
Q8IY92	Q9Y2T2
Q13415	Q9H211
Q12778	Q14994
Q13064	Q96LR5
Q00987	Q8N9B5
Q08209	Q92934
P30542	P47900
P61077	Q14139
Q969H4	Q9NS23
P16520	Q92806
P09038	P35052
O96001	Q13237
P04899	Q99500
P35637	Q15637
Q96Q83	Q9Y230
P36957	Q96CV9
P55060	Q9Y6K9
P01236	Q01344
P25205	P33992
Q02878	Q13352
Q96BH1	Q9Y2X8
O15537	P14415
P01308	P08069
Q13137	Q9H9D4
Q93062	Q9NQ87
O60383	Q9Y6M9
O95644	P14921
P04637	P62328
P27361	P50607
O15264	P63211
O95872	Q8TCT9
O14639	Q13535
P18848	Q53ET0
O15209	Q9NRR5
P63208	Q8N531
P07948	Q06187
P25098	P32121
Q9H492	Q9Y383
Q13467	Q9UK32
P41220	P63167
Q07817	Q9H1Y0
Q10570	Q9P2I0
P04183	Q9Y2V2
P0CG48	Q16236
P20929	Q8IZP0
Q7Z699	Q9UBS4
P26599	Q8IU81
O43474	P42772
Q66LE6	Q9UPR3
P82663	Q9NR30
P05023	P23528
P01106	Q9UGM6
P68431	P83916
P41597	P78423
Q06323	Q13352
P05121	Q16665
Q13547	Q9P0W2
P01130	Q5SW96
P62195	Q14CS0
O75365	P28340
P12004	P35249
P14653	P26367
P10720	P51686
Q9HAV4	Q9Y6K9
P60953	Q15811
P08670	Q5UIP0
P52294	Q9NX58
O75340	P13569
P38405	Q15615
P49918	Q15910
P01106	P20585
P25786	Q9Y3Q8
P00403	P36542
P62258	Q00536
P21815	P23229
P35080	P68032
Q13573	Q9UPT5
P20226	P61978
Q96S55	Q99459
Q16513	Q96PV7
O94762	P26641
P22681	P23458
Q96FX2	Q9UGK8
P35575	Q08050
P07333	P42338
O96000	Q8IWF7
P45984	Q15427
P32248	P47992
P61586	Q9UNS1
P52434	Q15560
Q5VTB9	Q96LR5
O95619	Q9UBU8
P12814	P35221
P63279	Q8WVZ7
Q04206	Q13478
P63279	Q8N5U6
P41214	Q99459
O75306	P28331
Q86Y13	Q9H832
O43663	O94972
P01589	P05014
P01834	Q03135
P50616	Q17RY0
P84090	Q13432
P04156	P07237
P53778	P84095
P60709	P62847
P02533	P25054
O14904	Q9NPG1
Q14197	Q9Y4W6
P55795	P84103
O00585	P51681
O14980	P46108
Q9UKX5	Q9UQP3
P12236	Q9UPY3
P35527	Q8TDR0
Q9GZS1	Q9Y5B9
Q13216	Q9H9Q2
O15116	P08243
P12980	Q8IZS8
Q8WUA4	Q9Y5Q9
P01563	Q01344
P11171	P16152
O15516	P19793
P33993	Q9NSU2
P15498	P27986
P62993	Q13568
P27986	Q8IY22
P62873	Q92633
P83731	Q9UQ80
O94906	Q15029
Q01831	Q13315
Q02878	Q15843
P05106	P35443
P34820	Q16671
P35638	Q15744
P38159	P52756
Q13191	Q92569
P17655	Q15078
Q6ZSG1	Q9Y2X8
P53350	Q5SQH8
P16070	Q13535
P0C0S8	Q5QNW6
O75618	Q9P031
P00441	P16871
P62273	P62841
P30679	P41220
P05230	P38646
P56537	Q14697
O60239	P02768
Q5QJE6	Q92832
P30279	Q08050
Q8TAD8	Q92793
P30480	P35637
O00755	Q8N474
Q15750	Q9NYJ8
O15055	P62877
P18146	Q96QK1
P49790	Q9HC62
P38936	P51668
P0C0S8	Q8N257
P05161	P14316
Q99963	Q9BQD7
P20042	Q13573
P08107	Q5VVH5
P46779	P62913
Q9UHA4	Q9Y2Q5
P83916	Q99877
P50151	Q01668
Q9C000	Q9HC29
P62993	Q9NS40
P11362	P48736
P10600	P27540
O75886	P0CG48
Q9BT43	Q9H1D9
Q9H2X6	Q9Y463
P01243	P61247
P35579	P63104
Q86YP4	Q99459
P04183	P13942
O14936	Q9UHC6
P04280	P29590
P84022	Q9UI36
O75369	P05106
Q93077	Q99880
Q13616	Q9BQ83
P08700	P15509
Q96HA1	Q9Y5P4
P62826	Q9H814
P16520	Q01970
Q04206	Q13625
P30044	Q9GZT6
P05109	P38936
P15336	P62136
P41223	P49716
Q07890	Q8N431
P30260	Q9BS18
P62805	Q8NCD3
O95049	P63261
O75150	Q9BSJ1
O95210	Q9H0R8
P16220	Q8N752
O75478	P01106
P11362	P52797
O15397	P09132
O94979	P53992
Q9C0E2	Q9Y5J5
Q8NFH5	Q9NRG9
Q01082	Q13485
P01106	Q9BXJ7
Q13620	Q2TAY7
Q14197	Q99623
P52597	Q00005
P38432	Q9ULV0
Q8TBZ2	Q9BWU1
P30480	P31150
P30520	Q9H0Y0
Q96PU5	Q9H204
Q8IUQ4	Q9HD26
P21796	P63172
P01889	Q13263
P01282	P50222
O60861	P23246
Q13114	Q9NWF9
P02794	P04150
P19320	P42338
P19438	Q9UHD2
P22694	Q8IZS8
Q14562	Q8TBK6
P21860	P35222
P06870	P08603
Q8IYB3	Q99459
O94805	P04183
P31947	Q12774
P63000	Q96G28
Q12933	Q14164
O96017	P18887
P63092	Q9UBY5
P30260	Q12834
O75251	Q9Y6M9
Q02297	Q99459
P27797	Q14457
P05997	P08514
B1A4H9	Q8IU57
P14618	P52790
O14975	P63104
O43143	P61981
P06241	Q9NRJ4
O76041	Q15942
Q96H22	Q9H8T0
P28702	Q06710
P38936	Q01664
Q14197	Q9P0M9
P15121	Q96PZ7
P18827	Q9UQP3
Q96K62	Q9Y3C7
P01588	P16871
Q8IY92	Q9BYD2
O15169	Q99961
P41182	Q9HC56
P54578	Q15819
P18146	P40939
Q13885	Q9UI14
P12757	P12956
P62701	Q99558
Q99469	Q9UGN5
Q06455	Q9UPN9
P36956	Q05513
P04350	Q01201
P17181	P52333
P25490	Q13573
P12643	Q12841
P53667	Q9NQU5
O00141	P49411
O95751	Q96PV7
P19838	Q15306
P04637	P55957
Q13557	Q8TD86
Q9UGN5	Q9UHI6
P14778	Q15750
O00203	P49407
P35626	Q8NGL6
P16234	Q00987
P17480	Q96Q83
P55212	Q8WUI4
P38405	Q8NGH9
P05107	P43405
P62136	Q92934
P08069	P36507
Q96GD4	Q99459
P19784	Q15287
406900	Q8WY64
P51116	Q13137
P06733	P49023
Q6IBS0	Q8IV63
O60503	Q9P2W3
P19086	Q9UP65
P01106	Q15121
O95084	P62937
P61586	Q9Y281
Q5T3J3	Q92993
P08138	P52798
O15198	P51825
P22392	P58107
O94776	Q9UKG1
O60711	P18146
P32121	Q8NGM8
O94817	Q14152
Q15173	Q8WXS5
P01889	Q14954
P50148	Q9Y271
P07550	P12931
407006	Q9NX09
P53778	P63218
O76071	Q96JQ0
P04350	Q14164
O14490	P27986
P03923	Q16795
Q15819	Q8ND25
P63104	P68104
P15884	P41134
P63165	Q96RL1
Q92481	Q93077
Q9UBC2	Q9Y6I3
P52757	P61956
O75400	Q9UHD9
P13612	P50552
Q8IWF7	Q9BQY4
P63151	Q7Z3S7
P43146	P56270
Q96FE5	Q9BZR6
P62633	Q9H361
P20827	Q92993
O00533	O95251
P17535	P20809
P07948	P40189
P45983	Q8WXG6
Q6QNY1	Q969Y2
P05556	P78509
P42336	Q9UBK5
O75674	P55072
Q93062	Q9BRR9
Q12809	Q6P1J9
P29353	Q9UQC2
P53779	Q9UPT6
P35579	Q96QT4
Q93033	Q9UHX1
O00212	Q9BRR9
P40855	Q15796
Q96QV6	Q96RL1
Q13546	Q86VP1
Q8NDC0	Q9H553
Q13501	Q8IZQ1
P48730	P56645
Q8N2W9	Q9H492
P12757	Q8N2W9
O95251	P21127
P07199	P20366
P17612	Q9Y698
P51668	Q12899
P07358	P07360
P0CAP2	Q9P2H0
P31943	Q01130
P23634	P62158
P01871	P04183
P49593	Q13177
O95777	P62312
Q93062	Q9BTL3
P04183	P29074
P12236	Q02156
P51654	Q9UBV4
Q9BYG5	Q9UGM3
P62158	Q96PM5
P42338	Q9UM73
Q9NX02	Q9Y2Z0
P26599	P84103
P35626	P51686
P45984	P54652
P07900	P19525
P54750	Q9NZT1
Q4V326	Q96IK5
P98175	Q13315
P01100	Q96GM5
Q6W2J9	Q9UBN7
P48382	P61018
O60437	Q9UMD9
O14576	Q8NFZ8
Q15645	Q9NTN9
Q15819	Q9Y3A3
P48443	Q9NRX1
P12544	P26583
P05771	Q00722
P61981	Q09161
P84077	Q9UJY4
O95257	P29622
O00222	P59768
Q96CW5	Q99459
Q13158	Q14790
P52732	Q9BUZ4
P28222	Q9UBI6
Q04637	Q9HAU5
P35611	Q02363
P52292	Q9P2H0
Q92797	Q99459
O75365	P25205
P60763	Q96QB1
Q12778	Q13554
P16333	Q9UQ26
Q01201	Q8TAQ2
Q9BUA6	Q9BZL4
Q9UI12	Q9Y5J5
P18505	Q9NQX3
Q8NE35	Q9UIV1
Q00722	Q16539
P49023	Q06124
P13725	P52333
O60674	P21860
P08670	Q00005
P04198	P49841
P01116	Q15052
P32248	P35626
P22694	Q92934
P30793	Q13129
P38432	P51116
O60739	P29692
O14964	P63279
P01568	P48357
P62875	Q93034
P68104	Q9Y6G3
Q01844	Q9NQ32
Q9BY07	Q9UKV8
Q96HC4	Q9H6K1
P12931	Q13094
P62987	Q13485
O14807	Q9P212
P01106	P80723
