#node1	node2
P49720	P56537
P68366	Q9NRH3
O43741	Q9NQR9
O75030	P35222
P07900	P16104
P61081	Q03135
Q14CB8	Q96SN8
Q15038	Q9H0M0
724027	P11717
Q96AV8	Q9Y265
P11940	Q9Y478
P14778	Q5H8C1
P28702	Q92769
P12931	P20774
P49023	P61586
Q96HA1	Q9UKX7
P62837	Q96P09
P10415	P62140
Q13561	Q99459
P42574	Q9Y2W7
P60709	Q92574
O75818	Q99575
P04637	Q9BXH1
P31785	P40933
Q13683	Q14031
P51812	Q92934
P18084	P23229
Q13535	Q6P9F5
P38398	P62136
P09488	P62993
P54646	Q92574
P01567	P24394
P08246	Q13231
O75934	Q92731
O15264	P27824
P60520	Q8WXU2
Q15672	Q9UBK2
P35626	Q8NGD5
O75716	Q05084
Q13546	Q96CV9
Q00613	Q14686
P12268	Q10586
P30530	Q07912
O60239	Q9NV70
P62195	Q14994
P62081	Q8WZA2
P55197	Q9GZM8
P02768	Q8TDN4
P15884	Q15796
Q04771	Q13873
Q71UI9	Q96A08
Q6DKJ4	Q96FZ7
P0CG47	P62979
P35222	Q9ULW2
P04628	P78504
P51148	Q9H1K0
P62993	Q14203
P09429	Q5UIP0
P60866	Q00987
P10398	P53778
P58107	Q9Y6K9
P20226	P35227
406915	O00716
O43709	Q9Y478
Q13573	Q96DI7
A4D0S4	P26012
O75116	Q14164
O95777	P52209
Q15746	Q9NQU5
P05556	P51636
P10301	P27986
P04406	Q14919
O43809	Q9UHD1
P62877	P84022
P54922	Q02539
P18848	Q16236
O14640	P15153
Q0VDF9	Q16659
406984	Q96JJ3
P19878	P35228
P10275	Q9Y5K2
Q9GZY0	Q9H1J1
P10914	P50591
P49768	Q16623
Q15819	Q92560
Q12834	Q9NS23
P51965	Q5RIA9
P46781	P60866
Q14197	Q8NC60
407006	Q9NX09
P49917	Q13315
O94813	Q9Y6N7
P43246	P52701
O00170	Q92985
P27797	P78545
Q14444	Q96BK5
P55268	Q496J9
P08246	P10144
Q15796	Q9BW04
O76031	Q15714
404734	P61981
O60508	P51003
P54646	Q9UGJ0
P16871	Q9NYY1
P56377	P61966
P62750	Q02543
P40425	Q13315
P54132	Q13315
P51817	Q13522
P62304	P62310
P05771	Q01959
Q13547	Q9UBP5
P05556	P08514
Q02641	Q66LE6
P11309	P52630
P11021	P25963
P10398	P63104
Q13748	Q3ZCM7
O75554	Q15637
P84022	Q9H0E3
O95793	Q8N4N8
Q13315	Q8NHZ8
Q99547	Q9NP97
P40692	P62328
P41182	Q9Y228
P01116	P45984
O76083	Q96FC7
O95630	Q9HAU4
Q13873	Q99717
O75365	P50539
P18206	P62847
P28222	Q9UBI6
P06753	Q9BQD3
P48039	P61952
P04843	Q9BUV8
Q9H2F5	Q9Y230
O14807	Q86YV0
Q13315	Q7L2E3
O43318	P45984
P01241	P40189
P01112	P42338
P35626	Q8NGJ5
P17181	P22301
P01589	P14784
P11234	P45983
P63165	Q9H2X6
O95760	P55210
P62906	Q9UNX3
P63172	Q9UBX3
O95967	P30281
P32298	P41597
P16118	P27361
Q13651	Q8WXH5
Q8IWZ8	Q8IYB3
Q12805	Q9P2R6
Q05639	Q15843
P61981	Q9HCI7
Q13315	Q659A1
Q9UK33	Q9Y620
P09619	P18031
O15116	Q9BU61
Q96KK5	Q9UKV0
P00488	P20073
Q9GZT5	Q9ULV1
O95661	Q15329
554213	O76076
O43597	P07942
P04406	Q16778
O00212	O00238
P01106	Q9NPB8
O75581	Q93098
Q13233	Q8NHW5
P08246	P15502
P18074	Q13889
P31269	Q93062
Q9BVP2	Q9Y5J5
O14939	P42336
O43157	Q04912
P31946	Q9Y2A7
P29992	P43088
P62913	Q9Y4A5
O60739	P24534
P01243	P55786
P46109	Q9ULV8
P03971	Q9H2X0
Q99623	Q9UBB4
O15264	P84095
Q96B02	Q9NZS9
P84095	Q8N392
P55160	Q92558
P98175	Q8IX12
P01106	Q9P2G3
P22612	P56696
P08047	P08910
Q13950	Q15796
P55072	Q01113
P62263	P62269
P17612	Q15653
Q00722	Q14332
P10809	Q16659
P15498	P61978
P62955	P67775
O95622	P50151
P18146	P55263
P05412	Q92731
Q9NV56	Q9NXR8
P14415	P27361
P62993	Q9UQ07
P61604	Q9H1Y0
Q99750	Q9H9D4
Q15834	Q9GZT8
O95696	P08670
Q92985	Q99731
Q99459	Q9NPJ6
P05412	P35222
P15153	P60953
O60783	Q96BK5
P83916	Q9Y232
P01579	Q5VWK5
P10827	Q9Y2X0
O75716	Q9Y675
P16104	P33778
P05026	P42338
P48552	Q8NHQ1
Q16836	Q9Y478
P50151	Q9H1C0
P11021	Q15750
P07948	P20273
Q15836	Q9UNK0
Q01814	Q13424
Q01844	Q15906
P04049	P08238
P62191	Q15834
Q15788	Q8IZD9
Q96JK9	Q9UM47
P18846	Q16649
P10916	P63261
P34931	Q15653
P04217	P20073
O95467	P47898
P08754	P45983
P26006	Q13753
P25054	Q8NEY1
P15170	P30480
Q9Y265	Q9Y4A5
P22694	Q7Z2W7
P01236	P16471
O95336	Q01844
O95219	Q9UNH7
P37235	Q86UW9
406906	Q9Y243
P06493	P51946
P32881	Q9HBE5
P15880	P62753
P06702	P30153
Q9BPX3	Q9NTJ3
P04141	Q9HC73
P05386	P62424
P25398	P62854
P53350	Q9H6R7
P28562	Q13164
P21675	Q16548
P48436	P57073
P48556	Q9UL46
Q08117	Q9Y6J8
Q8WUM4	Q9BY43
Q8NFD5	Q969G3
O75940	Q15428
P63151	Q9NY47
P04080	P40337
P02533	Q00987
O00470	P12980
P52198	Q9P286
O15230	P08648
P50281	Q9H8Y8
P63211	P84996
P19793	Q92831
P78314	Q96B97
Q01130	Q15365
A0JLT2	P46060
Q96KQ7	Q99612
P35222	Q9ULV8
B5ME19	P41567
O15164	P10275
Q15631	Q99598
P46783	Q9Y4K3
P19438	Q9BPZ7
O75928	Q9UHL9
P04049	Q16543
P16220	Q08426
Q08379	Q99996
O75251	O95299
P55157	Q92874
P00533	P13987
P38405	Q9GZK3
P17302	Q13748
Q6ZUM4	Q7L0Q8
P30086	P40337
O00587	Q04721
Q15233	Q6WCQ1
P12814	P26006
P56705	Q9ULV1
O15379	Q99880
Q13315	Q99996
Q13572	Q99459
O14508	Q8IU57
Q6WCQ1	Q9GZR1
P15172	P47928
P62249	P62273
O14979	Q9Y4K3
P10589	Q00403
P30480	P52209
Q13315	Q9H7Z6
Q13651	Q8IZI9
P02792	Q99547
O60216	Q9NP77
P10242	P10914
P52564	Q16512
O43633	Q70EL1
P27986	Q9UK08
P35626	Q8NH03
P35580	Q13315
O14920	P38646
P08581	P48736
P52272	Q13233
P22694	P61586
Q14790	Q9H3D4
P19387	P23193
P10144	Q15185
O14920	Q70UQ0
Q13432	Q14061
O75578	Q07889
P17612	P35222
P06400	P55345
P06730	Q03014
P07355	P35555
P09104	Q96MC5
P63208	Q8N531
Q08209	Q14318
P22695	Q86UT6
P31946	Q8N3F8
O96017	Q9NY61
P32121	Q9GZK4
P28482	P55211
P49917	Q15233
P06899	Q5VTR2
P04628	P52951
P10644	P62993
P04899	Q99614
P49459	Q5T4S7
P12830	Q9UI95
O15533	P10321
P01236	Q8N6P7
P19022	Q15262
O95467	Q9UBY5
P54619	Q16877
P23508	Q9Y3B4
P02489	P04792
Q16625	Q9Y5I7
Q8NHQ1	Q9BVJ6
P01106	Q9H583
P05783	P52735
O60814	Q99878
P32121	Q96RB7
Q52M93	Q9NPQ8
Q5JR59	Q9NPA5
P03372	P10599
P84022	Q13219
P41218	Q9BXL5
Q15714	Q7Z699
P35498	Q13547
Q92823	Q9UPN3
P12956	P31751
P04083	Q9BQ83
O60503	O95398
O75385	Q9C0C7
A6NHL2	P07437
P15509	Q8WXH5
P09455	P10276
O15372	P01889
Q13535	Q99575
P50991	Q99459
Q13547	Q14188
P17066	Q99759
P06756	Q13751
O00206	Q9NPH5
P48736	Q08881
Q53RT3	Q8IY92
P11274	Q38SD2
P37840	P51693
P16871	P42224
P13010	Q12905
P61586	P62736
Q13315	Q9UBW8
Q9NP81	Q9UET6
Q5QNW6	Q9Y5B9
Q96FJ2	Q96LC9
A8K6C2	P31785
P05387	Q01201
P39656	P62330
O75586	Q9ULK4
P16104	P30048
Q01844	Q9Y467
P09651	Q16539
P61513	P61927
Q8WXD5	Q9Y3F4
P68400	Q04206
P60228	Q9UBQ5
P20823	Q8IUC4
P46781	Q9UL18
O76041	Q9HAU4
O75909	Q8HWS3
P30307	P62258
P08729	Q15149
Q04759	Q96B18
Q13619	Q16531
P08754	P62873
Q9C0K7	Q9H9S4
Q96DH6	Q9H8Y8
P51787	P55011
Q9Y243	Q9Y6K9
O14950	P62136
P51532	Q16548
O95817	P00441
O75179	Q8IY92
P19387	Q15560
P55196	Q15223
Q13164	Q9BUB5
O15117	Q13094
P0CG47	Q15628
O00422	Q16576
O95757	P30480
Q92769	Q99459
P08069	P63096
P17096	P23511
P20807	Q8WZ42
Q4G163	Q9UQM7
Q9HC29	Q9Y2G2
O95398	Q08462
O75554	Q16630
O95295	Q99570
P05388	Q9UNX3
P26367	Q02962
P48023	Q8WV41
Q13555	Q4G163
P51828	P63092
Q96AE4	Q9UPT9
P60763	Q9UHY1
O75153	Q9NYQ7
P48730	P62258
P45985	Q92851
P32121	Q8NGQ2
P18146	Q03181
O00257	O95931
P63104	Q86UR1
O60341	Q15047
P61964	Q96DI7
Q15326	Q8IUC6
494327	Q9UMX1
P06213	Q9HCT0
Q9Y5M8	Q9Y6J8
P16104	Q6NVY1
P62993	Q14008
O43559	Q06124
O15525	Q5RL73
O15145	Q99873
Q99459	Q9NPG3
P01562	P24394
Q6FI81	Q9NPF4
Q04721	Q9NZ42
O14544	Q969J5
P25105	P50148
P0CG47	P68036
Q99759	Q9UHV9
P0CG48	P49281
Q9NQZ2	Q9UKY1
P29590	Q15583
Q14789	Q9UEU0
P45985	Q9UNN5
P07196	Q9NPI1
Q9P212	Q9UQM7
P22888	P50148
P05549	P12830
P19883	Q9NRD5
Q8N5F7	Q9Y388
P55072	Q13387
P08123	P26012
Q16531	Q7Z569
O14775	Q01970
Q13247	Q9BUJ2
Q13131	Q86TI0
O43909	P27986
P03971	P48436
P40189	Q8IU54
P19878	Q02556
P01242	Q5VWK5
P20226	Q09472
P20618	Q6XUX3
Q7L7X3	Q9H840
P19388	Q6P1J9
O00505	Q9GZX7
P27361	Q15262
Q8ND04	Q9Y5S9
P25963	Q969T4
Q9BYB0	Q9H2G2
P05015	P16871
O43657	Q5UIP0
P25205	P55201
Q9HC38	Q9NPJ4
P01871	Q9Y6K9
Q13233	Q14257
P67775	Q9H0K1
P01106	Q9UIJ7
P48443	Q93074
P62263	P62266
P13497	Q15113
P20042	Q14152
Q13315	Q9H2G2
O15372	Q9GZS1
P09619	P60484
O94762	P49419
Q8N6Y0	Q9UPT5
P84022	Q14213
Q15714	Q9BZX2
P63096	Q13255
O15117	P42768
O00232	P61289
Q9NPF5	Q9Y4A5
Q13315	Q8NEG2
P54253	Q00534
Q15102	Q8N8V2
Q16891	Q9Y6M9
Q13480	Q92569
Q99618	Q9GZU7
Q13555	Q8WXS5
P08912	P63092
P40227	Q13233
P01106	P51532
O00329	P27986
P06400	Q14186
P28222	P63211
P08243	P29083
P23634	Q5EBL8
P00533	P46108
P01375	P27361
O75626	Q9NVW2
P38919	Q9BZI7
P03891	P03923
P01100	P40763
406906	Q15759
P01116	Q15349
P06213	P11487
P19525	Q9BZE4
P13987	Q06124
P16104	Q96AY3
Q13315	Q15057
P84022	Q05516
Q13469	Q13555
P22392	P31948
Q13315	Q15047
P48051	Q9HAV0
P49841	Q9Y3F4
P06576	P31483
P54257	Q99928
Q6STE5	Q86U86
P54105	Q13315
P56645	Q9Y297
Q14790	Q92844
P13473	P51149
P08151	Q9H9S0
Q07812	Q07820
P62993	Q16658
P54253	Q9Y6R0
O96019	Q9NPF5
P32456	Q13387
O43353	P30049
P04629	P42336
P10827	Q92569
P62993	Q04837
P06756	Q9HBI0
P25788	P28066
P01574	Q8IU57
P17081	Q96HP0
P0CG48	P16104
P67775	Q14738
P49662	P52701
O96001	P67775
P10914	Q96NH3
O95139	Q86Y39
P61313	P62424
O15162	Q9GZM5
P51679	Q99731
Q6P2Q9	Q9Y333
Q13177	Q14155
P10966	P30450
P29474	Q8IU85
P08514	P26010
P18146	Q8WUM0
P05771	P14679
P17535	P20226
