#node1	node2
P25685	P54652
Q53TQ3	Q9Y265
P48061	Q6V1X1
P21917	P50151
P50914	P61313
P10275	Q6ZMT4
P02792	Q12962
P28715	P32780
O75533	O94817
P62807	Q969S8
P10721	Q05209
O60504	Q6UY14
P11532	Q13535
P01023	Q92956
Q03060	Q70SY1
O60840	Q86W47
P78317	Q969T4
P19174	P35968
P26442	P61088
P10415	Q14643
P12980	Q9P0M9
Q00526	Q16667
P15531	Q01105
O14593	P39656
P34998	P62158
P05067	Q07954
P43246	P52701
Q13228	Q9Y2S7
Q16254	Q9Y297
P46783	Q9UBC3
P31995	P43405
P09619	Q9HCT0
Q71UI9	Q99880
P25440	Q15906
P52952	Q86Z02
O95257	Q8NAF0
P16220	Q13976
P51522	Q13153
P27708	Q04206
P63104	Q9P2J5
P62244	P62280
P49238	P78556
P22105	P56199
O14733	P45983
O95619	Q96Q83
P53803	Q9H9Y6
Q9BUM1	Q9UGJ0
P68366	Q9BSJ2
P30050	Q9UQ80
Q13490	Q96B02
P04628	Q9ULW2
Q13426	Q7Z2E3
P27986	Q92918
P24385	Q9HCU9
P07333	P46108
Q9GZT8	Q9NTM9
P21453	P28221
P06241	Q14767
O60503	P62873
P19532	Q99460
P10827	P42336
Q9H9G7	Q9Y262
P21675	P40692
O75352	O95714
P84022	Q9Y483
O75369	O95433
P12955	P54253
P09471	P30939
Q15645	Q9UHY7
Q9UBI6	Q9UBS5
P20339	Q92738
P04637	P41182
Q96HB5	Q99750
P13942	P23229
Q04724	Q07817
P02545	P42166
P09874	P11388
Q13315	Q68DE3
P40189	P48736
Q14164	Q9UKR5
P46939	Q08209
O75116	P10916
P10914	P52292
Q96L91	Q9NXR8
Q6FHJ7	Q9ULW2
P35626	Q6IF82
P08183	Q12778
P18146	Q9NZI7
O95832	Q96AP7
P32121	Q8NH02
A0JLT2	P24928
O60858	Q13263
Q13177	Q9Y266
P34897	P56537
O00487	Q8NDT2
Q13216	Q13888
P20333	P41182
P23759	P46108
P06454	Q09472
Q15843	Q16531
P01112	Q13129
P30414	Q13315
P62310	Q13435
P22301	P42701
P30305	P61981
P01567	P40189
P02652	P02768
P17948	P20827
P63218	Q92633
O60840	P06241
P39023	P40429
Q99683	Q9Y2U5
P00505	P21796
P28482	Q13115
O76002	P32121
Q96HA7	Q9Y2Z0
O60287	Q15750
P62993	P98077
Q15370	Q9H8Y8
P34931	Q13233
P01241	Q5VWK5
A0JLT2	Q15528
Q5QNW6	Q96DB2
Q92985	Q9ULE6
O95931	Q9BSM1
O75694	Q9UKX7
P62280	Q01201
P17676	Q16539
O94916	P48065
P04637	P45984
Q92569	Q9UQC2
O15031	Q9C0C4
P0DJD1	Q6EEV6
P30154	Q9UBS0
P55157	Q9HCQ7
O43657	Q5UIP0
Q9P2Y5	Q9Y4P1
P11388	P49716
P01127	P08581
P20774	P46108
P16471	Q9Y297
P54257	Q92796
O00571	Q7Z6M2
P62140	Q70SY1
P17947	Q99062
P01106	Q6ZMI0
O75746	Q96T60
P25786	Q9GZN1
P49674	Q04917
P17812	P30480
Q15653	Q8NHW5
P28799	P80370
O14508	P16471
Q86SE5	Q8TAP4
P38936	Q8TAQ2
Q08379	Q92542
P32121	P51684
Q04206	Q92985
P04141	P26951
P34969	Q9UK08
O75900	Q09472
P14866	Q9Y4K3
Q14161	Q9Y4F1
O95219	P16234
P22087	P24941
P61956	Q9UKL0
Q969T4	Q9Y3C5
O15530	Q13153
O15144	P62993
Q13535	Q6PJP8
Q99466	Q9Y219
Q13651	Q9NYY1
P31152	Q16665
Q92830	Q96BN2
O95487	Q9NQW1
P51149	P61106
P51677	Q9Y4X3
P30480	Q9BRA2
P27986	P63215
Q99459	Q9Y265
P30480	Q9UNM6
P52757	P61587
P14867	P46459
P16885	Q02156
Q9H9F9	Q9Y265
P49959	Q14676
O95759	P14923
P18583	Q8TAD8
Q05397	Q13683
Q6WCQ1	Q9Y6U3
Q8IU60	Q9HAU5
O75015	Q8N6C8
P48736	Q14289
Q13522	Q9Y2T4
P32121	Q8NHC5
P14635	P61086
P41586	P62879
P33992	Q9Y5J5
P05556	P35442
O43318	Q9Y4D1
P08729	P46940
P01892	Q8N109
P51692	Q8WXH5
P05771	Q9NSI5
O14965	O15111
O14978	Q9NWS9
P55157	Q15036
P21741	P23458
P10914	Q9NZJ5
P17987	Q15257
P78352	Q15334
P10644	Q9H4A3
Q14204	Q96NA2
Q07889	Q9Y5S8
P55157	Q9UK85
O75365	Q6P996
P18564	Q9Y6N6
P15153	P52735
P53779	P63211
Q13480	Q6S5L8
P47755	Q9NR96
P11021	Q14790
O60216	Q13535
P12757	Q9UM11
O14974	P63104
P42766	P46776
P51681	Q92561
P11802	P14618
P15153	P15882
P55854	Q8IVS2
P01588	P08887
P20333	Q01813
Q06413	Q15759
P08631	Q96T51
P17947	P24158
P35968	Q9NP95
P01241	P30084
P13569	Q14444
P24941	Q9UJX3
P56134	Q9UET6
O95777	Q92900
P61981	Q9UQB8
P42677	Q9UKV8
Q9HC98	Q9P035
O00483	P03901
O00487	Q13200
O15344	P62837
P51610	Q9UKI9
P20290	Q9Y4K3
P43364	Q8N131
O75385	P54646
P67775	Q13362
P51991	Q9BUJ2
O95503	Q9HC52
P53779	Q99956
O43524	P63104
P17987	Q13489
P14923	Q96JB5
O95400	Q9P2D0
Q99973	Q9BUR4
Q00839	Q8IYB3
P23526	Q8TDR0
P06400	Q02363
Q05655	Q15147
P20333	P50539
P05412	P13631
442901	P16070
P85298	Q9HBH0
P12931	Q05193
Q14451	Q96N67
P11171	Q9HC77
P60660	Q32MK0
P20333	P51813
P31947	Q86UW9
Q9Y5J5	Q9Y5L0
O00241	O43914
P01111	Q13322
P34932	Q06124
P10912	P13232
O60825	P31751
P35222	Q92793
O60566	P01106
Q00613	Q05639
Q13247	Q16629
P27361	Q9Y6W6
P68104	Q14761
P00846	P56134
Q13936	Q15173
Q16537	Q562F6
Q13535	Q9UNP9
Q4KWH8	Q9ULU4
Q13363	Q9NQB0
P42331	Q96L33
O95786	Q9Y4K3
O43427	Q86YS7
P23786	Q14197
O43353	P07437
O43255	Q8IUQ4
P10398	P31947
P61024	Q08050
O14746	O60832
P04150	Q71SY5
O14879	Q05D60
407035	P63151
Q86UE4	Q9NX58
P26010	Q9Y3P9
P09544	P51654
P31946	P62258
406991	P60484
P84103	Q8IX12
Q14566	Q9BWG6
Q02962	Q99502
P23229	Q9HBI0
O14640	Q96B18
P27348	P55916
P46108	Q9Y2D5
P01111	Q13009
O14965	Q14008
O95294	P10301
O43390	Q15750
Q99447	Q9UBC3
P51532	Q15831
O60508	Q8IX12
O95816	P0CG48
P35626	Q8NGK1
O75521	Q9Y2Y9
O75886	Q9Y3C5
P63010	Q6ZU52
P05109	Q9H0B6
P01106	Q05516
P63000	Q96HP0
O76011	Q92796
P07550	Q5JY77
P28482	P50549
O15105	P12755
P38405	Q8NGM8
P01571	Q969J5
O00487	Q5VTR2
P06756	Q15147
O75578	P12109
O15143	P60709
O43295	Q96L33
Q7L590	Q96BR9
P10244	P49427
P68431	Q14781
O00329	P48736
Q9H361	Q9NY30
Q8NFZ5	Q9Y6K9
P22694	Q5MIZ7
Q92858	Q9BZE3
P48023	Q96RF0
P17861	Q6UUV7
Q03060	Q96BA8
P00519	Q14008
P34820	Q9H2G2
P84022	Q9GZV5
P0C1H6	P0C5Y9
O60237	P62136
P52757	Q96L33
O96013	P46734
Q9NZH5	Q9UM13
Q9UGI8	Q9Y615
P59768	Q14833
P27986	P43405
O75822	P55884
O94913	P33240
P23470	Q13224
O15239	Q969Q1
O14775	O15264
O00206	P14625
Q13309	Q16589
P01588	Q5VWK5
P01106	Q9Y3R5
Q8NEB9	Q9P2Y5
P04049	P06239
P55212	Q13526
P01889	P31689
O75935	P49841
P10809	Q00005
O75581	P62979
P11940	P62324
P08581	Q9H201
P55795	P63244
Q13042	Q8NHZ8
P30101	Q9UIW2
P63215	Q9H1C0
Q15796	Q15797
P02461	P08648
P07900	P19525
P11021	Q04864
P16333	P43146
Q13618	Q14790
P18146	Q6UX53
P62993	Q9UBS5
P18848	Q16534
P06756	Q08043
O14920	Q13451
O75934	Q99459
P08238	Q99558
P23458	Q05513
P62256	Q96DV4
P02686	Q96KB5
Q5T3J3	Q99547
O75496	Q14566
P13612	P26010
O95251	Q99728
P01106	P51970
Q07869	Q96AQ7
Q13535	Q99708
Q8NF67	Q969T4
P78413	Q13526
P08134	Q8N264
Q14626	Q9NYY1
P01106	Q29RF7
Q93063	Q9Y4L1
P16104	Q9BXW9
Q13315	Q8WX93
O95352	Q9H0Y0
P29590	Q13207
P08514	P12931
P63261	Q9H4G0
P62310	P62314
P27482	Q9H7J1
Q96DN0	Q9NRR5
P35222	Q9NPG1
P63104	Q96T60
P04637	P49841
P25101	P43250
P50151	Q14831
P84103	Q96SB4
P22888	Q8IZE3
P55072	Q9NP31
O96019	Q68CP9
O00308	P51168
P60953	Q9Y6R4
P08238	Q9GZX7
P35626	Q13606
P01137	Q14766
P11802	Q14188
O00267	O43148
P37275	Q15796
P04004	P26012
P19876	P49238
Q15562	Q9NQB0
P08575	P42768
Q13107	Q9Y4K3
Q9H1J7	Q9ULV1
P78318	Q9UJV3
P22612	Q9H0K1
P42345	Q15019
O14543	Q9Y4H2
Q16514	Q16531
O14920	Q9Y2U5
Q92974	Q96L34
P36897	Q00537
P29597	Q99650
O00329	Q99490
Q8IYB3	Q99459
P09601	Q16236
P35637	Q04206
P30457	Q07000
P19438	Q13501
P26951	P41182
P08238	Q14164
Q13243	Q86V81
Q9UNS2	Q9Y6K9
P31749	Q9UNE7
P62847	Q99558
P06756	P21333
Q13705	Q8NER5
P02795	Q13585
P08047	P49585
Q14765	Q8WXH5
P32519	P34810
P21554	P50150
O00463	Q8WYR1
Q96EQ8	Q9BYX4
O76071	Q8TEX9
P35626	Q8NGQ5
P36578	P46776
O14827	Q9NZT1
O14986	O43791
O14732	Q92956
P35222	Q8IUQ4
P31943	Q9UKM9
Q16822	Q9UGJ0
O95197	P51116
P05496	P56385
P24723	Q8IWT0
P43657	Q9HAV0
P29728	Q00978
P06753	P84022
P13569	P31483
P42677	P62280
P22681	Q9Y5K6
P22492	Q13185
P61513	P62987
P34947	P51684
Q13573	Q9BZE4
Q03135	Q15628
P38484	P41159
O60353	P56703
O95786	P46734
P04843	Q8TCJ2
P49815	P62158
P08238	Q99459
O43240	Q5UIP0
P15382	P22694
P54253	Q9BQY4
P13569	Q16236
P05362	P16885
P18146	Q06609
Q8WUX9	Q96CF2
Q14103	Q92620
Q9H160	Q9HAU4
O43741	P54619
P32121	Q6IEY1
Q13217	Q9P2K8
P04637	P62258
O14576	Q9GZM8
Q13232	Q9Y5J5
P28702	Q9NVC6
O75928	P84022
O75019	P31995
P19793	Q92831
Q8IY92	Q96IX5
Q03001	Q13952
P84103	Q5RKV6
P00533	Q99700
P06401	Q96LA8
P67870	Q9BZE4
P02775	P61073
Q15796	Q9UJU2
Q92730	Q9P227
P55157	Q7Z494
P63146	Q6ZT12
P15822	Q13568
P25205	Q99741
P14770	P46108
O15444	P51684
P22736	Q9NQX6
Q8N392	Q99547
P20333	Q9UER7
P08246	P49715
P30876	P36954
O43567	P61088
Q13535	Q9BQG0
P14923	P18146
O43150	P27986
P37287	Q92535
P43146	Q6ZN44
P05106	Q13418
P63000	Q96F07
P29275	P38405
Q96A32	Q9H1R3
P62316	Q8WXD5
P08708	Q99558
P11802	P30279
P24043	P26012
P0CG48	Q9UDY8
Q13573	Q92888
P05783	Q8NFJ9
O15169	Q13522
O14836	P49069
O00459	P54710
P13569	P13987
P02765	P02768
P26441	P42701
P05787	Q86SQ4
O60934	P83916
P06681	P48740
P14373	Q8TES7
Q13393	Q8WYR1
P34932	Q9Y6K9
P63215	Q9NQ66
O14490	P16333
O75909	Q07002
P28482	Q86UR1
P01857	P02538
Q13368	Q502X0
Q96KS0	Q99814
P11474	Q92830
Q13838	Q86V81
P35968	Q01970
P31946	Q13164
P50613	Q13889
O75821	P62330
O15524	Q969J5
P00533	P36507
P46531	Q15797
Q13435	Q6P2Q9
P35268	P62987
O00141	Q52LJ0
P19525	Q15759
Q13573	Q9NYF8
P05106	Q06124
Q15628	Q96CV9
P17096	P17676
P17544	Q9NR55
P15923	P28482
P22612	P50993
406908	P51159
Q13472	Q9H9A7
P53803	Q9Y250
O60674	P43681
P01241	P40238
Q13952	Q68CP9
P48380	Q12933
O95166	P18505
O14641	P17252
Q08334	Q13651
Q8IU57	Q9UBD9
O15550	P61964
P15153	Q9UN19
P27361	P36956
O75475	P02511
P36957	Q14164
P46782	P62979
Q13651	Q9UHD0
O00267	P63272
P42345	Q9NQL2
P28749	Q9ULA0
Q14194	Q9Y333
P41227	Q9H8T0
P36873	Q9Y698
P60709	Q9Y281
Q8TBK6	Q9Y6D9
P62745	Q96BY6
Q9UKT4	Q9Y297
P06213	Q9NRF2
P41212	Q9HCE7
O75528	P06899
P35637	P52597
P49207	P62829
O75925	P12980
P67775	Q15172
O95402	Q15528
P67870	Q9UHY1
O43318	P08107
P17947	Q14246
Q13315	Q96MT8
Q04771	Q9UII6
P08138	P60953
O43597	Q9Y219
P23396	Q96HC4
O15479	P62280
Q9BSL1	Q9UKX2
Q08334	Q8IU54
P55157	Q9NRJ4
O43182	Q8IXI1
P28799	Q96AQ9
Q15750	Q9NZ63
P35221	Q15910
P25208	P33076
Q8IZ69	Q92569
Q9GZS1	Q9UH99
Q04759	Q9ULK5
P05106	Q16787
P28482	Q13541
P10074	P41220
Q9HAW0	Q9Y678
P17275	P20702
P06241	Q15036
P01562	P24394
P01112	P21802
P63000	Q7L576
O94805	P24522
P05129	P07948
O43566	P05107
P37231	P38936
O94913	Q16630
Q8NEB9	Q8TDY2
P63092	Q16658
O43541	P36897
P51617	Q13526
P62837	P98170
Q9NV58	Q9NYL2
O76071	P51784
Q13547	Q93077
P22301	Q13547
O95793	Q13509
Q9BYH8	Q9Y6K9
O94805	P53350
P61077	Q9BV68
Q13547	Q7L2E3
P49792	P63279
P51784	Q99496
P39687	P46821
Q13813	Q14164
P33981	Q16659
O43414	P04156
P78347	Q10586
P63261	Q16186
O43292	Q16478
P60228	P62258
P07948	P22681
P03372	Q8N1N5
Q4KWH8	Q9NRD5
P53779	Q13465
P25054	P33176
Q9BVM2	Q9Y230
P09651	Q14683
Q92769	Q9NRA0
O00459	P31749
P01116	P53778
P03956	Q96GW7
P06493	Q99728
P08887	P29350
O60739	P00492
P55884	Q7L2H7
Q13936	Q9UBI6
P24941	Q9UJX6
P09919	P26951
O94915	Q9NRI5
100008588	O60264
P05423	Q15759
Q07817	Q12983
P01583	P35228
Q9UIF9	Q9UPN9
P30837	Q14197
P02458	P17301
P28482	Q96BA8
P08572	P14780
O00238	Q16539
P12757	Q9UNY4
P02751	P18564
P16403	Q04206
P42766	P61254
P11473	P48552
P68133	Q9H0E9
P05067	P62993
O14836	Q9Y4K3
P20823	Q9Y2T1
P16333	P31273
P24941	P61081
P32927	Q92569
Q7L2E3	Q9BQG0
Q15306	Q9Y4K3
Q99759	Q9BVA1
P29350	P43629
Q9NVI1	Q9Y5V3
P51817	Q07699
P50591	Q13546
Q15759	Q16690
O15259	Q7Z494
P15408	Q15759
P30050	P61254
P49674	Q96B18
P09038	P17948
P05112	P14784
Q96KM6	Q9NQ87
O00231	Q9H7U1
P12883	P68032
P14780	P53420
P20674	Q8IXH7
P47712	Q92993
O75369	P46108
P60660	Q9BUA6
P46934	Q99717
O43157	Q9H3S1
O00459	P42681
P30153	Q9Y624
Q7L0Q8	Q9Y3M8
O00214	P01023
P25445	Q01844
Q04637	Q9Y4K3
P01106	Q01081
O95201	Q13137
Q5VVX9	Q9UBS8
P46527	P62877
P68431	Q92793
Q15648	Q9Y4A5
O15144	Q07890
P04049	Q13177
P18146	Q2TAL8
O60262	Q01970
P60484	Q8WZA2
P01303	P14416
P10275	Q9UNE7
P24468	Q9BZK7
P00973	P10914
O75925	P10276
P16220	Q8IZ02
P04843	Q92782
P30154	Q86US8
P23458	Q9HCK5
P20671	Q99877
Q15047	Q8WUB8
Q13698	Q969Q6
P10275	P63244
P07202	Q99665
P54274	Q9Y2X7
P36873	P36897
P14778	Q86XR7
P62633	Q00577
Q9Y376	Q9Y5L4
P29692	P40337
P05026	Q9UEF7
P01241	Q00796
O15015	Q12933
P05305	Q16665
P11586	Q16254
P09874	P11387
P60880	Q9HC10
O75928	Q9Y2L1
P22003	Q13253
P12107	P26010
O14807	P21359
P42680	Q9ULZ2
O15379	P62807
P14416	P59768
P26717	P30466
