#node1	node2
P11171	P26640
P06400	P30279
O95786	Q96EQ8
O43865	Q8IY92
O95500	P78369
P49321	Q71DI3
P05014	P31785
Q14653	Q99836
A0JLT2	Q14978
P35749	Q9P2M7
Q9BZS1	Q9UKT9
P57081	Q9UBP6
Q13535	Q9NQ88
Q06787	Q5JVS0
Q9BQ95	Q9Y375
P53667	Q9NQU5
P61978	Q12986
Q96ED9	Q9H8T0
P04080	P13569
P02008	P25208
P21802	Q96PU5
P19387	Q9NVR2
P40337	Q16658
O15372	Q13573
P22612	P54709
Q07889	Q8NHR9
Q6IAA8	Q9GZT6
Q7Z2G1	Q9BY41
Q8IUE6	Q99880
O43921	Q9UF33
O15198	Q9BTW9
O14775	P42338
O14757	Q13616
Q99816	Q9UPQ4
P38405	Q9H2C5
P02775	Q8WVM8
Q15834	Q9HB75
P11362	P28482
Q13976	Q86W47
P23769	P28482
Q01167	Q12873
P36402	Q09472
P84022	Q99814
P25054	Q9H9E3
Q07812	Q99814
Q5VT06	Q7Z2E3
P05023	P23528
Q14011	Q5JVS0
P03372	Q05516
P38936	Q93063
O14818	P25786
P32242	Q15475
P61966	Q9Y6Q5
P19338	P61586
P49368	Q9NX70
P17181	P41159
Q8IY92	Q8WXX5
O75385	Q16254
Q9UK45	Q9Y333
P18564	Q03135
P67775	Q01668
P46459	Q9UKR5
P20823	Q16270
O43561	P16885
P05387	P62888
O43521	Q9NP97
O60925	P13378
Q14197	Q5T160
P56134	Q9H1Y0
Q13158	Q15628
P24278	P45984
P43364	Q9GZM8
P30466	P43626
P33993	Q9UBU7
O95453	Q99547
O95813	Q9UBV4
P39019	P62273
Q92900	Q96CS7
P10412	P45973
P62841	P63220
P04792	P62333
P08253	Q08050
P98175	Q9HCK5
P52565	Q15669
O95714	P78527
P28562	Q16539
P63000	Q13233
P14784	Q16619
P11021	Q9Y6X8
Q9UKX5	Q9Y4G6
P52735	Q92598
Q14596	Q9H0R8
O95402	P0CAP2
Q96GQ7	Q9NX58
P62280	P62851
P18084	Q13797
P10147	P51679
Q5T4F7	Q9H1J7
O14920	P27448
P22612	Q9Y698
P28482	Q9BY84
Q5THR3	Q96ST3
Q13114	Q8TDR0
P98170	Q9Y239
Q13263	Q9UQ90
P30101	Q13751
O00220	Q13618
O60684	Q9HAN9
A0JLT2	Q96HR3
P35626	Q8NHA4
P07333	Q6S5L8
P31943	Q13573
P05787	P53680
P04406	P21281
P33981	Q9UHY7
P36578	P61254
P31947	Q14258
Q7Z3B3	Q9Y2I6
P17844	P51531
P06241	Q13432
P42338	Q9NSB8
P62873	Q08462
P25942	Q9NYU2
P01889	P43632
P51955	Q9BQ70
P12109	P18827
P01566	P42701
P16070	Q8IZC6
P01889	P43307
Q12962	Q16594
P27986	Q9UBS5
P07900	Q99459
P05026	P27986
P08581	Q9HCT0
P35626	Q8NGP4
Q14469	Q70Z53
P45983	Q13873
P18206	P63104
P60953	Q15286
P30519	Q99613
P16144	P56945
P21333	P62736
P67870	Q8N205
P01567	Q99650
P16104	Q14191
O75533	Q96DI7
Q13509	Q6PEY2
O43908	P30450
P02647	P54829
P30443	P43632
Q6PEY2	Q9UGJ1
Q08945	Q93079
P42858	P43357
O14717	Q15047
P61244	P84022
A5YKK6	Q13573
P82663	Q14197
Q99594	Q9GZV5
P40225	P78552
P62136	Q96GM8
P84077	Q9Y2W2
P43320	P53673
P49286	Q9UBI6
O15162	Q96RN5
Q16401	Q99460
Q13573	Q8N1G4
P21802	Q9Y4K3
O95467	P29274
Q15654	Q8NEC5
Q9BTC8	Q9UBB5
Q13547	Q5THR3
P62993	Q13796
P25789	P28066
P46108	Q9HCU4
P45983	Q562R1
P78364	Q06587
O15294	P63165
P04183	Q15784
P14316	P61769
P05106	P17252
Q00653	Q9UKB1
P24043	P55268
Q13315	Q6SA08
P05113	Q13651
Q8TBB1	Q9UI14
P05000	Q99650
P63104	Q7L8J4
P02778	P51685
Q01094	Q16654
O15131	P62306
O95837	P41594
P18074	Q13888
Q9BW83	Q9Y547
Q13315	Q5W0B1
O60613	P12956
P35225	P48551
P11309	P51813
P36873	P50750
407040	P46531
P83731	Q8TDR0
O60671	P06746
P57740	Q13315
P82932	Q14197
P16403	Q96EB6
P06400	P17542
Q9UBB4	Q9Y5V3
P04350	Q6PEY2
O60869	Q16659
P02778	P13611
P01111	Q9NZL6
P11142	Q9Y6K9
P10451	Q9NRR5
P04004	Q9UKX5
P12931	P27540
Q5VU43	Q9NPF4
P61962	Q9Y463
P12931	Q14118
O15198	Q4LDE5
P55795	P84103
P60709	Q13233
Q06323	Q12873
O15379	Q9UIS9
P56880	Q07157
O00217	O43676
P41597	Q15835
O15530	P23470
O60645	Q96A65
P40337	P61513
O14610	O43306
P62993	Q70EK8
Q8N806	Q96DH6
P51685	P78556
O95782	P53675
P08670	Q13263
Q99873	Q9Y6Q9
O15264	Q00005
Q93045	Q96PX6
Q07817	Q96LC9
P08754	P32248
O14775	Q92806
O60934	P49959
O43242	Q9P2S5
O00141	P26196
Q13362	Q13936
P61927	P62424
P01241	P38484
P41743	Q8TAA9
O95405	Q9ULU4
P53355	Q13164
Q96BT3	Q96CD2
P26368	Q08170
P45984	P63104
P41743	Q13163
P18146	Q9NYI0
P62081	P62280
O60684	Q96CN9
P31751	Q53GL0
P11229	P50148
Q6ZVK8	Q9H446
O75569	Q15633
P04839	P53778
P67775	Q9Y570
P36897	Q9GZS3
Q08945	Q86Y13
P05000	P15260
P08311	P55085
O43663	Q02224
P04629	P08138
P40189	Q8WYR1
P42858	Q8N2W9
Q13625	Q9H3D4
O14965	Q9UBN7
P04234	P42336
P51571	Q9Y478
P21333	Q9UQM7
Q9GZQ8	Q9H7U1
P08134	Q9BRR9
O95347	Q13573
P46939	Q05209
P60033	Q8TDM6
Q15366	Q7Z434
P00747	P63261
P15531	P27695
Q96DV4	Q9UKR5
O14744	P08621
P04406	Q9Y6H6
O00231	Q9UKY1
Q13535	Q86U70
P20783	Q16288
Q9BTT4	Q9NWA0
P26006	P46108
Q92844	Q9Y4K3
Q13315	Q92636
Q16543	Q9GZS1
P08575	P35590
P41182	Q9NYH9
P18084	Q14315
Q6R327	Q9Y394
Q15428	Q99459
P22455	Q15147
P49716	Q9NR55
P04629	Q92529
P63208	Q15796
P13569	Q92905
P01857	P04264
O95319	Q15365
P09874	P10144
P29317	Q00722
P52756	Q08170
Q04637	Q9HAU5
Q14194	Q9NXU5
Q99459	Q9BZD4
P14373	Q9Y2X8
P10828	Q96HR3
Q8WWR8	Q93062
Q9NPB6	Q9NUG6
P08754	P48544
Q15714	Q5XKP0
O60711	P49639
Q07955	Q14103
P20671	P56524
O15169	Q12972
Q00325	Q6WCQ1
P51114	Q5T3J3
P22626	P26599
P25021	P63092
P00403	Q07890
P00488	Q92890
O15131	Q9Y232
Q53TQ3	Q9ULG1
Q05513	Q86YW0
O00429	P63098
P20340	Q13315
P08754	P48051
Q5T3J3	Q99728
P61313	P62899
P61981	Q13153
Q10586	Q96GM5
P68133	Q01995
Q07889	Q16695
O14775	P53778
P36873	Q13554
P10242	Q01094
P05387	P46778
P68032	Q07889
Q9HAW0	Q9Y679
P0C5Z0	Q7Z2G1
P29323	P49790
P09651	Q15287
P52298	Q15428
Q13315	Q9ULD9
O14929	Q71DI3
Q9NQC3	Q9NZ81
P15502	P98095
O43674	O95139
O75365	Q9UNL2
P14174	P29372
P84022	Q12772
P42680	Q9ULZ2
P08670	Q9UKY1
O60896	Q8WUM4
O60341	Q9NY46
O00329	P05023
P61254	P62913
Q15942	Q9H422
Q12923	Q9BUL8
O43772	Q96RY5
P28749	P46527
Q06787	Q96S59
Q01094	Q01831
P46821	P53355
P84022	Q13526
P49841	Q9NP79
P08123	P56199
Q9GZT8	Q9NTM9
P46937	P67775
Q5JWF2	Q9UK08
P00505	P30480
P32881	P40189
P01019	Q01844
P12931	P63244
P30281	P46527
Q13535	Q9NS91
P08579	P09661
O95863	P61201
O14543	P40238
O95999	P48729
P01569	P15509
O75815	P25788
P09619	Q6S5L8
Q13315	Q9UIU6
O15553	P17676
P08172	Q8WYR1
O95182	P51970
P01579	Q99062
Q9HD36	Q9UMX3
Q12792	Q13573
P49642	P62195
P06241	P16885
Q9H0R5	Q9NQC3
P28562	Q04206
P24928	Q6PD62
Q14738	Q7Z3S7
P35900	Q9BUW7
P16333	Q96AC6
Q99877	Q9UBL3
P01111	Q8N9B8
P31947	Q8NEM2
Q96J02	Q99962
Q969T4	Q9HCM9
Q15750	Q15759
P63172	Q9BQS6
P68104	Q09472
P01889	P37802
P25786	P25789
P09919	P48357
P62745	Q8N1I0
P16581	P19838
Q15366	Q9BPZ7
P06241	Q15427
P08238	Q16659
O60927	P62140
O60674	P01242
P25208	Q14919
P12980	Q9NYP7
Q8N5R6	Q96KQ7
P42566	Q15303
Q99623	Q9UL18
Q86V88	Q9BSW7
O95049	P48023
Q00839	Q15365
Q99623	Q9UHI6
O14775	Q13972
P68400	Q9H257
P30153	P42224
P01100	P01112
P62873	Q15759
Q96A08	Q9P0U4
Q06124	Q96LC7
O15198	Q6PD62
P29374	Q13547
P63104	Q00610
Q14839	Q9BTC8
Q13794	Q92985
O15235	Q13432
Q93062	Q96PU8
P62136	Q08289
P42771	P53779
O43353	Q494V2
P11274	Q13588
Q15554	Q96AP0
P30154	Q9Y698
O94864	Q9HBM6
Q92769	Q969S8
P98171	Q7L0Q8
P18564	Q13751
Q15370	Q15714
P27361	P62993
P29460	Q99650
P42766	P46778
P25786	P42898
Q9NQT4	Q9Y5X9
Q92879	Q96AE4
P49841	Q01844
P01137	P08253
P23396	P62277
P16871	P68366
Q00978	Q92985
Q8IU54	Q9UHF4
Q6UVK1	Q9Y613
O43707	P53708
Q12933	Q6FIF0
P45974	Q92995
P18146	Q04727
P07333	Q9ULV8
P58546	Q9UET6
A0JLT2	Q93074
P18146	P37173
P01236	Q13651
P07355	P35232
P10275	P19838
O43809	Q9BPX1
Q12789	Q13535
O43294	P37173
P56537	P60660
P48551	Q9NWQ8
P00519	Q03468
P56645	P63165
P21860	Q9UQ80
P63000	Q99836
P22612	P54840
Q13573	Q9UHB9
Q06413	Q13469
O14763	O75626
P49207	P62829
P11387	Q08211
P06401	Q9Y618
P02686	P09237
Q13509	Q68CR1
Q13620	Q9BQ67
P17252	Q86YW0
P46100	Q9H7U1
O00442	Q02543
A8MTJ3	Q7RTX1
P32121	Q96RD0
P04792	Q15008
P11021	Q9BPU6
Q9HC73	Q9NPF7
P24468	P41235
P18146	Q9Y6K1
P15248	P16871
P25705	Q9UHD2
P25105	P50148
P13645	Q8TDR0
P60953	Q9Y3M8
P22681	P62837
O00339	P35556
P14136	Q96HA1
P53779	Q12778
407029	Q14457
O14490	P63167
P40763	Q13547
Q15834	Q9NYK6
P14317	Q2M2I8
P62241	P62701
O95747	Q13573
O95777	Q15029
P03891	Q9NX14
P62834	Q13094
O75578	P02462
Q02763	Q9NP95
P08238	Q13541
P31751	Q15653
P31689	Q13233
Q13137	Q8TCX5
Q15014	Q9H0E9
P05107	P35241
O95433	Q8TEW0
P48059	Q9UHF1
P17174	Q9UKE5
P12532	P56537
P62241	P62266
P19438	P43405
O15111	P60484
Q92997	Q96KM6
Q13573	Q9BVQ7
P46778	Q9P1W9
O15169	Q13526
P19419	P45983
P06753	Q05209
P63173	Q07020
O00214	P06756
P27708	Q04206
P52198	P85298
O60603	P22314
O60925	Q06323
Q8N2Z9	Q9NPD8
407040	P10242
P10275	P35869
Q13200	Q5UIP0
P11021	Q9Y6K9
P68431	Q9UM07
P55795	P63244
P45378	Q99816
Q13885	Q9NRI5
Q92569	Q9NSB8
P43489	Q9BUZ4
P16220	Q16543
P17947	Q6SJ96
P63165	Q9NX05
P01116	P17252
O75751	P48023
O00626	P32248
P02768	Q9Y6Y1
O15287	Q9BTP7
O75438	P03923
O75940	Q76L83
P55197	Q13315
P14784	P29460
406906	Q16819
Q9H1R2	Q9H2G2
Q7Z353	Q9GZS1
P05556	P26006
P15311	Q9Y6Q1
Q14194	Q6P1K2
P51531	Q8NFD5
P08173	P62873
O60353	Q9H1J5
O95989	P33992
Q14164	Q14653
P51668	Q96A37
O14978	Q9UMX1
P12694	P35609
P20333	Q9HAV4
Q99459	Q99996
O15457	P40692
P08729	Q9UKW4
O75376	Q96EB6
P12931	P32121
Q08116	Q12852
P09471	P21917
Q9Y228	Q9Y3A3
P42766	Q9NX58
P61254	P61313
P45983	Q12778
P43686	P51665
Q08462	Q13557
P68363	Q13509
P08238	Q04206
Q13315	Q8IXK0
P01562	Q99665
P09936	P56537
P17568	P51970
Q96T88	Q9UJX2
P42336	Q99490
P11940	Q9NZC7
P63167	P68104
P35221	Q9UHB6
P06241	Q9BZJ6
O60493	O75558
P41208	Q01831
P08069	P42566
Q9BWT7	Q9Y6K9
Q15022	Q15910
Q03518	Q9UER7
O60583	P24928
Q9UBN1	Q9Y5P8
P62136	Q93100
P16871	P26441
O75937	Q92620
Q12933	Q15560
O43809	Q99459
P12644	Q9H2X0
P84022	Q96D21
O75970	P56746
Q05519	Q13151
O15371	O15372
P02751	P15502
Q14240	Q1KMD3
P09651	Q16629
Q13153	Q92730
O43318	P53041
P27986	P61224
Q13573	Q9BQL6
P04839	P14316
P01111	Q8WWW0
O60674	P01236
Q15388	Q9BXM7
P21802	P52803
P51812	P53355
P46778	Q92901
P61088	Q9NX47
P12931	P47712
P08670	P16144
P01571	P24394
O75604	Q15834
O75427	Q99750
P07550	P84996
Q8N6Y0	Q8TDP1
P27361	Q9UKL4
P00533	Q9UQF2
O15239	P03915
P27361	P51452
P26232	P63261
O15116	Q9Y4Z0
P51659	Q01201
P07949	Q9H4P4
O43313	Q13535
P17812	P56545
O95467	P16473
O75528	P68431
P12931	Q13023
Q9BZI7	Q9Y5S9
O60306	Q9BQA1
Q05209	Q9H0W7
P12931	P21333
O95071	Q969T4
Q13501	Q9HCE7
407035	Q9BZS1
P16220	Q15797
P01574	P17096
P12821	Q16665
O75569	Q9Y6M9
P01568	Q14653
P67870	Q9GZL7
P63261	Q9UKX5
Q8WUB8	Q9BVJ6
O60674	P42336
O60266	P17612
P51681	Q16363
P07333	P55075
P16104	Q92830
P49458	P62993
P35348	P54619
P38936	Q96L91
Q04941	Q14164
Q15287	Q96SB4
P05412	P20749
Q9GZX5	Q9Y3C5
P51817	Q13224
O75475	P07327
Q03013	Q13432
Q14192	Q5TD97
O43257	Q9Y265
P16989	Q7Z4H7
O76061	P28300
Q16514	Q92831
O00198	P10415
O15162	Q8WV24
P19793	Q15788
P04626	P15309
O14737	Q14164
O14949	Q96JG8
P60891	Q9NZD8
P16118	Q9Y478
P40313	Q9UK53
P25940	P31431
O43915	P22455
P38606	Q13315
Q6R327	Q9Y243
P49005	Q99816
P36954	Q9BTT4
Q7Z5L9	Q9NYY8
O00574	O95715
P07359	P16109
P31943	P35637
P32302	P78556
O95376	Q9P2H0
P62841	P62851
O15524	Q08881
P49642	Q9Y265
Q13177	Q99759
P42680	P48023
P48169	P60520
Q53ET0	Q5MIZ7
Q00722	Q9P2W3
Q14197	Q16795
P06241	Q8WYR1
P20073	P30626
O75167	P27986
O75569	Q9UKV8
P62807	Q9NX58
P01909	Q13432
P62877	Q9UK22
P10912	Q9UBD9
Q5SRE5	Q8NFH3
Q8N7H5	Q8WVC0
P08138	P52803
P06733	P62993
P41091	Q99459
P29350	Q14627
Q13535	Q8IX12
P04085	P35968
P49754	Q5VVX9
P08670	Q9Y6Y0
Q99759	Q9H4A3
P52756	Q07955
P55212	Q16659
P01857	Q9Y6K9
O14807	Q12967
P55268	Q496J9
P04350	Q13546
O00161	Q15833
P12814	P12931
P06730	Q03014
O60684	P34896
Q14457	Q5VTD9
Q9Y243	Q9Y5P8
Q9NRF8	Q9NZD8
O00212	P01112
P28562	P61024
Q9GZR1	Q9Y6K9
Q15369	Q8WXH5
P42766	P61254
P01303	P08908
P45983	P50151
Q14512	Q14526
Q9GZY0	Q9NPJ8
P02545	Q99469
P0C5Z0	Q08945
P02671	P05106
P01566	Q8IU57
O60245	Q13315
P01133	P62993
P49902	Q86TA1
P61077	Q86UD3
P32969	Q92901
O14763	Q14790
P00533	P62158
P01298	Q9GZT6
O60674	P07947
P60763	Q92997
Q96BY6	Q96L33
P67870	Q08752
P28482	Q12772
P62875	Q9Y250
P50453	P68104
O94819	P12980
O60684	P43155
P29350	P78314
P53680	Q13191
P48357	Q9UHD0
A8TX70	P26012
O00574	P78423
P21953	Q9UER7
O14827	O95433
Q15369	Q9Y575
P55212	P80303
P21675	P35240
Q16595	Q9NRD5
Q15111	Q16445
O14497	P51531
O75478	Q8IYI6
O14904	P51654
O14775	Q13698
P32519	Q04864
P04908	P62807
P35268	P62917
Q8WZA2	Q9NRX4
O15360	Q00597
P35354	Q92905
O60674	P26951
P00519	Q12979
P61353	Q92901
Q15572	Q53T94
P0C1H6	Q96DB2
Q15819	Q96EH3
P46781	P62851
P18206	P53007
P61254	P62899
P01568	P40189
P20823	P40763
O14920	Q92922
O00499	O95219
O15397	P54253
P49450	Q08050
P12814	Q15788
Q06323	Q92569
P63165	Q9Y4K3
P41182	Q9Y2K7
P67870	Q9BV68
A8TX70	P56199
Q8WUM4	Q96EY5
P36402	P56545
O75909	Q9UBR1
Q13625	Q9GZV5
Q2TAY7	Q9Y4Z0
Q13131	Q9Y376
P61201	Q9H160
P61960	Q9UK32
P17252	P62873
P12081	P24534
P40189	Q06124
P54253	Q8IX01
P04179	P23508
P16220	P32971
P02458	P17301
Q13480	Q92529
O15264	P00338
P17252	Q9P212
O60684	P61604
P00519	P15586
P26373	P27986
Q9BRC7	Q9HCM9
Q9GZT3	Q9UET6
P28482	Q9NRA0
O60346	P31751
P29084	Q08050
Q13526	Q8NF64
P14416	P63215
O95400	Q9NTZ6
P53779	Q96J02
O95072	P30153
Q8N474	Q9UP38
Q00653	Q9BQG0
P08572	P56199
P78352	Q9P021
P62750	P84098
P35222	Q9NSA3
O75676	Q99941
P38936	P51693
O15444	P51685
O60266	Q9P2W3
P09326	Q8TDN6
P63104	Q6PKG0
P26651	Q15834
P24385	P50613
P33993	P62805
O75159	P48357
O95886	P27986
P15248	Q9UHF4
P63211	Q14833
P50616	Q17RY0
O60353	P09544
P43897	P63104
P08670	P42574
Q9NPI1	Q9P2H0
P02458	P31431
P16220	P78368
P40424	P52945
O43586	Q02543
O75323	P60520
O00459	Q9Y4H2
Q13573	Q8TB72
O96017	Q15257
P48378	Q8HWS3
Q15788	Q9Y2H0
O95685	P46019
P01133	P04626
P24723	P62993
P32239	P50148
P31947	Q02241
P07333	P49767
Q14790	Q9UKL3
P26373	Q04206
P51686	P78556
P63000	Q13153
P48739	P61968
P06746	P18887
Q13085	Q9Y478
P02671	P02675
P15153	P31150
O15116	Q9HAU5
O00459	P22681
O14654	Q05655
Q9BQA5	Q9UBB5
P32246	Q9NRJ3
P33992	Q8WYB5
Q6UY14	Q9BQ66
P36894	Q13145
P17655	Q07812
Q02156	Q15842
P0CG47	Q9UM54
P22694	Q13972
O14893	Q15287
P05019	Q02763
O76080	Q9Y4K3
P17612	Q9NPA1
P10914	P42229
Q86Y13	Q9H832
P28482	P80217
P51149	Q6PEY2
O00571	Q9UHD2
P12004	Q9UIG0
P50281	P56945
P08575	P17947
Q13177	Q15019
P51817	Q8NER1
O75533	Q15393
P51572	Q9Y3D6
P54257	Q9H5J8
P29350	Q01344
O14686	Q9P0U4
Q92993	Q9P2H0
O75376	Q16576
Q04206	Q14690
Q9Y3T9	Q9Y5J5
P06241	P07900
P62324	Q13310
Q5JWF2	Q96RI0
P32969	P49366
P05771	Q16236
O95931	P84243
P42766	Q9HCK5
Q8NFH5	Q92621
Q07955	Q9BUJ2
P24864	P30281
P02792	P21246
P00533	Q07889
O43318	P62258
P19174	Q8WV28
P01106	Q86XI2
Q8NFM7	Q9NRM6
Q99880	Q9UBL3
P05997	P13612
P02768	P04259
O43312	P23468
P10600	Q9UBG0
P49760	Q13535
442917	Q9NRM7
P06493	Q9UM13
O14950	O60237
P45983	P46109
O76070	P15090
O95793	P62424
O75533	Q9NZC7
P52434	Q9P2G9
P54284	Q66LE6
O60828	P10275
P11055	Q9P2M7
O14543	P40763
P38484	Q8WXH5
P62263	P62280
P04629	Q99963
P46734	Q13177
P05014	Q04206
P54619	Q9UGI9
P06241	P16671
P49736	Q13315
O14672	P25024
P08107	P61981
Q15796	Q9Y2K2
O60733	Q02156
P22455	Q96J02
O75400	O75925
P31994	P62993
P15248	P26951
P61604	Q5T3J3
P30518	P84996
Q15287	Q9UQ35
O14576	Q3ZCM7
P62993	Q99697
P37231	Q09472
Q86TJ2	Q9HBM6
Q5JY77	Q6IB77
P11217	P15735
P00533	Q99558
Q13432	Q9HC52
O14964	Q9NRR5
P63104	Q9Y2J2
P15498	Q04759
O95865	Q6P1J9
O00329	O14939
P28749	Q9Y468
P53618	Q9UH99
P10914	Q13568
P10600	P53779
P56192	Q04206
P60228	Q13573
Q8N3Z6	Q8TAD8
P47756	Q14164
P42677	P62244
P01137	Q9HBG4
O00303	O14602
Q06609	Q14191
P60709	Q13797
P22301	P40238
P04156	Q9Y3Q8
406906	P04075
Q9HB96	Q9NPI8
P38432	Q58EX7
Q9GZT8	Q9H773
P26641	Q96RU7
442920	P00519
Q969Q6	Q9Y243
O43396	Q15008
P22612	Q9UNY4
P25963	Q15628
O60264	Q13547
P62280	Q9P2S5
693120	O95477
O43707	P18564
P20333	Q9GZR1
P22455	P62993
O60674	Q01113
Q9C086	Q9ULG1
P30050	P62891
P42336	P48736
P11362	Q9NRA1
P46531	Q9NZ42
O75581	P41221
P01566	P31785
P63279	Q86Z02
Q15428	Q8IX12
O14654	P45983
P25054	P33992
407009	Q9BZZ5
P46092	Q16627
O00459	P42229
O00487	P51665
P10914	P19447
P10646	P35030
P28222	P50151
P53350	Q9H8V3
P61981	Q9HCI7
P35626	Q8NGF9
Q96J94	Q9UPY3
Q15147	Q9BYG4
P13500	P25025
P35221	Q8N5A5
O00308	Q01844
P14866	Q8IX12
P18146	P55318
P10070	P78368
P05015	Q8IU57
P40692	Q9UQ84
P19174	Q92832
Q9BYG5	Q9UGM3
O00744	Q8N474
P33681	Q04206
P78334	Q15111
P62829	P62993
P39023	P62633
O00206	Q9Y3B3
Q13233	Q9UM73
O76071	Q13263
P35580	P61981
P46937	P63104
Q15027	Q9UBP9
O43683	Q13315
O75365	Q8NE01
P46782	P61247
P38936	P62879
Q16539	Q9Y463
P07942	Q5VTD9
P36941	Q13490
Q14934	Q15759
Q15013	Q96ID5
P14317	Q05193
Q5T3J3	Q9BWV1
Q9NQ25	Q9Y383
Q2TAZ0	Q96BY7
Q5VVX9	Q9NZS9
P17948	Q9Y4K3
P45983	P62736
P13612	P49747
Q07021	Q12929
P56746	P56880
Q13535	Q9UNF1
O95197	O95872
O75909	Q96IJ6
P10586	P98077
P51610	Q09028
P10276	Q9Y618
O60260	Q13616
O60318	Q15714
P08637	P12314
P54922	Q02539
O75970	P49716
P10912	P62993
P42768	Q99755
O00206	P35228
P01106	P04844
P67775	Q9Y624
P17081	Q9H0H5
P62906	Q15843
O60391	P17612
P61978	Q8IYB3
O15151	Q04917
P16104	Q96AY3
P09919	Q99665
Q15465	Q5VTY9
P43686	Q13573
P09619	Q92915
Q14194	Q9BTE0
P15248	P24394
Q3ZCM7	Q96NA2
O14543	P42224
O75159	Q9HC73
P33993	Q9Y478
P23528	Q15418
P06746	Q96FI4
P43405	Q13191
P22694	P28482
P15813	P61769
P46781	Q9NX58
P15692	P22455
O60262	Q96PN6
P21246	P42568
P56750	P57739
P01584	Q00653
Q8N5V2	Q9BPY3
P53779	Q9Y4H2
O00168	P05023
P53355	Q9P0L2
O75164	P10412
P51003	Q01130
P30154	Q15759
P68431	Q8N806
P61586	Q04206
P01241	P16871
P03372	Q00987
O15230	P18564
O14511	P21860
