#node1	node2
A6NIX2	P10276
Q9Y5W5	Q9Y6F9
Q8WV28	Q9GZY6
P60709	Q16637
Q13888	Q92759
P10966	P30450
406980	P54253
O43776	P54253
P78371	Q13573
P04049	P61224
P61769	Q30201
O43513	P51116
P61353	Q9Y3U8
O75251	P03901
Q96KK5	Q9UQL6
P40189	Q9ULV8
P30304	Q6R6M4
O95996	Q9Y2T1
Q92561	Q96DB2
P40145	P84996
O60674	P08700
P52292	Q15653
P40227	P63104
A6NK59	Q03164
O60508	P84103
P01574	Q9UHF4
P16220	Q86XF7
Q9BWH2	Q9NXU5
Q16787	Q96K37
A0JLT2	P02545
P05231	Q01113
P05231	P14784
P14866	P31943
O15519	Q07817
P42858	Q15642
P05496	P56385
O00329	Q9UQC2
P56589	Q7Z412
P84022	Q13219
O95347	Q9HC98
P78545	Q16658
P49959	Q14676
P37173	Q13347
P31751	P45985
Q13485	Q8TAI7
P31947	Q96B36
O15304	P42684
Q15714	Q9HB58
Q9BVA1	Q9Y6G9
Q03001	Q15691
Q96GF1	Q9Y2X8
P19793	P55345
P15260	P50591
Q6NZ67	Q9BSJ2
P00403	P63104
O75400	Q96GM5
O60568	Q7Z7J5
P12814	P60709
A1A4S6	Q7L0Q8
P01106	Q6PI48
P12757	Q8IZ52
Q86V81	Q8IX12
O75051	Q8WUJ3
P15018	P17181
P17948	Q9ULV8
P22301	Q01892
P15153	Q9P227
P11215	Q02447
P01106	Q8TDI0
P35232	Q13547
Q6UXL0	Q9UBD9
P35638	Q15759
P01135	Q969F2
O00512	Q6P1J9
O14757	Q9NW38
P03372	P28065
Q96QB1	Q9Y3M8
440264	Q04637
P62745	Q68EM7
O00212	O96013
Q13243	Q86U42
P61353	Q8WZA2
406881	Q92945
Q13573	Q9HAU5
O43524	P31946
407014	P45985
P63104	Q9UMS6
P14635	P62805
O00755	O95813
O95793	P60953
Q92673	Q9UJY5
P62263	Q96FJ2
O43318	Q7L7X3
P62136	Q5SWA1
P29590	Q86WT6
440264	Q8TCT6
O15083	O75145
P60228	Q99814
P31749	Q13315
406955	Q9NQC7
P35968	Q00987
Q7L1V2	Q9P253
Q9H190	Q9NP64
O14492	P04626
O95257	Q5T3J3
O14964	Q8N5R6
P37235	Q9NRX2
P01106	Q92993
O00148	Q9UKV8
O60684	P61604
51639	Q9Y478
P09960	P30504
P08670	Q9GZT8
O94985	Q99767
P23508	P33993
P00519	Q13087
P09234	Q15428
P29350	Q9UKJ1
P48551	Q13651
P05067	P50148
P41279	Q9Y6K9
P16104	Q9Y678
Q14157	Q6ZVL6
O15264	Q00610
Q14197	Q9BYD6
P35222	Q09472
P49427	Q03060
P06400	P35869
P20042	Q9UI10
Q16206	Q8TC92
Q8WUA4	Q9UKN8
O75365	Q13733
Q13797	Q9HBI0
P67775	Q13188
Q15029	Q96DI7
O43491	P61981
P07550	P32121
P08107	Q00005
Q96MT3	Q9HAU4
P22455	P42338
Q04206	Q9UNN5
P42229	Q99490
P61160	P62993
P11142	P25963
P22392	P35398
O15379	Q92786
P01116	Q13554
P42704	Q9Y2Q3
O43432	Q9BUB5
P10275	P10606
Q01130	Q15428
Q15906	Q9Y230
P51610	Q13105
O60333	P68104
P22694	Q9BXT2
O43502	O43543
P36575	Q96IT1
P02545	Q15139
P14625	P68400
O14920	P09874
P14317	Q92918
P62987	Q9Y4K3
P28749	Q15796
P50453	P51681
O43741	P54646
Q9H422	Q9NYA4
Q05397	Q13349
Q13191	Q9H8Y8
P35244	P46063
P06400	P51948
Q96RR4	Q9UGI9
P48736	P61224
Q96SZ6	Q9NQT4
Q9H832	Q9ULK6
O60341	P07288
O60674	P15509
P35626	Q8NGI9
P01100	Q13485
P31947	P45983
O43791	P35638
Q6ZNA4	Q99816
P62277	P62979
Q8TB61	Q9ULC4
P06241	Q9Y6W5
Q93097	Q9Y5W5
P49841	P54252
P19174	Q13111
P06731	Q01844
P42338	Q9UBI6
P62888	Q00653
P46976	Q96HA1
P16220	Q8N126
P29622	Q12851
P17036	Q14192
Q13885	Q9NPQ8
P54259	Q9HAU0
O14641	Q9H461
P62993	P63261
O60739	P54819
O75367	Q7Z2G1
Q13352	Q9BWH2
P10145	Q04864
P08069	Q07889
O60244	Q92731
Q04864	Q9Y275
P26599	Q07955
O14727	Q07812
P16885	P42680
P45983	Q16539
P35268	P62750
P19838	Q07817
O60674	Q99570
O00505	P38432
Q8NBJ4	Q9NR50
Q5JY77	Q9H7E9
Q9UNF1	Q9Y5J5
Q13485	Q99717
P05023	P20333
P35626	Q8NGT0
Q15669	Q969H4
P23246	Q99459
P05129	P15311
P07948	P40189
Q99459	Q9UPU5
P01589	P05000
P01243	Q01469
P62324	Q9UFF9
Q96LZ3	Q9UJX3
P35712	P56693
P35580	Q02045
O60729	Q9UM73
P01116	Q16204
Q9Y2B9	Q9Y664
Q93062	Q96K80
P49792	Q4LE39
P04839	P10914
P04637	P06703
P01562	P17181
P05109	Q00005
P20248	Q09472
P18124	Q9UNX3
P39880	Q9BQ52
Q15052	Q9HBI1
P60568	Q13261
O14965	Q9Y6K9
P20701	Q05397
O95837	Q9NQ66
Q8IWL2	Q9Y6Y9
P21333	P35462
2310	P38936
Q14697	Q9Y4K3
P04637	P61981
P01116	P28482
O15371	P23508
P30154	Q9UBS0
P07910	Q9UKA9
P07437	Q13838
P35221	P68032
Q567U6	Q8TDR0
Q15811	Q9BYC9
P52565	Q9NZI8
Q05513	Q96IF1
O15287	Q9HB96
O15198	Q4LDE5
407025	P25490
P62316	Q2TAY7
P26641	Q9BYV6
P51693	Q99547
P01111	P14324
Q14643	Q86YM7
P08754	P48051
P33176	Q9BQS8
P56645	Q12968
P04350	Q13233
P00533	P16333
O95644	Q02078
Q13526	Q9Y4K3
O95067	Q16254
P42338	P63000
O75955	P61073
Q08170	Q8NAV1
P08865	P25398
P0CG48	Q8TAT6
P26373	P62945
P17612	Q92806
P01568	P38484
Q8WUI4	Q99880
P16333	Q15027
P11142	P45984
P27448	Q96AD5
P51991	Q92620
O43524	Q16828
P60604	Q8IYW5
Q01668	Q9UK08
P78396	Q9P253
P38405	Q8NGN2
P08670	P55854
Q13370	Q13555
P62993	Q6FI13
Q53QZ3	Q96L33
P09471	P30559
P22612	Q08828
P46459	Q86Y82
O95837	P21731
O43390	P46108
P04745	Q96BK5
O95870	P03901
P51965	Q86Y01
P38159	Q15428
P00742	P13726
P05787	Q16695
P62136	Q13976
P07942	Q5T6C5
O00264	Q9Y3D7
P12931	P31995
O95619	P16104
P30281	Q96EV8
P27361	Q96SM3
O43908	P30466
P42261	Q9UQM7
O00418	Q9UGJ0
P26641	Q9HCK5
P46527	P78396
O60763	Q06547
P49368	P63104
P61586	Q15109
P53618	Q99459
O00329	Q9UM73
P61604	Q5UIP0
O00459	Q9HBH0
O60783	Q14197
P49841	P99999
P27930	Q99759
Q15388	Q9NQG6
P04156	P62993
P08138	Q9Y264
Q14919	Q6ZSZ5
P61586	Q02156
Q8N122	Q9UGI9
P16671	Q9UGJ0
P15692	P22455
P02766	P60709
O95467	P30518
P31273	Q15788
P32121	Q5TZ20
P19838	Q96AZ6
P06753	Q9Y572
O14744	P54105
Q8N5R6	Q8N6Y0
P05997	P23229
O14920	Q04759
P29350	P35968
406991	O43597
O15335	Q05397
O00459	P63211
P49810	Q9NZ42
P24928	Q03468
Q15019	Q92599
Q96B02	Q9NZS9
P49238	Q15835
P42226	Q7KZF4
P42336	Q05655
P01889	Q9Y265
Q96JM3	Q9UI95
P18084	Q8IZC6
O14576	Q71U36
P17612	P63027
P23527	Q8IUE6
O43493	P11717
O60674	P48357
P01891	Q9NYU1
P78383	Q92609
P35268	P61313
O95897	Q9HCK4
Q9P0L0	Q9Y2K6
P06858	Q07869
P05141	Q9Y6K9
P56750	Q8N7P3
P62714	Q13522
P50914	Q9Y3U8
O00141	P29966
O15198	Q96FW1
O60603	P17066
O43237	Q13748
P09917	Q86W26
Q00688	Q13547
P06756	P56945
P20339	P51148
Q15287	Q9Y3F4
P38405	Q96RC9
Q14152	Q9Y262
P63104	Q01105
Q8NHG7	Q8TAT6
P20226	Q00613
P05783	Q2TAY7
Q96MT8	Q96RR4
P25054	Q15172
P53778	Q13202
Q14653	Q92887
P26718	Q9BZM4
P78527	Q15628
O00459	P15391
P40198	P43405
Q14240	Q9H074
P18084	P30101
P06241	Q9Y4K4
O00329	P61224
O60602	P27986
P62993	Q9BZF9
Q06455	Q96L14
P22694	P61224
O75533	Q9Y3B4
O75173	P01009
P53420	Q13797
Q9P2M7	Q9UKX3
P54840	P62140
O43929	P49736
Q96SN7	Q9P246
O75530	Q96B02
O75626	P26010
O75340	P62993
P01876	Q8ND90
P21246	P63244
P54253	Q86UW1
P19438	Q6GQQ9
O60840	P50150
P19784	Q07021
P09471	P45984
Q9NYF0	Q9ULK5
P11142	P14625
Q15021	Q9BPX3
A8MTJ3	P18545
P27361	Q3MJ16
P62195	Q9GZN1
Q6NUQ1	Q92878
Q15005	Q92956
P09382	P16871
P46108	Q9UPX8
O75116	P10916
P12644	Q13873
P57737	P62877
P01241	P09960
P39687	P46821
406907	Q00534
P35462	P62879
A6NET4	P32121
O43395	Q15843
O15264	P22612
Q9NSB8	Q9NSC5
P17693	Q99706
O00168	P22694
P20338	P51149
P18615	P61981
P16035	P61289
P48169	Q9H0R8
P21333	Q9Y6K5
O43405	P02462
P11142	Q12933
O43320	Q02763
P04637	P28360
P28749	Q16659
Q96AE7	Q9HCE7
Q8IX12	Q9BTT4
O60762	P01106
O43318	Q9UGJ0
P04075	P08238
P67775	Q9BXT2
P62987	Q93009
P40429	P53355
P62487	Q9GZS3
O95229	Q8NBT2
Q00839	Q9UL18
Q96DU9	Q96EP5
P01241	P50395
P10275	P27986
O95400	Q8IWZ8
O14640	Q7Z3G6
P11137	Q13402
P01375	Q13546
Q07890	Q14185
A6NIT4	P42701
P38405	Q8NH40
P35222	Q13547
P36896	Q15796
P26717	P30511
P13725	P26951
P20333	P49411
P00736	P02746
406991	P30304
Q8IZJ0	Q8N6P7
Q9H8W4	Q9UL45
Q92561	Q96AD5
P19367	P36956
O15117	Q92608
P11171	Q99436
P08238	Q9Y6K9
Q99759	Q9UNE7
P03372	Q9Y6X2
P25440	P62805
P17181	Q86WN2
P09234	Q8N302
P46108	Q9Y3L3
O94762	P39880
P01008	P12544
P52333	Q9NSE2
P10275	Q9Y6X2
P35244	Q2NKX8
P63211	Q14832
P31751	Q13418
Q12778	Q9Y618
O94955	P51151
P28749	Q14457
P10809	Q13315
O60563	Q4G0J3
Q9BT78	Q9UBW8
P07437	Q9UKG9
O60477	Q99759
P07333	P52798
Q5VTD9	Q96EY1
O43524	O60238
P61981	Q6UUV7
P08134	Q8NF50
P04792	Q13418
406881	P01106
P10644	Q16659
Q15834	Q9C0A6
O14544	O60674
P42338	Q13077
P04049	Q13315
P52435	Q15560
P29350	Q8IU57
Q15022	Q15910
O43318	Q9BXL7
O95997	Q9UJX4
Q15025	Q96M61
P05388	P30050
P63211	Q14833
Q9BY67	Q9Y2J2
P04080	P18146
P67870	Q8N205
Q00722	Q9ULW2
P35626	Q8NGX6
P23508	Q8IYT4
P24385	P51946
P17081	Q9NQU5
Q13535	Q9Y6K9
P56537	Q9UL03
O60739	P27797
O95835	Q13315
P22301	Q01344
P42680	Q9Y6Q6
P27348	P46527
O43556	O95376
O75376	Q92769
O43615	P10398
O15379	Q9BTM1
P48436	Q96T58
406947	Q13158
A8TX70	P23229
O14827	P01111
Q08211	Q14683
O43379	P45983
Q16787	Q496J9
P00519	Q9UJV9
P17612	Q8TCW9
P30153	P51959
O00716	P06400
P68366	Q8NCM8
P22626	Q01130
P35626	Q8NGT7
Q70SY1	Q92793
406970	P20823
P30084	Q9HAU4
O43683	Q15418
P16333	Q13191
Q9BQS8	Q9GZQ8
P35580	Q13233
Q15907	Q9BXF6
P11362	P12830
P35626	Q8NGL9
Q96Q15	Q9Y5S9
P40337	P58546
P62942	Q9HCE7
O60268	P01106
P04049	P27986
Q53GL0	Q9HCE7
O15397	Q8N6H7
P42680	Q15262
P35268	P84098
P27658	Q9NRR5
407053	Q9HCU4
O95257	P13667
Q9H2U1	Q9UL18
O60610	P35080
P09619	Q99933
P22392	Q13283
P13569	P56470
P48645	Q13424
P28749	Q06190
O95782	P52735
P0CG48	Q07820
P33992	P42771
P02751	P11912
Q13616	Q9NQR1
Q92585	Q92793
P46527	P62877
Q8TCW9	Q96EZ8
P09651	P39748
Q13326	Q16586
P07288	Q16777
P31749	Q13522
P04745	Q9P2K9
P63010	Q15811
P63211	Q9Y272
P60673	Q7Z5R6
Q6R327	Q9BPZ7
P22003	P36894
O95819	P26373
O95201	Q15834
P08631	P42768
P04844	Q9Y5J5
P26232	Q9UDY2
O15239	O43677
P51817	P61586
P61586	Q9Y3M8
P50213	P51553
O75496	Q14209
O00232	Q99459
Q07889	Q5VWQ8
Q13547	Q8N108
P04899	P48549
P31749	Q8NEB9
P30154	P52630
P13805	P51668
P62750	Q9NY93
P63104	Q07866
P62244	P62266
Q8WVM7	Q9UJ98
O43707	Q9Y2D8
Q13547	Q9Y4K3
P23246	Q15233
O43390	Q15287
O95180	Q12879
P09429	P50570
P28482	P36894
Q13007	Q5VWK5
P0C0S5	Q9NXR8
P26358	P48552
O95197	Q9Y5P4
O14905	Q92765
P07737	P68133
Q09472	Q71DI3
P22612	P50150
P35813	P50750
P51812	P67870
P62979	Q9BXM7
O95793	P05388
Q8NBJ4	Q9NP59
P14314	P78545
Q14247	Q9H8Y5
P46734	Q13546
P05231	P32927
O15264	O75015
P18074	P28715
Q14498	Q96GM8
O43318	P60709
P35998	P48556
P17948	P61328
Q8IU54	Q92985
P13805	Q9HAU4
P05386	P30050
Q96Q27	Q9UBF6
P23219	Q13164
O75626	P17676
P05231	Q08334
Q14240	Q92698
Q6FI13	Q9BY41
406890	P01112
Q99547	Q9Y5X1
Q04206	Q96CX2
P00519	Q96IW2
O15264	Q06413
P35626	Q8NGX8
Q13315	Q9ULL1
P00519	Q07890
407037	P02786
406987	Q06945
Q7Z3C6	Q8NEB9
P36873	Q99941
O00574	P78423
P18146	P33993
P04626	Q9BRG2
O00327	Q8IUM7
P62910	Q02543
O75937	P67809
Q13535	Q8N7H5
P54762	P62993
O14556	Q00987
P16871	P54920
Q6UB35	Q9HC98
P0CG47	Q07820
Q96QG7	Q9Y6C2
P31751	P48736
O14610	Q15759
P84022	Q9UM63
P05015	Q99062
P0CG47	P63104
P11844	P18146
P11678	P27986
P42336	P51451
O14640	Q13467
P61758	P62714
O14905	P51654
O00257	P12757
P11802	Q16543
P68431	Q9H9B1
Q96PM5	Q99613
P54274	Q8WVM7
P15692	Q16665
P35241	P52565
Q8NFH8	Q9UL33
A4D0S4	Q7L0J3
P84022	Q86UC2
Q13415	Q99741
P21802	P49765
P20333	P35579
Q14511	Q8IZD9
P00533	Q13393
P13725	Q13261
Q7Z2Z2	Q9Y3A5
Q5QNW6	Q8IUE6
Q13315	Q6UX07
O43318	O43541
P30825	Q9NZJ5
Q14197	Q8NC60
C9JDP6	O75508
P22681	Q96J02
Q92830	Q96JK9
O43678	Q86Y39
Q05655	Q9Y624
O75956	P10074
P84022	Q99814
P62158	Q04206
P08571	Q9NYK1
Q8WYR1	Q9P2W3
O15121	O15260
P08238	Q7Z6M2
P10914	P67809
P35609	Q96EB1
P37235	Q9UJA2
P78527	Q12906
P61513	P83881
P22694	Q9UN42
O00548	O00587
Q00975	Q9UBI6
A0JLT2	P24863
O14920	Q9Y2U5
P04637	Q96FW1
Q01831	Q16531
P61081	Q13573
P04792	P55081
O43306	P27482
P16871	P51692
Q07890	Q9BPX5
P46379	Q96S82
P10275	P23771
P62158	Q14123
P49959	Q92878
P01569	P10912
O95340	P40337
O43719	O75554
P61077	Q06587
P61927	Q07021
O14641	Q96MT3
O95751	Q15834
P61587	Q8N392
P05106	P21333
P01571	P26951
P62241	P62258
P16471	Q9UKB1
Q96BK5	Q9NW61
P38405	Q8NGA5
Q5QP82	Q8IY92
Q07020	Q9UKV8
P26373	Q13233
P11362	Q6S5L8
Q05655	Q9P212
O00585	P07339
Q8N257	Q9BTM1
P22612	Q02930
P22607	P42566
P08311	P35237
P12931	P55196
P05388	P61313
P29460	P31994
P28066	P60900
Q9GZT5	Q9ULV1
Q14134	Q9BSW2
Q6ZRQ5	Q969H0
P20749	Q99728
O60353	Q96HF1
P08700	Q14626
Q14994	Q15788
P35626	Q8NGY0
P62714	Q16539
P16333	Q9Y2D5
P32927	Q8IZI9
Q9HCU9	Q9UBN7
P01236	P24394
P35222	Q9NP95
Q15834	Q9NXE8
P06756	Q9P212
Q9BSW7	Q9Y3Q8
P02765	P55157
P04792	P99999
P01106	Q9BXJ7
P15927	P43351
P02775	P14780
P33991	Q15843
O95251	Q13535
P24863	Q14186
P20929	Q86TC9
P40933	Q9HC73
P22694	Q02846
Q07889	Q5TCZ1
Q9GZQ8	Q9P035
O95644	P51817
P60709	Q9Y696
P22392	P31939
Q15910	Q16254
O95405	Q8N0X7
Q00978	Q99731
Q15306	Q86TG7
O75643	Q9Y333
P53350	Q13573
Q14209	Q96T88
P51665	Q06323
P26012	Q17RW2
P51668	Q9BY78
Q4LE39	Q9H160
P05013	P40189
P11362	Q9NQ66
O96020	Q00526
P32969	P62917
P27707	Q13315
O00303	P51681
P31942	Q9BUJ2
Q14106	Q9H361
P21796	P49841
Q96AQ9	Q96EY1
P63146	Q8IWV7
Q8N6Y0	Q9P2K6
Q12933	Q9Y6K9
P05129	Q08828
P49674	Q96B18
P54646	Q8WY54
P05000	Q8N6P7
Q5VTB9	Q96LR5
P12757	Q9UPN9
Q96I34	Q9UHX1
P05026	Q8IZ69
P62487	Q6PD62
P08670	Q53TS8
P06213	Q92914
Q99638	Q9UJX2
Q9NP55	Q9NRR5
Q13247	Q14683
P63104	Q9UQL6
O76003	Q6UY14
P55072	Q14194
P16070	P46940
P19525	P58753
P01116	Q14644
O14508	Q8N6P7
P50914	P83881
P58876	P60709
O60739	P43487
P22681	P40238
O15198	Q04771
Q02556	Q06124
O75964	P03928
Q08380	Q9NYJ8
Q8N5S9	Q9NZT1
P19419	P45983
Q96GE4	Q9BVW5
O00422	P31153
P07199	Q16637
P35626	Q9H339
P63000	Q9H4E7
P20073	P62879
O75044	Q9NRI5
P22670	Q9Y5V3
P19338	P31949
P09651	P22301
Q96AG4	Q9H1Y0
Q03135	Q14451
P17812	P31946
P08631	Q14289
P19387	Q15560
Q7L2J0	Q8IY92
O15520	P08069
P27348	Q9NRR5
P04792	P62993
P23258	P63104
P49768	Q9NZJ7
P51149	P60520
Q13573	Q969G3
Q8TF46	Q9NQT4
P42261	Q12959
Q12933	Q13114
P04350	Q13546
P46781	Q9UL18
P67870	Q5SQH8
28620	Q15047
P01569	P15509
P20336	Q8TBN0
O60925	P10645
P13073	Q14164
P56199	Q13751
Q9NPH3	Q9Y616
P42858	Q96D09
P50150	P51828
O14610	Q9UBY5
P61981	Q99570
P21246	Q9Y383
O75956	Q16643
O00212	Q9HAU4
O15455	Q15311
O75376	Q06455
P12931	Q13444
O95996	P49841
O60232	Q53TS8
Q05209	Q13480
P10636	P31946
P61956	Q9UKL0
O15265	O43186
O00193	Q75N90
O95832	P57739
P05198	P20042
Q9H0L4	Q9UMX0
O60266	Q9NZT1
O00401	P42684
Q96PY6	Q9GZX5
P28715	Q13501
P20333	Q14257
P32121	Q8NGE8
P61313	Q99558
P12004	P12956
P68363	Q9BVA1
Q8WUY3	Q96D15
Q14833	Q9UBI6
O43920	Q9Y375
P55157	Q9UJT2
O00459	P01116
Q92876	Q9HBG4
P30050	Q13573
P01106	Q96BU1
O00159	Q14240
P28221	P63215
Q13765	Q5T3J3
P54132	Q13472
P48059	Q13418
P18146	Q13356
P54619	Q16877
P16220	Q9H706
P19838	P32519
P04637	P06748
P22694	P27361
P40189	Q9HBE4
P17612	P54840
P63000	Q15759
P19174	P20273
P62136	Q14957
P24468	Q9BQ87
O75937	P38159
O00220	Q6GQQ9
P15153	Q9BZ29
P04899	Q9UBI6
P19838	P43243
O14735	P19438
O75398	Q9H1I8
P17096	Q9Y5N6
P01568	Q04206
P01562	P78552
P21802	P63104
P17544	P18847
P05783	P13987
Q13315	Q5FWF5
O75503	P05787
P35916	Q00722
O14775	P35626
P51610	Q99877
P27986	P42681
O00151	P35609
P62136	Q99941
O60739	Q15819
P63173	Q9Y4K3
P08238	Q15628
P14921	P28069
P24522	P26641
P42575	Q14203
P15923	P28482
P12004	Q99638
O95149	P18621
P04637	Q99816
100008588	O95602
O76064	Q13868
Q5VVJ2	Q92831
Q01201	Q9Y265
Q13315	Q8IX21
P10276	Q96T58
P22087	Q9UKS6
O15379	P16104
P01112	P48736
Q96E35	Q9UJ83
O14933	Q96EP1
P31751	Q6ZSY5
P48357	Q9UGI9
Q13315	Q8IY95
O94927	P41220
P18146	P84022
P62837	Q9C040
Q8NB16	Q96HS1
P27986	Q9H5I1
O94875	P55055
P19438	P43405
P38405	Q8NGY2
O43505	P01106
Q8WZA2	Q9P2N4
P01040	P07858
P58107	Q15714
P15336	P28482
P0CG48	Q9Y5X1
O00329	P14784
P35626	P46092
P08138	P08620
P08100	P63211
P20591	Q9UL62
Q8IWX8	Q8WUA2
P56524	Q9UQM7
P41220	Q8NAF0
O75937	P84103
P49591	Q9UET6
120329	P55210
Q13557	Q7Z3S7
P53779	P63215
P01588	P23458
P51449	P62195
P42766	P62829
P16234	Q15147
Q13535	Q9UQ84
O76081	Q92504
P00533	P68431
O14493	Q16625
Q9UET6	Q9ULE0
O75365	Q9UBB4
P08107	P13866
O95467	P25116
Q9UL18	Q9Y3B4
P15882	Q92730
P27482	Q32MK0
O15230	P11047
P09936	P40337
Q07890	Q14247
P07948	P29350
P12931	P49023
P05387	Q99558
O15303	P08754
O14717	Q13432
P04731	Q13585
P30533	P49792
P17252	Q9NR12
P19532	Q5ST30
O95685	Q16821
Q02045	Q9P2M7
P29350	Q6GTX8
P26006	Q9UQP3
Q13748	Q14204
P52756	Q01081
Q12830	Q13315
Q15648	Q93074
P58753	Q13158
P51124	P68363
P22607	Q9NR46
P62306	P62312
P51531	Q96GM5
Q01718	Q5JWF2
Q68EM7	Q9H4E5
P16220	Q08426
P01106	P68366
P38432	Q4J6C6
Q96GT9	Q96KQ7
P13501	P61073
P54725	Q8TBC4
Q8TBB1	Q96M61
O15534	P56645
P62877	Q86VP6
P15382	P17612
Q7L5N1	Q99624
P39023	P40429
Q04206	Q9Y297
P62249	P62269
P48436	Q92793
Q13291	Q99704
P60880	Q9Y3C0
P62241	P67870
O14976	O15169
O60506	Q9H3D4
P10589	Q00403
P54840	Q9UGJ0
P08758	P63261
P01106	Q96T76
P01579	P18846
Q5JSL3	Q92730
P32121	Q8NGH8
P28340	Q15788
Q15475	Q9UI36
P36873	Q13557
P51681	Q15835
Q13315	Q16822
P32121	Q8NGB4
P54259	Q9BSW2
Q13573	Q9BZD4
P35080	P50552
Q07890	Q8IV61
Q96EV8	Q9P2A4
O75081	P54259
P0CG47	P20333
O95402	P19388
Q15436	Q92597
Q00839	Q12986
O95477	P02647
P50876	Q13404
P01571	Q01113
Q07890	Q5T5U3
P32121	Q8NGY3
P11047	Q14112
P24941	Q53HC9
P08670	Q13469
P84022	Q14511
P35626	Q8NGN5
P23471	P49023
O43561	P02768
Q86WN2	Q8N6P7
P46527	Q92574
P19419	P28324
P10644	Q96EZ8
P0CG48	Q15034
P46019	P62136
P04908	Q99877
Q01130	Q9NRR5
P48556	P51665
P30626	P49810
P15336	P62136
P06241	Q9Y697
Q03468	Q15843
P01106	Q9Y678
P08631	Q6S5L8
Q04637	Q9BUB5
Q96S59	Q9Y6K9
P04406	P37840
P20774	Q15788
O00305	Q9Y2T4
P51531	Q07666
P46459	P47869
Q14451	Q15303
P46531	Q8TDB6
P18146	P22223
Q86YV6	Q9NZT1
O14777	Q9H3R5
O14610	Q92633
O00459	P08631
Q15397	Q86YV9
O60318	Q9BPY3
P13688	Q9H2X3
Q13615	Q96B26
P68431	Q9UPT9
P01127	P22455
P23458	P48551
P00519	P42566
Q14457	Q14687
P49450	Q8NCD3
P63151	Q15759
P13569	Q8WWI1
P13010	P38432
P31942	Q14103
P10600	P37023
P62424	P62945
P53667	Q9Y281
P35637	Q9Y490
O14610	Q08462
P61586	Q7Z5H3
A7E2Y1	P61586
O75369	P06756
Q01970	Q05655
O60861	Q00839
O43189	Q9NVV9
P16871	P26038
Q13535	Q9BW66
P78364	Q9HAT8
O43592	P20333
P01116	Q99832
P24522	Q16877
P31785	P32881
O75578	P25940
Q13315	Q9UGP5
P27986	Q9H400
P58400	Q9NZ94
Q99878	Q99879
P53778	P63211
P0CAP1	Q96GD3
O00165	O00303
P53355	Q15257
P26373	P30050
P61981	Q8NDZ2
O95998	Q9NZH6
P12830	P49768
P12544	P61978
O43143	Q13315
P43034	P68402
P32302	P80075
P26992	Q9UHD0
Q5QNW6	Q92769
Q8N8V2	Q9Y333
P04141	Q6UXL0
P78347	Q00653
P51956	P52735
Q13535	Q9P0K8
P01106	P48444
Q0ZGT2	Q92832
Q96B97	Q9ULZ2
P35609	Q8WZ42
P14921	Q6SJ96
P46783	P54257
P01106	P50539
P42701	P52333
O95208	P00533
P21246	Q13332
Q12962	Q8NEM7
P26583	Q99684
O60262	Q9NPH0
P32121	Q8WTQ7
Q15796	Q92905
P04234	P07766
Q13535	Q99590
P62310	P68104
O75030	P63279
O14980	O15504
O75154	Q9H0H5
P26045	Q9BZL6
Q00987	Q15349
Q13137	Q8IYF1
Q14197	Q8N983
O60383	P04183
P29353	Q12929
P51812	P52788
P01566	P26951
