#node1	node2
P52434	Q9Y250
Q13131	Q86V24
P08047	P13631
P40616	Q9HAW0
P14416	P63218
P46379	Q9BQD7
Q8IYF3	Q96M91
P19876	P51686
Q13315	Q96GM5
P18146	Q96LC9
P05067	P62937
P13500	P51681
P26006	Q9HBI0
P62993	Q8N5U6
P07305	P24941
P41220	Q6RFH5
P23508	Q96L92
O95786	Q13114
P41594	Q5JWF2
P59998	P63261
P24928	Q08945
P07359	Q04917
O14492	P04626
O00459	P62745
O95831	P34931
Q9BWU1	Q9NX70
Q5VVX9	Q96BH1
O14791	P02647
P32456	Q12972
Q9H8S9	Q9Y2H1
P07437	Q99558
P04083	Q9Y4P1
P18754	Q8NFF5
O15116	Q96C01
O43677	P56556
P10071	P49674
P08069	Q9H0M0
P46527	Q00535
P63000	Q9Y3L3
P41182	Q9UQL6
Q16658	Q9UKE5
P20265	Q09472
P08708	P46781
P61587	Q8N264
P54259	Q6ZVL6
P15391	Q13315
P38398	Q5H9F3
P05423	Q9Y250
P17948	Q03014
O00626	P51684
Q12962	Q16594
P09661	P62306
O00574	Q99616
P63218	Q13698
Q96D09	Q9P2H0
Q96BK5	Q9BZE4
Q13177	Q92609
407008	P16949
P38405	Q8NH83
O15525	Q16236
P60953	Q05513
P60568	Q8IU57
P53350	Q5SQH8
Q8WUW1	Q9Y376
Q9BRX9	Q9BZL1
P36507	P51817
Q92731	Q9H944
O75592	P51668
O75084	Q92997
O00303	Q9Y4K3
O14610	O95467
P48507	Q16236
O15116	P41182
O60814	Q969S8
O94817	Q9GZQ8
P05455	Q9Y6D6
O60684	P42224
Q13478	Q14116
P32927	P42338
Q00610	Q12933
Q02156	Q13237
P36873	Q9NZJ5
O60729	Q9UJX2
O75689	Q02156
P14317	P37802
Q00987	Q15648
P28331	P30480
P27824	Q12809
P60842	P78344
O75376	P54253
Q13315	Q8N163
P01889	P30084
O95573	Q92597
P63279	Q969Q1
P20248	P51948
P02461	P07384
Q96E35	Q9H7B4
O14974	P62140
P05161	Q15306
P80303	Q9NZ08
P55064	Q99750
P23508	Q9UQE7
P27986	Q9BWW9
Q14188	Q16254
P40429	Q9UKV8
P26992	P32881
P52272	Q9Y5J5
P78508	Q14005
P12236	P22607
P04083	Q9UNN5
O43150	P0CG48
Q2TAZ0	Q5MNZ9
O14757	O15151
P53778	Q8NER1
P23443	P62714
P60709	Q9UM73
P13805	Q969R2
Q9NX08	Q9UBI1
Q14765	Q15306
O60684	Q14872
Q14344	Q92888
Q9NY47	Q9UQM7
P36897	Q9HC98
O96000	P17568
P10619	Q99519
O15455	P45985
O95741	Q14451
P49407	P62714
P25942	P29965
P43364	Q9H875
O95793	Q08211
Q9BZS1	Q9H334
P08238	Q12933
P51784	Q99496
P06241	P11836
O00267	Q96KM6
O95067	Q9UJX4
406890	Q92945
P23528	Q01518
P21860	Q6S5L8
O75815	Q9Y314
Q5VTD9	Q9P1U0
P22455	P31371
P46778	P47914
P53350	Q9BZF3
P10451	P26006
O96001	Q13237
O14508	Q969J5
P17676	P41440
P43657	P62873
O75886	P40818
P05387	P62945
P01891	Q8NHL6
P37231	Q15047
Q07955	Q13247
P26232	P61981
P32121	Q9Y3N9
P47813	Q99613
P12814	Q9UBF9
O15123	P08069
P62136	Q8WXS5
O43791	Q9Y4K3
Q14164	Q6YN16
O43913	P25205
Q96DB2	Q96KK5
P22694	Q14432
Q16576	Q8N5A5
P27540	Q12983
P06756	P24043
P08311	P21281
P53365	P84085
Q8IUE6	Q93079
Q00005	Q9BXL8
Q15596	Q92830
Q12851	Q13233
P29401	Q9UET6
P14678	P62316
P36873	Q9Y243
O43164	O75800
P62136	Q96GM8
P19474	Q13616
P05386	P51681
P98175	Q9Y2W2
Q7RTX0	Q7RTX1
P63000	Q13017
P32121	Q8NGR5
P01889	Q9H0U4
P30260	Q15796
O95810	Q9Y240
O75365	Q15029
P18146	Q03014
P33992	P78527
P53708	Q01955
P25116	P63215
Q14012	Q8TD86
P50570	Q9Y5X1
Q9UNL2	Q9Y5J5
P31943	P60709
Q6R327	Q9H2U1
Q9BWT1	Q9UGN5
O95467	Q96PN6
O43524	P08183
P51617	Q9HAT8
P61513	P62750
P61201	Q9UBW8
Q00005	Q92841
O14965	Q9UD71
P63244	Q92636
O15379	Q9H8S9
P01116	P42338
Q13115	Q14194
O95644	Q14814
O00217	O95167
Q14653	Q92887
Q9P287	Q9Y478
P25686	Q13485
O14640	P17252
P61204	Q9UJY4
P78539	Q15118
P63096	Q9BXA5
P20160	P21281
Q04637	Q9BZI7
Q01085	Q16637
P12757	Q9UPN9
P63211	Q9UBY5
P32121	Q8NG80
P08631	Q07889
P04637	Q12873
O43318	Q13451
P55210	Q14203
O94921	P30281
Q14164	Q9Y3F4
P61224	Q04724
P08100	P11488
P32121	Q96RB7
P34913	Q9UFN0
P61964	Q5QNW6
P01106	P24928
P05106	P06756
P46940	P60953
Q92765	Q9H1J5
P01116	Q8WWW0
O15379	Q7Z2G1
O60613	P30504
P15311	Q13158
Q02539	Q15910
P05112	Q08334
P04198	P49736
P01106	P35250
Q07889	Q8N431
O00222	P50151
P15172	P40763
O43318	P27361
P18564	P60709
P09471	P51681
P63211	Q99677
Q6ZVL6	Q9NTJ4
P24278	P45984
O95630	Q9BZP3
P05452	P38936
Q96EV8	Q9BY27
O60568	Q96KQ7
P46527	Q12933
O95400	Q9BUJ2
O95983	Q14839
O95863	Q00987
P56746	Q9UDY2
P26010	P46109
P22612	P30307
P62888	Q00005
O95685	P41236
P17081	P42331
O14827	Q9BZ23
O00217	O00483
P31785	Q9HBE4
P01236	Q13261
O60658	Q00653
P51572	Q13563
P40225	Q99062
O14497	Q969G3
Q08397	Q9UBX5
P01570	P42702
O75400	Q8IVF7
P63104	Q01105
O94875	P62258
P05783	Q9UGJ1
P62995	Q9Y6Y0
A0JLT2	Q9Y2X0
O15211	P01111
P08069	Q96J02
P62424	Q02543
P41159	P42702
P01106	P04626
O00571	Q6WCQ1
P55157	Q9UJT2
P23508	P62993
O14939	P05129
P02776	P51684
O75365	Q9NVI7
P23919	Q12834
P61254	P83731
P05305	Q9NRR5
P01876	Q8N5T2
P22090	P62280
P52198	Q9NZN5
P17480	Q96L91
O75928	P63279
P15170	Q9NR09
P61981	Q9NYF8
Q15427	Q9BUJ2
P08670	Q8IYB7
Q96GM8	Q9Y4Z0
Q14573	Q9UM73
P19793	P37231
P09651	P52272
P01876	Q8ND90
Q02363	Q99081
P15692	P35916
Q96AH8	Q9BUF5
Q14204	Q9NY65
P55157	Q99259
P12956	Q00613
Q9H0R8	Q9P035
Q14344	Q3MJ16
P17252	Q8TEY5
P52198	Q7Z5H3
Q07817	Q09472
P35222	Q09472
P07992	Q8IY92
P20132	Q9UGJ1
P10644	Q9H0R8
P25788	P49642
Q14197	Q9H2W6
O14497	P62805
O94907	P62993
Q13535	Q3MIT2
P49321	P62805
O00459	Q06124
O14730	P40616
O14640	Q15257
O14908	P49795
Q13467	Q92765
Q70SY1	Q9UQM7
P16104	P28070
P13612	P29400
P39023	Q13573
P45983	Q13077
P43243	Q00653
P08865	P62241
P63104	Q8WYL5
P23297	P25815
P09471	P21554
O60783	Q9NY93
P26599	Q15365
P41091	Q9UI10
P31751	P56279
P01871	P40259
P05556	Q9Y490
Q96EV8	Q9H1K0
P14555	P50148
P62826	Q9H814
P11171	Q07157
P15498	Q13094
O14974	O60237
P62280	Q9NX58
P24522	P26641
406952	Q01196
P60953	Q99683
Q8WUA4	Q9Y5Q9
Q7L523	Q8N122
O43809	Q16643
Q5VU43	Q9BUZ4
Q12988	Q13432
P19878	P62873
P62873	Q00975
O43741	O60825
P22455	Q9NQ66
P19525	Q9H0D6
O00422	Q96EK5
O00182	Q9Y2J2
P63104	Q13263
Q07960	Q8IXI1
O96013	Q9H1R3
P49757	Q05513
O60880	Q14155
P33778	Q9UQL6
P25100	Q14315
O76002	P38405
O14543	Q9Y4K3
P04406	P23246
O75925	Q92731
P02679	P05154
P49137	P53667
P04899	P49238
P49286	P63215
P68363	Q9Y375
P17024	Q9BXL5
Q7Z4H7	Q9H6D7
P38936	Q08999
P04435	P07766
P17482	Q9BQ66
O60271	P62330
P48643	P68133
P08581	P12034
O00303	P63104
P35609	Q86UL8
O15400	P54920
O60603	Q14562
O60934	P13010
O15127	P63104
P29353	Q14289
P29460	Q9UHF4
Q13554	Q8NER1
P43351	Q14191
P38159	Q8TBB1
P28222	P62873
P38646	Q9UHD2
P18827	P20908
P12830	Q01105
O00571	Q13418
P57727	P68104
Q01970	Q13237
P16070	Q16787
Q96E40	Q9GZR7
P31150	P63104
Q14257	Q9Y4K3
Q9H6S1	Q9UHD2
P42568	Q5RL73
O60287	P16333
Q05655	Q13233
Q9UL18	Q9Y230
O94817	P62807
P00533	Q14318
Q9BZL6	Q9Y3R0
P48039	P61952
P02751	P35555
O00512	Q6P1J9
P37231	P48552
P29992	Q3MJ16
P02749	P62993
P10244	Q6MZP7
Q13485	Q9NWN3
P08588	P25098
O95249	Q13835
P10827	P51948
P04908	Q9UBN7
P27986	Q8NFW9
P07900	P09769
P21333	Q13797
Q13547	Q13618
P10276	P29373
O60266	O95398
Q14197	Q9BT17
P20073	P51668
P35626	Q8NGV7
P31749	Q5S007
P08311	P30740
P18206	P63244
P19838	Q3ZCQ8
Q8WWW0	Q9H492
P19438	Q9Y4W6
407007	P10721
Q969T9	Q9UH03
P07910	P48729
O15516	P68431
O75928	Q99607
P40238	Q9GZX6
O95180	Q12879
P12814	Q96QZ7
P01011	P51124
P60660	P62140
P28702	P48552
B0I1T2	P02786
P62807	Q8WUI4
Q15819	Q9BXR0
Q92831	Q9H3N8
O95777	P62310
Q15155	Q6VMQ6
P17612	P68431
P31943	Q99759
O75251	P03923
P10124	Q9NRR5
O95398	P62834
P30153	Q05513
P01106	P28340
P63165	Q96GM8
P12830	P20248
O15230	P06756
P05013	P26992
O43353	P25942
O15264	P12318
P78545	Q15323
P51685	Q15835
O75843	Q9H832
Q13418	Q9NV58
Q8N5V2	Q9H9J2
Q12983	Q15382
O95219	P16234
Q13416	Q9UBD5
P01570	Q08334
P40429	Q9UNX3
P35222	P67870
P30305	Q15323
P26358	Q8WTS6
P06239	P23467
P14859	P20226
C9JDP6	Q96B33
P16220	Q96M60
P47914	Q9UNX3
O43597	Q9BY42
P04637	Q9BTK6
P63000	Q9UNA1
P48443	Q93074
P51116	Q8N5R6
Q96NY9	Q9BQ83
P16870	P20382
P49662	Q9P031
P42773	Q14209
Q09472	Q13485
P61964	Q9HCK8
P55036	P55209
Q04721	Q8TDB6
O95602	Q15653
P46092	P48061
P24522	Q96ID5
P18621	P61353
O75815	P49755
P84103	Q9NX70
P25440	P62805
O14908	Q9GZR1
O15479	Q9Y3U8
P01308	P08069
P63208	Q9UKA1
P04637	P17844
P28074	Q9Y4K3
P83731	P84098
Q8N257	Q9P0U4
P17661	P63104
P10144	Q15185
O15111	Q00610
O75899	P61952
Q14164	Q86WV6
P30530	Q63HR2
P11142	Q5VVH5
P46531	Q9GZL7
406984	Q9Y2I8
P14923	Q00005
P52564	Q99683
P62263	Q9UKE5
P46781	P62841
P0CG48	P51617
Q14061	Q5T3J3
P14618	P52789
P12755	Q14938
P51168	Q96PU5
P63165	Q9H5H4
P19438	Q969G6
P08581	Q9H0M0
P63218	Q01970
P84090	Q15287
Q96AH8	Q9Y6G9
P15248	P42701
P32929	P63104
O75925	Q12772
P16144	P56945
P07498	P19784
P22626	Q13242
P34931	Q9NV56
P04637	Q96QD8
P33993	P51946
O95390	Q13705
P07900	Q12809
407019	P37231
O75376	Q9Y6Q9
Q8N3U4	Q9NP77
Q8NC42	Q9UKV8
P52434	P62875
442918	P16070
O14802	Q9Y535
P42702	Q8IZI9
O14965	P61978
P09543	P48039
P63000	Q13153
O00483	O75251
A6NMZ7	P53708
P08514	P49747
Q08999	Q13574
Q9NP79	Q9Y4K3
P15498	Q13239
Q9BVM2	Q9Y230
P56645	P62877
P15153	P45984
Q14644	Q9Y297
P62330	Q9NVI1
P61077	Q68DV7
O43913	O43929
P05107	P20701
Q969D9	Q9HBE5
P84243	Q13153
P21333	Q13555
Q16566	Q8TEY5
Q9HCM9	Q9Y577
P08637	P28907
P02462	P26010
P35226	Q8N488
Q13418	Q7RTX8
P32121	Q13428
P49257	Q9Y5X1
P01563	Q14653
O14508	P15260
Q13418	Q8NAF0
P16871	P35225
Q14789	Q9UEU0
P26373	P67870
P16885	Q02156
P62995	Q13247
P35968	P61328
Q8IWV7	Q9UHF0
P35968	Q9NR46
Q9H7L9	Q9HCU9
P31939	Q9Y4K3
Q00403	Q13315
P09601	Q16236
P27986	Q9HBH0
Q04637	Q9UL03
P06241	Q07666
P14317	Q92918
O95471	Q9BQY4
P55157	Q96RT1
P47870	Q9H0R8
Q13315	Q9NS91
P60709	Q13347
P18089	Q14344
P22694	Q14571
Q8NB91	Q9NVI1
P62995	P63104
P08579	Q9NRG4
P15927	Q9P2H0
P13646	P25054
407047	Q13127
Q02750	Q7Z569
Q13535	Q9H2K8
P13500	P51679
P09471	Q01668
O95793	P67870
O14905	O75581
P07333	P17676
O95619	Q99459
Q01668	Q16537
O43889	Q13555
P19784	P68400
O60563	Q15545
O43292	Q96S52
Q9BSL1	Q9UKX2
P08237	P27361
P67775	Q00005
Q86UT6	Q9H2V7
P13612	P35442
P22105	Q9UKX5
Q13243	Q96SB4
O15467	P51686
O00574	O14625
Q92597	Q96KP4
P22694	Q14643
O43364	P18146
P09651	Q01081
P13569	Q9HD26
Q99459	Q9UMS4
P29466	Q14116
P49841	Q01844
P05023	Q9UNH7
A6NI73	P31995
Q6UY11	Q6UY14
P10124	Q8NHQ1
P56703	Q9ULV1
O14543	P17181
P16581	P35609
Q14164	Q14657
P50990	P60510
P0CAP2	Q9NZD4
P40939	Q9Y478
P01871	P15391
O60266	P05771
Q12852	Q15714
Q8WXI9	Q9UBB5
P05386	P62891
O00212	Q7Z6B7
O00254	P00519
P82279	Q8NI35
P01100	P29590
Q13535	Q9HAW4
P35372	P84996
Q9UI09	Q9Y6M9
O14920	Q00839
P22626	P52597
P18077	P63173
P14174	Q14164
P19174	P20936
P61964	Q6UXN9
P98175	Q02575
P42224	Q9Y2T4
O75618	P06493
P47898	P50150
Q00059	Q9UKE5
Q13098	Q9HA65
P56706	Q5T4F7
Q13573	Q14185
P35609	Q8WZ42
O00159	O76071
P51665	Q99460
P01242	Q01113
Q13435	Q9HCS7
P62877	Q7Z6M2
P11215	Q8WWW0
P02746	P59665
P51965	P98170
O75694	P12270
P35626	Q96RC9
Q13635	Q15465
P06239	Q13501
P10827	Q9Y618
O95813	O96014
O95832	P56880
P25942	Q16548
P16070	Q04206
P25963	P27986
P32121	Q9GZK3
P25963	Q13233
O96001	P30153
P16220	Q12772
Q8IY92	Q9NWU2
Q8NG27	Q9H4K1
P04637	Q7LG56
P06493	P19525
P23508	P99999
P47898	P62873
P20674	Q7L5N1
P63096	Q08828
P04839	P63000
Q14240	Q9UBI6
Q06481	Q9NPJ6
Q8WTW3	Q9H9E3
P07585	P61812
P35269	Q9GZU7
Q15276	Q9UJ41
O14974	Q9H2G2
P27037	Q96RT1
P30504	P62158
P01106	Q9H9B1
P28356	P40424
P19320	Q92583
O75556	Q12857
Q13651	Q9P0W0
Q13526	Q9Y2V2
P13942	P26006
P68431	Q9NQ92
Q96QB1	Q9Y5J5
O15379	Q05516
P05067	P27797
P31948	Q96PU5
O95467	Q96RI0
P16220	P38398
P04637	P38936
P28482	Q9H1R3
P35544	Q99558
P63104	Q9Y613
O75914	P46734
P53041	Q06190
O43665	P63096
O95831	P30480
P31946	P78527
P45973	Q71DI3
P42704	Q9Y6K9
P28335	P30679
O00459	Q9Y6Q6
P62310	Q01831
Q99798	Q9H5Z1
O14746	P23443
Q14289	Q15047
Q15365	Q8TBK6
O00327	Q14995
Q9UD71	Q9Y243
O94817	Q9BUJ2
P25025	Q9NRJ3
P50053	Q96JB5
P07942	P17301
P12111	P18827
Q07890	Q14CB8
Q969D9	Q99665
P62877	Q15369
P35626	Q8NGV5
P35626	Q96KK4
O14920	Q16543
P09429	Q15109
O43795	O75365
P0CG48	Q9UL18
P62277	P62847
P19838	P52597
P10276	Q8NFJ5
O95619	Q9NXR8
P23560	Q16288
P34969	P63215
O60603	Q8IUC6
P26641	Q96RU7
P41743	Q8TEW0
P30281	Q96EV8
P56747	Q9Y5I7
Q9H5V7	Q9UKT9
P82933	Q14197
O15533	P30511
Q9UMS4	Q9UPT5
Q15653	Q9UJF2
P67775	Q66LE6
P52735	Q5SW79
Q92542	Q99466
P12236	Q9Y6K9
O00716	P40692
Q13535	Q9NY61
P82675	Q9NR30
P35626	Q8NGI9
P12956	Q9NPJ4
O14775	P30939
P28482	Q8N122
O75309	P18146
O75962	Q9Y5J5
P62807	Q96RL1
P16333	Q9NQU5
O75494	P27348
P16415	Q13153
P10276	P24522
Q02363	Q02962
P17405	P18146
O14561	Q9Y6M9
P51531	Q9UJX2
P10827	Q86YW9
O60503	P63096
O75376	Q05516
P43364	Q7Z6G8
P15863	P50221
O00220	P04637
Q8IUQ4	Q8NHQ8
O75578	P26010
P51991	Q13243
P50914	P62906
P10242	Q00610
P35225	Q9UHF4
P23526	Q13177
P32302	Q9UBD3
P62829	Q99759
P08621	Q13573
O43915	P22607
O43187	Q99558
P22415	P61073
P83881	Q02878
P12814	Q9UMD9
P19838	P63000
Q09472	Q92878
P55084	Q59H18
P17844	Q15788
P08107	P31946
O14965	P04637
P05412	P0CG48
P10145	P51679
Q96PU8	Q9NX55
P26447	P46379
O75400	Q13129
O95714	Q13535
P05549	Q9P0V3
P05386	Q07021
Q96T23	Q9UPN9
Q02363	Q5T3J3
O14757	Q13616
P61073	Q16627
Q14164	Q99623
P67870	Q99661
P05113	P19235
P07996	P16671
P51668	Q9BUB5
P16871	P32119
Q9NRR5	Q9UBU9
P08910	Q96PU8
P22105	Q13683
P11831	Q14192
P06899	Q12962
P62256	Q9ULV8
Q01780	Q13901
O15264	P49368
P25106	P25490
Q15973	Q99750
P10599	Q96BK5
P27348	Q6WCQ1
P43489	Q07011
P61244	Q05195
P27540	Q8NI08
P16333	P22681
O95157	P12931
P08238	P21333
406906	Q92843
O43561	Q9H2G2
O60359	Q9Y5P8
Q09472	Q99081
Q04206	Q13352
P31749	Q9H8T0
O43889	Q92624
P60900	Q9UNM6
P32121	Q8NGC9
Q14315	Q92629
P61513	P62891
Q13315	Q9H1E3
P42574	Q13075
P09493	P60709
P25054	Q9Y2T1
P13535	Q99623
P35228	Q99836
P32780	Q13888
P24864	Q13616
P22607	Q9H0M0
J3KMZ3	P50148
P56537	Q6UWE0
Q6UVK1	Q6VMQ6
Q13509	Q14204
P14921	Q99706
P10276	P14921
P07237	Q9UKV8
Q96KM6	Q9BXP8
P21246	Q92698
406904	Q92945
P03891	P03923
P31946	Q9P244
Q8N1C3	Q9H0R8
P05019	Q15349
P01111	P50148
Q01844	Q92597
P12814	P17301
O75592	P61077
Q8IUQ4	Q9HB71
P62955	Q66LE6
P07602	P56817
P31751	Q13418
P53778	Q9BY84
P35548	P56178
P21796	Q14197
P68400	Q53GL0
P17612	Q9GZQ8
P15172	Q02363
P62979	Q9P2N6
P98164	Q9UKG1
Q8WVM8	Q9H0D6
P16401	P83916
Q15545	Q9GZQ8
P20020	Q96RT1
P42574	P45983
Q13356	Q96NB3
Q07283	Q9BUP0
O15379	Q06330
P21796	P23508
P04070	P05121
P56945	Q05209
P62807	Q8IUE6
Q13487	Q16533
O14512	P42701
P12931	Q9Y4D1
P04908	Q13547
O94916	P16298
P05386	Q9NPI1
P48436	P51817
O00232	Q9Y4K3
Q68CP9	Q92925
Q13573	Q8WX92
P25054	Q6Y7W6
P61513	Q02878
P35626	Q8NGI7
Q03014	Q9H2X0
Q14999	Q96KG7
P13569	Q9NQH7
P24863	Q15306
O43561	P19174
O75380	Q16659
O76003	O95967
O75478	Q16531
P07814	Q99558
O00232	P62195
O15511	P60709
P14672	Q99523
O75569	P19525
Q14687	Q5RL73
P32456	P61604
O95994	Q14194
P10398	P61981
P34947	P51677
P0C0S5	Q9NXR8
P42336	P54710
Q12933	Q13572
P11171	P36543
P61077	Q96PM9
Q15714	Q9UGU5
Q9BUV8	Q9Y2G4
O75925	P63279
P38936	Q8TAQ2
P07948	P15941
O15467	P41597
P62314	Q8TEQ6
Q9H3M7	Q9HAU4
P24928	Q9NZC7
O14576	P07437
Q96T76	Q9H173
Q04760	Q14164
Q5QNW6	Q6UXN9
P49841	Q9Y383
Q13233	Q16531
P35968	P49023
P49023	Q13153
P01023	P12544
P17302	P22612
P41235	Q86WA6
P0CG47	Q01201
P20226	Q03060
Q15714	Q9Y2S7
P00749	P55347
Q8N2W9	Q9NQB0
O75689	Q05513
Q9HAV5	Q9Y4K3
P62820	Q16658
P60568	Q8N6P7
P15153	Q14185
P08670	Q5T3J3
P06241	P42768
P51684	Q07325
P28331	Q16718
P06899	Q96KK5
P25116	P63218
O00214	Q13137
P46778	P50914
Q15059	Q8IUQ4
P98175	Q8IWZ8
Q04759	Q8IV61
P54840	Q9UGI9
P18206	Q9NYB9
O75716	P02686
A8K6C2	P16471
Q96KQ4	Q9UKE5
P15311	Q9Y6Q1
P21860	P62993
P07237	Q92956
P60953	Q9UQB8
Q00005	Q96BD8
Q9NYG5	Q9UM13
P45983	Q562R1
Q13075	Q9NPP4
P22003	Q13873
Q13315	Q92576
P16473	P84996
P33991	Q14566
Q06265	Q9NQT5
Q8IWW6	Q9H4E5
P06733	P60709
Q8NFP7	Q9NS23
O15151	P63104
406967	P00374
P35606	Q8IXH7
P07766	Q13424
P46108	Q92608
P12882	P60709
P29274	P35609
P15336	Q13976
P35348	Q14344
406891	P01116
P26006	Q01955
P04049	Q92569
O75569	P06400
P49427	Q03060
406987	P35556
O15198	Q92610
P61981	Q8N9M5
P10827	Q00403
P27361	Q9BY84
P42574	P99999
P02675	P23142
P08123	P16144
Q13905	Q14511
Q9HAU4	Q9UJX4
O00291	P46783
P24864	Q9UM13
P22612	P42262
Q8NEM2	Q96AP4
P20774	P22415
O00238	P48454
P18146	P43026
P32927	Q9GZX6
P03372	P05787
P25208	P32519
P01243	Q9Y262
P17542	Q9Y5B9
B1A4H9	P42702
Q15562	Q9HCS4
P19532	P60900
P50542	Q8IY92
P49918	Q09472
P51684	P55773
Q53EZ4	Q8WUM4
Q96ME1	Q9BQ66
P16104	Q96L91
P29590	Q99607
O75084	Q9NQ66
O43586	Q9Y265
P07550	P38405
Q13315	Q9H0E9
Q13561	Q9NRI5
P11171	P61026
407035	P35241
P52735	Q92564
P25025	P67775
P54257	Q5VV52
O43889	Q8TEY5
P14635	Q13952
P08069	P08620
P26373	P63173
P58107	Q9H173
P02774	Q5T3J3
P52564	Q14203
P01112	P22607
Q92830	Q9HBM6
P21802	P35568
P61247	Q9H8Y8
Q70EL1	Q9Y3E7
P23458	Q03405
P40337	P43307
P38405	Q8NGJ6
Q15388	Q96C03
Q02641	Q9UQM7
P38405	Q6IEZ7
P01889	Q13241
P15692	P49763
P38405	Q8NGI2
Q15366	Q9UKF6
P62993	Q9P0K7
P19838	Q13748
P27482	Q14012
O60503	P05129
P26641	P78417
P01889	P49321
P29992	Q13255
P22607	Q9HAU4
P18146	Q9NUR3
O60925	O94979
O15105	P62942
O75143	Q8TDY2
P45983	Q9P2W3
P61421	Q9UPZ9
P14416	Q15172
P41743	Q96B18
P27986	Q9Y6X6
P14618	P52790
P61244	Q14582
P09237	Q96GW7
O00401	O60861
P19174	Q8TEW0
Q01804	Q96JB5
Q01094	Q8NEM0
O15355	P61247
O60925	P05386
Q5UIP0	Q92963
Q13526	Q9HC98
P01308	P01920
P62993	P78329
P52788	Q16644
Q8NG31	Q99459
O14827	P16333
