#node1	node2
P62258	P68431
Q04724	Q99547
P57723	Q15365
P16144	Q9HBI1
P35268	P46779
Q13573	Q9BTC0
P35372	P62879
P62873	Q8TCU6
O75674	Q86YL7
Q38SD2	Q86UR5
Q15022	Q15910
P15927	Q5T3J3
P06493	P36873
P02679	P04004
O14490	Q96FJ2
P17066	Q99558
P36952	Q9Y6M0
Q96CS2	Q99871
P26441	Q9HBE5
P42338	Q07889
P04792	Q5T3J3
O43186	Q8TC57
O00716	P04198
O00459	P61586
P04839	P08253
P08138	Q8WYR1
P04792	Q05655
O43318	Q13554
P17535	Q8NHY2
Q15819	Q8IUQ4
Q04771	Q13705
P08069	Q06124
407026	P25490
Q14738	Q96Q15
Q96G97	Q9BZL3
Q15831	Q9Y3A3
Q9WJR5	Q9Y230
P38159	P84103
406906	O60806
P54259	Q9H2X0
O75569	Q7L5N1
Q8N448	Q9NPD8
O75934	Q15428
Q8IWW6	Q8IXI1
P62263	Q9Y2S0
O15264	P01112
P48039	P63096
P19338	P63104
Q5VTR2	Q92905
O95251	P33993
Q13769	Q9H4D5
Q13485	Q9Y6X2
Q14558	Q9UKE5
P48050	P50148
P22736	Q9HCK4
P14678	P25788
P19438	Q16695
O60271	Q99759
P05556	Q7Z6G8
P68431	Q13185
P38405	Q8NGZ3
Q9H171	Q9Y2V3
Q01085	Q13573
P28325	Q02556
P13637	Q9NSB8
P46934	Q15797
P62993	Q9H1R2
P07737	Q9Y4D1
P11940	P62324
P51681	Q9H2A7
O95793	P50914
Q96N46	Q9UQ35
Q96AH8	Q96NA2
O14672	Q99075
P61081	Q8TBC4
P18146	P53667
O43809	Q9P2G9
Q13243	Q13247
P61981	Q86WB0
P21815	P26010
P05067	P17538
P47992	P49238
P16220	Q15172
Q01082	Q6VMQ6
P13073	Q07820
O14933	Q6UVK1
P52306	P60953
O15392	Q14209
P23760	Q15788
P00540	P62070
Q07955	Q99459
P01562	Q14626
P61077	Q96P09
O60925	P02768
Q9BRX5	Q9UNS1
Q03135	Q969G5
P04049	Q04759
6702	Q92995
145781	P35998
O15116	P08243
Q9BY41	Q9P0M6
O95967	P27658
Q12824	Q9NRR5
P16220	Q9H9S3
O14757	P30304
O60264	Q9UIF9
P32121	Q8NGK3
P61960	Q9NR28
Q9P035	Q9Y2A0
Q15021	Q8NEM0
O75376	Q9UKV0
O75165	P24522
Q09472	Q99966
P59998	P62993
O75400	Q5T4S7
Q13535	Q15596
O15534	P49674
P18887	P38398
Q5VZP5	Q9Y4K3
O15116	Q86V24
Q13315	Q9Y2H1
P53350	Q7Z5Q1
P01225	P58012
Q08170	Q13151
O43677	O75438
Q8TD23	Q9Y4K3
P04899	P51828
P35626	Q8NGD1
P16104	P20290
P13995	Q9UNM6
P17066	P20333
P63146	Q9GZS3
P21926	Q99965
P63010	Q04695
P16220	Q9H7R5
P43686	Q15654
O00139	Q8IUQ4
P24723	P60709
Q13557	Q9UBN1
O00144	P56706
A0JLT2	P84103
P48444	P53618
O75578	Q9Y490
P55072	Q9BZE9
O00161	O43752
P10070	P48730
P05114	Q09472
Q9H3U1	Q9P2S5
P46108	Q13023
P38405	Q9NZP0
P49116	Q8N5C8
P11940	Q9UHX1
P01270	P27695
O76071	Q7Z7L1
P61981	Q8N9M5
O75807	Q92574
P27986	P49841
O14777	P30622
O15524	Q969J5
Q13387	Q13625
P14672	P54646
Q13315	Q96B23
P20809	Q969J5
P84022	Q14511
Q15628	Q92844
P38405	Q8NGE8
P27361	P28482
O00459	P08754
Q16512	Q9NRA0
P0CG47	P46527
P05452	Q99962
P32121	P60953
P36873	P62140
P46092	Q99616
P51812	Q99640
P28482	Q9Y6W6
P08123	P18564
P49841	Q13418
P53708	P56945
Q7Z2T5	Q99459
Q13485	Q9HC98
P60002	Q49AR2
Q9UI95	Q9Y6D9
P08581	Q15147
P15170	Q13490
P04637	Q13362
O15123	P20073
P00519	Q16288
P06241	Q14643
P54727	Q13200
P12034	P17948
O43765	P42166
P27348	P46527
O00214	P08254
P51679	Q9NRJ3
P63104	Q5VV41
Q01780	Q5JPE7
O43914	P43632
Q8N806	Q96DH6
P42574	P42575
O75496	P42771
P01588	P16871
O75381	Q13547
O94906	P63279
Q13976	Q15147
P63104	Q7Z401
P01568	Q14627
O00329	P04626
O14904	Q9ULV1
P24385	Q9NS23
O15194	P01106
Q9UJX4	Q9UJX6
P49674	Q12789
P08962	P12931
P21673	P26641
O15239	Q9NX14
P04141	Q14103
P26951	Q07812
Q13216	Q15560
P01106	Q9Y265
P51679	Q15835
Q5T4F7	Q9H461
P23508	P37837
P10767	P22607
Q99973	Q9BUR4
P48544	Q06330
J3KNP4	Q9ULL4
P35268	P84098
Q9Y2X0	Q9Y4A5
P05112	P23771
Q5THR3	Q99497
Q15628	Q15750
P62750	Q02543
O43908	P04439
O60828	P35243
Q08050	Q99626
P20138	P43403
406984	Q9Y2I8
P15153	Q9Y6W5
P19838	P45983
P10828	P48736
Q13535	Q9UQE7
P23508	Q9UL25
O15234	Q9Y5S9
P35626	Q8NGE0
P13861	P15311
P52597	P67809
O00222	P62879
Q14765	Q15759
Q00653	Q9UNM6
P14415	P27986
P04637	Q7Z6Z7
O43674	O95139
Q15907	Q86TI0
P45378	Q99816
O14775	Q13698
P06400	Q9NY61
Q16394	Q93063
O43711	P61421
O75943	P12004
P54253	Q9BYW2
P21580	P22415
P13498	P19878
Q8IWV7	Q9NRX3
Q96CV9	Q9UET6
P62841	P62854
P09544	P51654
P50990	P62714
P07202	Q9UHF4
O00459	P13224
Q07820	Q12983
P04629	P46934
Q8N2W9	Q9H492
P05386	Q02543
Q13554	Q9UQM7
Q13315	Q9UHL9
O95139	P03886
P62899	Q96BK5
P07948	P29597
Q92830	Q9H0E3
P51817	P51828
P62495	Q9BZI7
P05107	P12931
P51991	Q12986
P18206	Q9GZM8
P22694	P48058
P62508	Q9UBK2
Q9H0H5	Q9H4E5
P31269	Q15654
P32121	Q96RB7
P61353	P62945
P32121	Q9H340
P35244	Q9H9A7
P43403	Q8NET5
P46940	Q15653
P42768	Q99755
P22492	P45973
P05549	Q09472
407037	Q07820
O75586	P49336
P11215	P61224
O14641	Q8WTU0
Q9ULK4	Q9UPW0
P10451	P17301
P01116	P29353
P22680	Q9Y261
O00590	P13501
P38405	Q8NGG3
Q5VWK5	Q9NPH9
Q99459	Q9BTC8
P32121	Q8NGW6
Q13217	Q9BQI3
O15169	Q14134
O43491	P63104
Q96L91	Q9H2F5
P08912	P50148
A8K6C2	P16471
O75400	Q15238
O15211	P01111
P55084	Q9H492
O43318	O43541
P46777	P84098
P23588	P60842
O14807	P48736
P38398	P61077
O95267	P40337
Q08945	Q9NR30
P35998	Q9BRP4
406881	P52926
P09429	Q5UIP0
Q13113	Q7L5N1
P30304	Q13464
P17676	Q06546
Q12933	Q5T124
Q05519	Q92620
P60763	Q8IWW6
P17252	Q13164
P08684	P17676
P12111	P18827
P61587	Q68EM7
P52597	P63104
P08754	P21554
P22362	P49682
Q13418	Q16560
O14775	O15264
P78527	Q92900
P20073	Q9H324
P48556	Q16401
O43390	Q08211
P08621	Q9HAU4
P18848	Q9Y243
P49959	Q9BXW9
Q9H2F5	Q9NXR8
O95467	Q9BWD1
Q01081	Q13247
O14950	P61586
P43405	Q99836
P25116	P32121
P29459	P42701
P23443	Q8N122
P35244	Q9Y605
406979	P54253
O75886	O95630
P35916	P61328
P16471	P49069
P62993	Q96RD6
O14980	P13569
P23508	Q00610
P28335	Q13424
P31943	Q15365
O00175	P32246
P00338	P27540
O95793	P60709
P62424	Q15843
O60861	Q15637
P36544	Q9HBG4
O15514	P24928
P0C0S8	Q8N488
O95169	Q9P1W9
P25054	Q9BZK7
O00257	Q13426
O14640	Q969F2
O75381	P40855
Q9BZJ6	Q9H2G2
O75581	P62979
P46778	P84098
P62993	Q13233
P61964	Q9NRF9
P17542	P46108
Q06787	Q5JVS0
P11474	P48552
P47898	P61952
P12004	Q01831
P54253	Q9P2G9
P22607	Q9NR46
P51685	Q9Y258
P21333	P49810
O14640	Q9UM47
Q93062	Q99504
P54753	Q9UM73
Q15796	Q9NYN1
P06493	P49748
P28482	Q15418
O43921	P22455
Q96EQ8	Q9Y2X8
P19174	P42336
O00222	P63096
Q13033	Q9Y6E0
P49674	Q9Y2T1
Q04771	Q15796
P10070	Q8N752
P62837	Q9NXI6
Q3KQU3	Q96AW1
Q96A32	Q9BZL4
P09651	P14866
P62837	Q8WVD3
A6NCV1	P32121
A6NHG9	P38405
O75417	P53680
P47914	P62987
P49238	P51671
O75581	Q9NPG1
Q02543	Q9H4K1
P61081	Q9H6Y7
Q07869	Q12778
P38432	Q13895
P32456	P50453
O60293	Q15834
Q96LZ3	Q9UJX5
Q13485	Q16254
P10916	P61586
P12272	Q03431
406905	P78411
O95490	Q9Y566
P01106	P50213
P82663	Q14197
Q92900	Q9UPR3
P38159	Q8TDY2
Q9H3D4	Q9UMD9
Q8IX03	Q8N878
P29401	Q13501
P63151	Q06432
P17693	P61769
O15516	P49841
P16870	P27694
P04406	Q14653
P16885	Q8WYR1
Q6PD62	Q92541
P45983	Q07820
O96013	P61981
P41221	Q6FHJ7
P0CG48	P15976
Q15834	Q96M91
P00533	Q14134
P45985	Q9Y6R4
P78362	Q9NWB6
P30793	P53778
Q05516	Q96Q04
P02786	Q16665
P29692	Q8WYK2
Q6STE5	Q92925
P01112	Q8N9B8
Q01970	Q14332
O60563	P24928
Q8TEW0	Q9BX67
P04632	P36575
O76003	O95967
P35680	Q92793
P12004	Q07864
Q92569	Q9UK08
O00422	Q9UKV3
O14544	P78552
O95400	Q12986
P61421	Q9UG56
O00459	Q9HBH0
Q03135	Q15843
P47928	Q14469
P31947	Q9H4B6
P20340	Q13315
Q14197	Q9BYD2
P09919	Q14626
P05106	P35442
P61224	Q8WWN8
P08069	Q05397
145781	Q9P298
P42224	Q9UQM7
O75448	Q9NX70
O43513	Q92731
Q16576	Q9UKG1
P52333	Q13651
P15104	Q15653
P36542	Q9HCC8
P17676	P35354
O15144	Q92747
P17948	Q9NRA1
P02768	Q08174
O60641	P25963
P01116	Q8WWW0
P13797	P30480
O75716	Q96RG2
P61011	Q99459
P15153	P61586
P35613	Q9UBB4
O60494	P98164
Q02156	Q9NYA1
P57059	Q53ET0
P32121	Q8NH64
O60403	P35626
P51571	Q9BRT8
P52333	Q5VWK5
O94967	Q15560
P00519	Q96RL7
O00178	Q13568
O60938	Q08209
Q8IZT6	Q9NRG4
Q9NP73	Q9P2R6
P12109	P26006
P62714	Q96N67
O95997	Q99612
P08581	P18031
P33176	Q14164
Q13509	Q13573
Q06547	Q96RK0
P12830	P59998
Q12933	Q92956
Q93062	Q96HA1
O75525	Q9UKA9
Q99466	Q9Y6R0
Q13418	Q9H583
Q13573	Q9H0E9
P61353	P62891
P29590	Q92547
Q8N3R9	Q8NI35
P31939	Q96DG6
Q15173	Q9UF02
O00198	Q07817
A5YKK6	Q9NZN8
O43809	O94913
P49841	P60484
P60709	Q9UKX5
P51955	Q16891
Q04759	Q06187
P00519	Q9UJT2
P16220	Q7Z3K3
Q96QG7	Q9Y6C2
P11940	Q15365
P62158	Q9BQ83
O15455	P45985
Q71F56	Q9BWU1
P37235	Q9UJA2
Q8N257	Q96RL1
P22694	Q9NZT1
O95379	Q9NPJ6
P17252	Q9UKL4
P35626	Q9P1Q5
P52597	Q01081
Q99665	Q9P0W0
P04628	P18827
P17948	Q9H4P4
P05412	Q15759
P00519	Q70E73
O43323	P54826
P38398	Q12824
P18146	Q9UII4
Q09161	Q9UL03
P62258	Q12778
P33991	Q08945
Q0VG06	Q8IYD8
Q13418	Q9Y679
O14544	P23458
O15379	Q16665
O15392	P15170
P30480	Q13263
P31947	Q16890
P19174	P20273
P27540	Q16665
O00329	P13637
P18084	Q13753
P23229	Q9Y490
O95166	P31644
P29350	P43403
O15467	P46092
P46782	Q01201
P18146	Q06609
P10600	Q15796
P0C5Z0	P23527
P46778	P50914
Q5VTD9	Q6ZW76
Q08945	Q92832
P11362	Q9NSA1
P60520	P69891
P52756	Q05519
P39656	P56537
P01112	Q8N431
P40425	Q9NXF8
Q14258	Q8WVN8
P19174	P42684
P43243	Q15365
P09874	Q96PK6
P40225	Q9HBE5
P49407	P51685
O43837	P50213
Q15560	Q96B36
Q9UQK1	Q9Y243
P78396	Q13347
P09471	P28222
P60709	Q9H981
P18146	Q9UGC6
P49674	Q12778
Q8WW38	Q9NRR5
P32121	Q8NGB8
O43242	Q16401
P12814	Q96HC4
P08138	P63000
P47914	Q9NY93
P05231	P42702
Q92769	Q9NYJ8
Q16659	Q8N461
P17987	Q66LE6
Q9BU40	Q9UGN5
P61313	Q9UQ80
O14775	P35498
Q15428	Q9H307
P22061	Q00005
Q9BT78	Q9Y4E8
P18846	P22301
P43307	P60468
P23458	P78552
Q13523	Q9Y2Y9
406957	P01116
P18146	Q9ULZ2
P60520	Q01813
P00519	Q07890
P32418	Q9UN42
P46778	Q9UL18
P04183	P13942
P42224	Q06413
P62913	Q9UNX3
P51398	P62993
P62330	P78347
P11166	Q9UGI9
P78527	Q9BUB5
Q07021	Q5RKV6
P51965	Q9P0P0
Q7Z2V1	Q8N1F8
P46776	P61313
O00232	O43242
O95298	Q9NX14
P22612	P61224
P02746	P18146
P04637	P10828
Q05516	Q9P209
Q13573	Q8N201
P32121	Q00005
O75143	Q8IYT8
P28482	Q16828
P07437	Q8TCC3
Q13243	Q8IWZ8
O14802	Q9NW08
P51636	P61081
P31749	Q8WYR1
O15211	Q14194
P16220	P49137
P30480	Q9Y3A5
Q8NEB9	Q9UQM7
P32121	Q8NGB4
Q15393	Q9NPF4
Q96MT8	Q9NS73
P05107	P43405
P17612	P62158
P31751	Q96B36
P15036	P23771
O60260	Q9NRX3
Q13277	Q15836
P01889	Q9Y3F4
P04222	P24752
Q08289	Q13555
P62993	Q8WW59
554210	P37275
O75886	Q9Y263
P35626	Q8NGI8
O14730	O60641
P08134	P42331
P17612	P49841
P42858	P43357
Q07889	Q8NF50
P31751	Q969Q6
P01889	Q16836
O14920	P11021
Q8IYB3	Q9BUJ2
P46108	P53708
P18146	Q17RP2
P30304	Q9UQ88
Q96BK5	Q96QV1
Q99759	Q9Y230
P00519	P09603
P62070	Q15283
P22612	P54709
Q13131	Q49AN0
P27361	Q07889
Q16659	Q71U36
Q13573	Q8WUZ0
P24385	Q16576
P17612	Q70SY1
P53350	Q15811
Q92918	Q9UJU6
P63096	Q08828
P01236	P19235
P42574	Q08209
O95622	P63218
P05556	P46109
P02768	P62495
Q8TBB1	Q9BQD3
P50151	Q9H1C0
O14561	P03915
P54253	Q92609
P51692	Q9HC77
Q9BX46	Q9NWB1
P49642	Q9Y297
51639	Q9Y478
Q06787	Q7Z417
P62310	Q9BQA1
Q92547	Q9BX63
P29992	Q86XP0
P05771	Q15147
P12814	Q15942
P29350	Q15116
Q07889	Q13480
P0C869	Q7LDG7
Q14160	Q8IUQ4
O60641	Q99759
P58012	Q9UBK2
Q9UM73	Q9Y4K3
Q86YV6	Q9BUA6
P23508	Q96PZ0
P45983	Q9P219
P16144	P53708
P54725	Q99460
P48357	Q13191
P54259	Q8WYB5
P46199	Q14197
P39656	Q9Y2Q3
P17676	Q9Y2D1
P25815	P35579
Q9HBL0	Q9NPF4
P10109	P99999
P00519	Q9UQ16
O14640	Q9NPB6
P11362	Q9NQ66
P63104	Q9P2J5
O75159	P78552
Q13671	Q15796
O75369	Q9Y6R4
P51817	Q01814
O60341	O60383
P12268	Q9UBN6
Q13418	Q86Y56
P35544	Q7L5N1
O43504	Q9BVJ6
Q9UKR5	Q9Y333
Q13547	Q96PM5
P41182	Q9NYC9
P17931	P25445
O15084	Q96KM6
O75529	Q99459
O15379	P25963
P29401	Q9UBN6
P62807	Q9P0U4
Q9BT92	Q9Y5B8
P07741	Q9UET6
O75955	Q9BX66
O95372	Q9Y3C7
O15379	Q06330
P42768	P68400
Q9H6R7	Q9Y230
P07602	Q05086
Q13643	Q14847
O95347	Q9Y2Q3
Q13573	Q9NVI1
Q09472	Q9UBG7
O43306	Q8WXG9
Q01844	Q9Y467
P02768	Q9H6Q3
O00411	Q9H5Q4
O00329	P40197
P35659	P62805
Q8IWX8	Q8TAD8
Q14626	Q9P0W0
Q9UBS8	Q9Y2X8
O75928	Q13426
Q15116	Q9BQ51
Q92769	Q9H7L9
P61244	P67870
P49407	P62330
P04150	P19338
P67775	Q08999
P62158	Q13233
P63104	Q9HC77
P41235	Q9H6P5
O14964	P05783
O75044	Q9Y6N7
P31629	P63104
Q13362	Q86YF9
P12235	P30405
P08047	Q9BYW1
P42704	Q9Y6K9
O43677	P03901
Q93097	Q9UP38
P01112	Q13393
P08754	Q9H492
P51817	Q15746
O75822	P01106
P32298	P49407
P01243	P11177
O43405	P02458
P31942	Q8IWX8
P25025	P49407
Q8IWV7	Q9UBS4
Q13362	Q86US8
Q15291	Q5QNW6
P19404	Q16795
P33991	Q12905
P01375	Q06323
P15923	Q96I15
Q9BV47	Q9ULV5
P51812	Q13393
P08238	Q16665
O76064	Q15834
P33993	P60520
Q6P4R8	Q9H9F9
O94805	O96019
P49257	Q9BS26
O95751	Q9H8W4
O60684	Q14872
Q14684	Q96BK5
P12931	P27540
Q08334	Q13651
P49247	P51116
Q16643	Q9NSB8
Q14197	Q6P161
P07949	P19174
P14778	P46734
100008588	O60264
P16104	Q6ZW49
Q08334	Q9NPH9
P29033	Q03135
P08603	P42224
P01106	Q9UIL8
P14635	Q01094
Q13535	Q9UNF1
P56746	Q07157
P42677	P62280
406901	Q9BXL8
P17612	P52945
Q13219	Q6VMQ6
P17676	P49715
Q96TA1	Q99459
Q14164	Q9Y5S9
Q9P2D8	Q9UBE0
P19387	P52435
P25101	P49407
P08173	P61952
P05787	P28482
P22681	Q9ULH1
O95563	P05386
Q8IWF2	Q8IXB1
P25098	P30086
P01889	P20618
O14965	P04179
O43927	P51679
P04150	Q71SY5
P26368	Q15428
P31749	Q14397
Q13557	Q14573
P78371	Q15257
P17568	P56556
P51884	P61812
P30450	Q13241
O00168	P13637
O75970	Q9HB21
O75376	P35232
Q03135	Q16881
P16520	P63096
P01137	P55103
P15311	P23508
P15514	P33763
O76081	P55157
P06493	Q99728
Q16659	Q8IX03
P01889	P60660
P01135	P09619
P10636	P31749
P53007	Q9Y5V3
P12980	Q6UXH1
Q13683	Q13753
P04637	P18074
P53396	Q9Y478
P01106	Q15121
O43524	Q8IXJ6
Q68DC2	Q9UGN5
P78527	Q14191
Q96LZ3	Q9UM13
P54259	Q96PV6
O00463	P27986
P01111	P42771
P62330	Q9UHV9
P30559	Q9UF02
P62877	Q01831
P10599	Q96BK5
O00755	Q6FHJ7
Q15645	Q96FJ0
P17612	P27482
P04271	P08133
O15520	P17948
O60925	P10589
O95402	Q9BWU1
P08133	P60709
P01909	Q13432
P62906	P84098
P30480	P49720
P0C5Z0	Q9UBN7
P63218	Q8TCU6
Q6UWE0	Q9NPR9
P26367	P50458
O95433	P17844
O00144	P35222
P08887	Q9UBD9
O95190	P11926
Q8N5C8	Q99558
P21815	P26012
Q5VWK5	Q9NYY1
O60383	Q9NRL3
P02489	P02511
Q86V81	Q9UBU9
P05109	P62937
P08670	P16220
Q15796	Q96S55
P40337	P61513
P56945	Q13683
P02741	P35222
O43908	P30466
Q13952	Q96RK0
P78364	Q9HAT8
P61254	P62829
P16220	P35680
Q96HT8	Q9UBU8
P20585	P23025
Q8TDD1	Q9NX58
P16220	P63279
P26373	Q8IW41
O00401	P61160
P19532	P63173
P42858	Q99570
Q6P2Q9	Q9Y675
P01111	Q13009
P38484	Q8IU54
O95376	P26641
P50552	P63104
O60674	P52630
O00716	Q15910
P08575	P42680
P22736	Q9UNN5
O43683	Q15349
Q14449	Q99558
P16333	Q9Y2H0
P48058	Q14957
Q9UGJ1	Q9Y6D9
Q15714	Q99707
P12235	P45880
P63218	Q9NQ66
P62258	Q9NYJ8
O15524	P01106
Q16594	Q8WVD3
Q6P2Q9	Q96DI7
P08047	P14780
O00459	P16144
P04183	Q96NT0
P37235	Q9NRX2
Q13315	Q9P2J8
O14893	P26368
Q16787	Q7L1I2
P13591	P32004
O95400	P23246
P08172	P62873
Q9BWT7	Q9Y6K9
P78369	Q07157
P40145	P51817
P23246	P27348
P26038	P63261
P20339	P50395
P41221	Q96HF1
P50453	P68371
P04150	P10145
Q8TCW9	Q9H8W4
P37837	Q9UKY1
O43741	O95822
P41250	Q14164
O75533	Q15393
P62158	Q04206
P15153	P42684
P18206	Q8WVM8
Q13315	Q9UBE0
Q96NA2	Q9H4B7
P04637	P52292
O14641	Q8TAD8
P22301	P42702
P68133	Q9HAU4
P38398	Q96RT8
Q16827	Q99961
P02766	Q6UXH1
O43143	O75554
P13498	Q15080
P48454	Q9UIK4
P10914	P17676
P20226	P28360
P27986	P36542
Q5T3J3	Q9NPI1
Q01201	Q16630
A6NIT4	P19235
P46777	P62945
P63000	Q9P107
O14654	P19174
O15530	P23467
P61981	Q9NSK0
Q15291	Q99459
P22695	Q14197
P06241	P98077
Q8TEX9	Q9Y5J5
O75116	P61586
P18146	Q01581
O75365	Q99653
Q9P2S5	Q9UHV9
P22234	Q8TBB1
P54257	P60228
O43566	P63096
P35442	Q13683
P63092	Q01726
P32881	Q99650
P24864	P49918
Q14582	Q9NV44
P51817	Q9HBA0
P01040	P09668
O95402	Q6P2C8
Q92621	Q96EE3
P25440	Q9NPI1
406957	Q13315
Q9NPP4	Q9Y2Z0
P24394	P31785
P21796	Q9Y2Q3
P78543	Q96DU9
P28562	Q15759
O15263	P05204
P35222	Q01826
P10914	P29459
P42224	Q6UWB1
P63244	Q8IWX8
O00716	P33992
P11926	P84022
P63173	Q9UKV8
P07202	P31785
O14965	O75410
O00206	P58753
O43889	P27361
P10747	P27986
P01106	Q15393
P05771	Q86XP0
O75525	Q5VWX1
O15131	Q9NVS9
P01112	Q13233
P27105	Q15654
Q01130	Q15428
P46934	P60520
Q9GZY0	Q9NPJ8
O15105	P46734
P01106	P43490
O15360	P12931
P06400	Q00987
O14508	P40238
P12318	Q8NHL6
P62333	Q13200
Q13535	Q9NVC6
O00574	P02776
P35680	Q9BWD1
P16520	Q8WYR1
O75815	Q15631
P61077	Q96PU4
P19086	P30542
P25098	Q13371
P13987	Q16695
Q04206	Q9ULX6
O60840	Q12791
O14807	Q07889
P84095	Q9Y3M8
P52735	P61586
P54725	Q01844
O43670	P52272
P46108	Q92569
P24522	P51532
P16333	P51398
Q9UPY6	Q9UQB8
P20823	P61457
P28482	Q13464
O95251	P49910
Q7L7L0	Q7Z2G1
O43301	Q13573
P08238	Q9Y2Z0
P63208	Q00839
O75604	Q7L4P6
P07910	Q07955
P56545	Q13310
P10914	P35269
Q02447	Q92819
P38405	Q8NH18
P02778	P32248
P17252	Q96BA8
P22612	P46020
P61619	Q9Y478
P01106	P05023
P01303	Q92847
O60895	P84996
P14136	Q96GD4
P12755	Q9BZK7
Q8NHQ1	Q9Y3D7
P04637	Q71UM5
P16333	Q9NZM4
P15018	P17181
Q53TQ3	Q9Y265
O43143	P52756
P01106	Q96Q11
Q12888	Q71DI3
Q8N474	Q9NY61
O15264	Q8NC51
O15372	Q99613
P08151	P48729
P08621	Q15797
P21860	Q16665
O43524	Q16665
P29353	Q8NEM2
O14920	Q14790
P22612	Q15746
O75807	P36873
P63261	Q9Y4K3
P05386	P51681
P04350	Q12933
Q01860	Q9UJU5
P31785	Q8IU54
P30279	Q14765
P78371	Q9Y572
P04350	Q8NCM8
O00463	Q02223
O15360	Q9NPI8
P29459	P31785
Q07864	Q13315
P20809	P58012
O00459	P43405
P10415	Q13625
O94868	Q9NZ63
P47897	Q13526
P01215	P01225
P08069	P63092
P62879	Q8NFM4
Q99689	Q9Y6M9
P00374	Q9UJX2
P38936	Q96FW1
Q9H1D9	Q9Y250
O14920	Q99759
P35221	P63104
P30086	Q9Y4K3
Q15796	Q9NSE2
O95347	P62330
O95182	O95299
P42229	Q99490
O14610	Q00722
P12931	Q9Y4K3
O43557	Q9NR28
P40225	Q8IU57
Q7Z5H3	Q92730
O95197	Q9NQC3
P42830	P51677
P35606	Q99459
O75676	P16220
Q5T3J3	Q9H5J8
O75674	Q15075
P08238	P18124
Q9UMS4	Q9UPT5
P31260	Q92769
P05106	Q9Y6N6
P17081	Q15642
Q00597	Q13813
P17948	Q92913
O60262	Q9NQ66
P0CG48	Q96B97
O14641	O95996
Q16584	Q92918
P61088	Q9Y478
P61077	Q6ZSG1
P50150	Q14833
P01111	P05771
P08172	Q96D09
P35226	P63279
P04628	P52951
P07766	Q6PIZ9
P19429	P22612
P62877	Q13619
P05067	P55084
P0DJD1	P61956
P62308	Q8WXD5
O76074	Q14643
P35606	P49798
Q04206	Q9BVA1
Q13469	Q14814
P02545	P25067
O75352	P61247
Q8IU60	Q9HAU5
O43524	Q08050
O75197	Q9NPG1
Q15714	Q9H936
Q13485	Q96RN5
P46782	P62979
P20226	Q969F0
P63211	Q15147
P26006	Q05397
Q15796	Q9NQB0
O15144	Q9P1U1
O43707	Q86UL8
O15379	O60907
P12110	P26010
P50993	Q8WYR1
P53350	Q9UKA1
O94906	P01106
Q14790	Q9BXL7
P00734	P07225
P18146	Q96BK5
O00750	P16333
Q16236	Q9UJX0
