#node1	node2
O60343	Q9NR30
P38398	Q9GZX5
P11234	Q05655
O15524	P10914
P05362	P15311
P01112	P22455
P62955	Q06190
P36639	Q9HC36
407051	P55316
P15153	P41743
Q07890	Q9UKX5
P42568	Q9UHB7
P05412	P20749
P12931	Q9UL51
O95998	P17676
Q12789	Q15910
Q9C040	Q9UKE5
O43306	Q05655
P10276	P39687
P28482	P42224
P19784	Q13526
O00329	O00463
P20963	Q9H6Q3
P08107	P13569
P01892	P43630
P56749	Q9NRL3
Q15645	Q9NTN9
P33992	Q92794
P50151	Q9UBY5
P08670	Q7L311
P10644	P17612
P36941	Q13349
P07900	Q12809
O75438	O95167
P10827	Q9NVC6
O14625	P51677
P22670	Q99459
P37802	Q14164
P09382	P78347
P01308	P27361
Q03135	Q14108
Q99469	Q9NZQ3
P36897	Q9Y3F4
O00750	P04626
P62877	Q9NQR1
O43688	Q13393
P01225	P23945
P63279	Q9Y4E5
P00488	Q99962
P62937	P63098
Q13435	Q9UL18
P14618	P38936
Q8IVH8	Q99962
P01241	P39019
O75461	P12004
Q05516	Q8TC92
P41225	Q15583
P51451	Q05086
P09038	P22607
Q13642	Q5VU43
P48544	P59768
P38405	Q8NHC8
P24522	Q8N205
P01112	P04637
P10398	P62258
P13501	P46092
O60762	Q9HAW0
O60739	P37802
P05162	Q71U36
P12830	P18031
O43561	P43405
O14807	Q13009
O00305	Q13554
O94762	P12004
P21802	Q99962
P63104	Q05086
O14775	O60238
Q14344	Q3MJ16
P01308	P29317
O43318	Q99759
O00329	P40197
P05387	P62993
Q04771	Q9NW38
O15145	Q07890
Q13098	Q13216
P38405	Q8NGK6
Q14653	Q9UHD2
P56706	Q9Y5W5
P01210	P18146
P06576	P38936
Q15370	Q96BD6
O60729	Q9UJX5
P42263	Q12879
P85037	Q92560
P78560	Q9UKR5
P02489	P04792
O43251	P52597
P12757	Q13219
O75578	P25391
P80098	Q9NPB9
P60709	Q99459
P20810	P62993
P11142	Q07021
P23443	Q9BUZ4
Q5T4F7	Q9UBV4
O14610	P48736
O95777	Q8IU57
O60506	P01106
Q16611	Q9HD36
P06734	P20702
P10809	Q00005
P30044	Q96BK5
P62873	Q00975
O60684	Q00978
P03372	P15291
P05305	P24530
P06241	Q9UMY4
P01567	P78552
Q13432	Q9UIM3
Q03001	Q8TDR0
P01106	Q14055
P48357	Q8IZJ0
Q16539	Q99683
O60563	O60583
Q13263	Q9Y4K3
P17812	P61981
Q13573	Q9NV70
P38405	P47888
O43182	Q07890
P61513	Q02878
P62993	Q9P0K7
P0CG48	P31946
P61981	Q07866
P19174	Q92988
P0CG47	Q01201
P27361	Q9NYA1
P21815	Q13797
Q13315	Q86W50
O43734	Q96RJ3
P12644	Q12841
P61077	Q96PM9
P10721	Q9HCT0
P30154	Q9NWZ3
O75554	Q8N684
406981	Q8WY64
P32927	Q8IU54
O75381	P50542
P22612	Q8TEY5
P13569	Q14254
P61326	P62633
P54819	Q14164
Q8WWR8	Q99750
P27986	P63218
O43463	Q96EB6
O95834	Q9UET6
O75508	Q8N6F1
O14519	O75956
P0CG48	Q15078
Q16777	Q96A08
407021	P02461
P48645	Q13424
O14508	P42229
P05067	Q9Y5Z0
P06730	Q14240
Q9H074	Q9H361
P12270	Q5SRE5
P05412	P45984
Q6ZNA4	Q96B02
P07195	Q9UHD2
Q12824	Q6STE5
P50570	Q9UBV8
P40429	Q07020
P09471	Q13255
P23921	Q16254
Q13868	Q8TF46
P62316	Q06124
O43237	P04350
Q9UNY4	Q9Y6A5
P24385	P38936
P04843	Q9UHD9
P10275	Q687X5
P38646	P63104
P01571	Q9UHF4
Q8IXI1	Q9P107
P32004	Q15418
P29992	P61073
P35226	P62805
Q6UVK1	Q9H832
P45984	P51452
Q9NRD5	Q9P212
O94817	Q9NSB4
P30480	Q01105
P35626	Q8NH69
O60306	Q9NW64
P27986	Q15366
P24941	Q93096
Q15714	Q9ULC4
P61968	Q13363
Q8N448	Q9H832
P78527	Q00613
Q9UI30	Q9UKE5
P04183	P27694
O15516	Q8WYA1
P10276	Q96F24
P62993	P68104
P63092	Q86XP0
P51812	P68431
Q16531	Q9Y6K9
P30260	Q96LZ3
O95405	Q9Y561
P40763	Q8WXH5
P42345	Q13542
Q12955	Q16659
P11142	Q15628
P12236	Q9UKV8
P50052	P50148
P40426	Q6RW13
P09913	Q00978
P09769	Q96B97
P14778	Q9H0E2
P03372	P49716
P10912	P29460
Q9BW60	Q9NR96
Q32MK0	Q9BUA6
P13987	Q04695
Q15428	Q9UMS4
Q00534	Q13547
O95059	Q9UMN6
O95405	Q15038
O14777	Q9BZD4
P21246	Q99728
P63173	Q9Y3U8
O15492	Q14344
P27635	P62829
P09471	Q16539
P31749	Q15119
P20073	Q09028
O14511	P21860
O60729	Q8IXJ6
O60383	P04183
Q8IX03	Q8N878
Q08945	Q14566
Q13573	Q14203
Q14683	Q9UJ98
P32519	Q04864
Q9BVJ7	Q9BYC9
P01111	Q02750
O60383	P42773
Q04206	Q9Y230
O75529	Q92830
P35609	Q12959
P28827	P63244
P36954	Q9NX70
Q13404	Q96P09
P05386	P61077
Q07020	Q9Y3U8
Q96A33	Q9H1C4
P39023	P98175
A6NHG9	P38405
O95793	P46779
P18564	P23229
P00533	Q00169
P17844	Q9Y6E0
P57678	P63162
Q13310	Q8IYD1
Q13418	Q15404
P19387	Q9GZS3
Q13315	Q6PCD5
P62140	P62993
P06400	P30281
Q13123	Q13573
P01889	Q13263
P60709	Q9BX66
P11021	Q9UBS4
P08107	P09874
P22612	P48058
P11473	P49913
Q7Z5H3	Q8IXI1
P05067	Q8WW43
P27986	Q96Q35
P27348	P48729
Q9H3U1	Q9Y5J5
O43426	O94875
P52948	Q99567
P18847	P27361
O60925	Q99613
P05387	P61313
O14593	P25774
P61244	Q92905
P46108	Q14296
P31749	Q86V81
P50148	Q15147
P10070	Q9HCP0
P00519	P14317
P49841	Q15847
Q9UGJ1	Q9Y5J5
Q8N7W2	Q9H190
Q06413	Q9H1R3
P08047	Q8N4M1
Q02750	Q13177
Q13501	Q9HCE7
P43657	Q8WYR1
P63104	Q09666
O15047	P06899
P63104	Q9H9J4
P01871	P04264
P17302	P51817
P07948	P35222
O14610	P27986
P19174	Q9BYB0
P17480	Q96Q83
P32927	P51692
Q15139	Q9NYF0
P60174	Q9Y234
P49841	Q05397
P15153	Q13177
Q99759	Q9H1R3
P62993	Q9Y244
P46459	P54920
P01106	Q9NU22
O43306	P04899
P63165	Q99607
406957	Q9NRR4
P10242	P61626
Q96C10	Q9UKV8
P04637	P08047
P53355	Q8IZJ1
P67870	Q00169
P01579	P42702
O60814	Q9UPS6
Q96Q89	Q9Y265
Q9NRF9	Q9NRG0
P30050	P61353
P08631	P32927
407053	O75030
P35499	Q13424
P62280	P62847
O95167	P51970
P43629	Q06124
P09529	P10600
O14618	Q02410
Q8IX90	Q96BD8
O60343	Q8IY92
P62191	Q15008
P60709	Q14974
O15162	Q9H7M9
P16333	Q9H1H9
P18859	P56385
Q969S8	Q99879
P24043	Q13683
407035	Q6WCQ1
P49810	Q04721
P56856	Q8N7P3
P55795	Q8WWY3
P16298	Q9NYG5
O43390	P52272
Q15365	Q99684
P21333	P62993
Q13315	Q9NY61
P38919	Q13573
P06899	Q92830
P0C7U1	Q92793
P55157	Q13023
P05388	P36578
P22607	P49765
P35226	P51784
O75351	Q9NZZ3
Q13111	Q9NVP2
P62158	Q13972
P35626	Q8NGA0
P04637	Q99988
P16220	Q13627
Q13616	Q4G163
P59998	P61158
P61160	P68032
P12931	P61978
P42685	P63000
P61026	Q86TI0
P19793	Q16637
P42081	Q04206
Q13698	Q9UBI6
P32969	P62906
P04233	P61073
P33076	P48382
A6NHL2	Q3ZCM7
P25788	P60900
P11233	P45983
P55212	Q14790
P08648	P16144
Q9BY11	Q9NQC1
Q13315	Q14151
Q16659	Q8WUM4
P05412	P28562
P15923	Q8TE12
P01106	Q12983
P04085	P09486
P49407	Q92541
O14874	Q52LJ0
P28067	Q9GIY3
P22736	Q8NAF0
O15525	Q5RL73
A6NET4	P35626
O75937	Q9BUJ2
Q12879	Q9P0X4
P18146	Q8WUM0
P04350	Q07666
P30480	P55786
P09693	P42338
Q7L590	Q9UJX2
Q6P2Q9	Q96NB3
O60739	Q01105
P68431	Q9NQ92
P15311	P30480
Q96EB6	Q9Y543
P07766	Q8TE68
O43741	P11166
P10074	Q92997
P61586	Q7Z406
Q8WU90	Q9H7E9
O00238	P22004
P02461	P17301
P10747	P27986
Q09666	Q13573
O14737	P23508
P62244	P62854
Q15459	Q9BQA1
Q13370	Q13554
Q13077	Q13546
Q08170	Q15365
P08123	P08514
P04183	Q16891
P56199	Q9NVD7
P16150	Q8N201
P50591	Q14653
Q13093	Q13315
O75800	Q9Y3Q8
P54257	Q96NT1
P62877	Q9NZJ0
Q13772	Q9UBS8
P09012	P52747
P27482	P27987
P62993	Q8IZD9
P01106	Q15717
Q9GZV5	Q9UDY2
Q9H8T0	Q9UPT5
P10636	P51817
Q96BH1	Q96LR5
P32456	Q92734
O60266	P63211
P51610	P58876
Q8N9I9	Q9UM47
O14965	O95685
O00716	Q7L590
Q12974	Q8NE01
O14776	P08107
P31943	Q9BUJ2
Q05513	Q13164
P17252	P62070
O14544	Q8N6P7
Q09013	Q9NRR5
P01133	P62736
P48051	P51817
O43187	P49711
Q01449	Q9BZL4
P61586	Q52LW3
O60427	Q9BRP4
P10124	P10144
O95997	P04637
O43353	Q9Y239
O75643	Q15029
P50570	Q9UKM7
Q13153	Q9UBI6
O60296	P47869
O95831	P16104
O75626	P42336
P46094	Q8WTQ7
P16144	Q14031
P26992	Q16619
P60709	Q13352
P35659	Q99877
P06748	Q9UKF6
Q03135	Q12778
P08754	Q9BXC0
O75376	P56524
P12980	Q9P0M9
O00487	P62333
P20073	Q8NBE8
P01106	P20807
O15260	Q9H1C4
P06213	Q9NP95
O75365	Q9UI12
O15442	P20073
P35626	Q6IF00
P19235	P35225
P31947	Q9H4B6
P28482	P36507
P00533	Q15389
Q92769	Q9UK53
P13569	P20823
Q9H6E4	Q9NRR5
P27635	P46776
P84090	Q9Y3C7
O14744	O15105
O15021	Q13315
P20618	P61421
Q14934	Q9UQM7
P17948	Q9H0M0
O60269	P62258
P13232	Q9UHF4
P98177	Q13131
P04234	P06241
P62258	Q9Y4H2
P56537	Q9NZI2
P40189	Q92569
P38936	P51531
P31946	Q9P0V3
P63172	Q9UBX3
O14641	P05412
P53778	P99999
P13798	Q9GZZ9
O00214	P56199
O15131	Q13303
P38405	Q8NGK1
O00305	P62136
Q12933	Q93009
Q06455	Q9BY41
O75385	P54646
P16581	P19838
Q92997	Q9BTC0
P10275	Q9Y2I1
P05019	P16234
Q12805	Q16610
Q13363	Q9P2Y4
P10912	P13725
P06241	Q9HBA0
O00716	P30281
P05455	P10144
Q8WWF5	Q96B02
P01106	Q8IXU6
P45983	Q16539
Q13228	Q5UIP0
Q13356	Q92733
Q92556	Q92608
P07900	Q16543
Q86U86	Q969G3
Q7Z4W1	Q9Y2Q3
Q96L34	Q96N67
O60244	P52630
P05556	Q9Y3P9
P55157	Q9NRJ4
Q9H1J5	Q9ULV1
P22492	P49841
P19012	Q9GZT8
P08246	Q99684
P01106	Q13077
P63151	Q05513
Q13315	Q8TD55
O95243	P67870
P54132	Q5UIP0
P33778	Q9UKV0
P13232	P42701
P43360	Q9Y3A5
P05556	P17612
O15083	Q13136
P35221	Q9UDY2
P06241	Q9NZQ3
O15111	Q06187
407034	P63279
P45983	Q8N5C8
O94941	P51965
O15239	O95299
O43395	Q15843
Q9UQ80	Q9Y478
O14920	O95819
P15884	P24385
Q14919	Q9Y2V7
P60709	Q7Z406
Q16384	Q969G2
P63279	Q8TAD8
P49238	Q99731
O60383	P51159
O14904	Q9ULV1
P30154	Q9Y243
P15260	P29597
P49841	Q86WZ6
P46109	Q99704
P35226	Q16891
P10916	P12883
Q3ZCQ8	Q9NYJ8
P21333	P63267
P05423	P53803
O75175	Q9NZN8
P19532	Q99460
P0CG48	Q8WTU0
P28482	Q9Y603
A6NM03	P38405
Q96L91	Q96Q83
O00165	P10144
P24394	Q05513
P14649	P35749
P31431	Q9UQP3
O00501	O95049
P57678	Q13418
P18621	P62899
O60739	Q9GZZ1
O43683	Q99459
Q12772	Q8IUH5
P15311	P32942
O94856	P06241
P62191	Q13573
Q07890	Q14185
P06400	P35869
P11309	Q96B36
O60880	Q99704
P30457	Q5XKP0
P06241	P98082
Q8WXD5	Q9H840
Q92858	Q9BZE3
O14625	P49238
P15927	P24941
P49591	Q9UKE5
Q7Z2V1	Q96S99
Q8NI35	Q9NVP1
P01106	Q14289
Q969G6	Q9UBS3
P62993	Q96IZ0
P01106	P27361
Q13573	Q14974
Q13315	Q9UQE7
P60568	Q9HC73
Q5VTD9	Q92832
P49902	P51116
Q14994	Q3L8U1
P17844	Q13547
Q16620	Q96S59
P04234	Q13422
O00264	Q9H1Y0
P01889	Q9NSE4
P38936	Q99832
O95715	P32248
406883	Q9H9Z2
Q15834	Q53FD0
Q13573	Q8WVM7
P46778	P61313
P02776	P49238
P10827	Q9Y2X0
P42566	P52594
406987	P98172
P35638	Q96RU7
P46778	P83881
Q14207	Q14209
P22612	Q9H1R3
P14543	P98160
O15360	Q8TAQ2
P18146	P27361
P12109	Q05397
P62714	Q05513
Q04637	Q8NFH3
P52735	Q6WCQ1
P62136	Q9NY47
P05556	Q92569
P19838	Q9BUF5
P08138	P23560
P49368	Q9H9G7
P31314	Q92570
P36897	Q9NSN8
O43521	P55210
P30480	Q96AG4
O60894	Q5JWF2
P14780	P15514
P62487	Q9HCS7
P49137	P53667
O15467	P51677
P01116	Q14644
P61247	Q8IW19
P62380	Q8N357
Q92616	Q9Y4K3
P98177	Q16539
Q15714	Q96T76
Q16566	Q8TD86
P03901	Q9P0J0
Q9UK45	Q9Y4Y9
Q99878	Q99880
Q14164	Q9H173
P35442	Q9UKX5
P29353	Q99459
P18146	Q04900
Q86UW9	Q8HWS3
P51668	Q13233
Q8N257	Q96KK5
P07339	P10147
P34969	Q96D09
P54278	Q8WXE1
P11362	Q15464
P47756	Q9P287
P53778	P63000
P28749	P35232
P0C0S5	Q15906
P61088	Q6PCD5
P39656	Q9H9G7
O75821	P55010
P24723	Q16625
P17948	Q9H201
O75398	P49840
P11171	P43686
O14920	Q92793
Q92769	Q9C0K0
P35626	Q9P1Q5
P31751	Q70SY1
Q08117	Q9NPC8
P11142	P49642
O15055	P51608
P30443	P43626
Q92597	Q969Y2
P56880	P57739
P13073	Q8IXH7
Q96SN8	Q9NRP7
Q96QV6	Q96RL1
P67775	Q66LE6
Q96GM8	Q9BQA1
O14920	P04350
P28482	Q92731
Q06323	Q15047
P01579	Q03060
P32927	P42338
Q13535	Q8N5P1
O95832	P57739
P82980	Q92796
P17544	P19838
P51677	Q07325
P16104	Q9Y230
P21802	Q00722
Q14207	Q9BQA5
Q96HR3	Q9BTT4
P01106	Q8N1G2
O76011	Q92796
P51817	Q8WXS5
O95471	P56747
O43395	Q92997
Q14764	Q99459
Q93009	Q9Y230
O00175	P61073
Q9H2X3	Q9NZN5
Q76N89	Q93009
407055	P08069
Q13315	Q6ZRS2
P34998	Q5JWF2
O75015	Q15759
Q9NV56	Q9Y230
C9JDP6	P56856
Q02224	Q9UQE7
Q07889	Q13009
P04908	Q93079
O95352	Q12778
Q9BWW4	Q9UPN9
O60437	Q93009
406954	P35625
Q13535	Q9NW38
P41221	Q9NPG1
Q9P2S5	Q9UQE7
Q13200	Q99460
P46736	Q9NXR7
Q13332	Q15047
O95861	Q9Y4K3
P12931	P19174
P30040	P30480
A6NND4	P35626
O95704	Q9HBG4
P12111	P56199
P11234	Q16513
P18146	Q5UIP0
P20618	P30480
P51965	Q5VTB9
O14641	P36575
O14640	Q04721
P67775	Q9Y2T4
Q86U70	Q9BWG4
Q99717	Q9BWF3
P84022	Q9UHL9
Q13191	Q8IU57
P49914	Q9Y3Q8
Q9H3G5	Q9NSA3
O15111	P55957
P01225	P27361
P56746	P57739
O43921	P09619
O15514	O95402
O43679	P61968
O14907	Q13952
P62877	Q15796
Q13042	Q9UM13
P08581	Q12913
O00522	Q9P246
P01106	Q9NWW5
Q04206	Q96AZ6
O00459	P63218
O60641	P00533
Q01804	Q96JB5
P50281	P56945
O60341	Q9GZT6
P22736	Q14802
O43678	O95182
O96019	Q99459
Q12841	Q8WZ42
P04637	Q8NHY2
Q06787	Q96S59
P61978	Q9NQX5
P49366	Q9GZV4
P06400	P42166
P21860	Q13882
P51684	Q99616
P01100	P01584
Q7Z2G1	Q9UQL6
P15884	P17931
P63104	P84098
Q12824	Q9H5J8
P05108	P84022
P02647	P69905
P35527	Q99963
P57678	Q13573
P21796	P30480
P01106	P05067
P18146	Q12824
P22392	P62745
P63165	Q9H0J9
P49711	P84022
O60566	Q10567
P15336	Q99871
O43734	Q96F46
P23677	P62158
P26641	Q96KR7
P17302	P22612
P30559	Q06432
Q9Y3U8	Q9Y4K3
P04150	P20962
Q5T3J3	Q92993
Q14164	Q9UBB6
P17844	P31942
O14672	P25024
P01889	P61586
P98164	Q5SW96
P60228	Q9HC44
Q96RR4	Q9UGI9
P04839	P10914
P13725	Q6UXL0
Q15303	Q9Y2D9
P15407	P35638
P12004	Q8WZ19
P53350	Q2NKX8
P61981	Q02241
P42263	P62140
P50151	P84996
Q06609	Q86YC2
P05000	P19235
O43463	Q92769
P08758	P13569
Q01668	Q9Y5P8
O14646	O75376
P35443	Q13683
P19883	Q05513
P04278	Q9BXW7
P12931	P55196
Q16665	Q92905
P15924	P78527
A0JLT2	Q9Y3C7
Q14677	Q9H492
P25942	P52294
P63098	Q9NZT1
P36897	Q9C0J8
P00746	P02768
P00540	P62070
P14060	Q53ET0
P17813	Q03167
P15884	Q9NR48
Q13485	Q9GZV5
Q9NR12	Q9P286
Q6Y7W6	Q7Z591
P05106	Q9Y490
Q13315	Q9BQE6
O60885	O95433
O75122	Q99996
P04114	P17931
Q00587	Q9BQ66
P0CG48	Q9UNQ0
P22694	Q8NFM4
Q08117	Q16539
O14610	O75899
P53805	Q9H0E2
P23508	P99999
P16871	P32881
O00716	P24941
P23528	P68032
P35268	Q9Y3U8
O00303	Q13347
P61254	Q96BK5
P10276	P63279
Q03135	Q9H0E2
P04271	P14136
P19525	P53778
P46108	P54253
P25788	Q9P2R6
Q9H6I2	Q9NQB0
O15442	P04183
Q7L5D6	Q9Y6H5
P01891	Q8NHL6
O00459	P29597
P68431	Q8N806
O00168	P54710
Q01196	Q9UPN9
P15884	Q13363
P61981	Q7KZI7
P13010	Q16531
P09471	P28221
O60262	P05129
P01568	P16871
Q15648	Q9ULK4
P12956	Q00839
O94776	Q13547
P35498	P63215
P38398	Q9NRH3
P19793	Q71SY5
P99999	Q07817
Q8WWW0	Q9H492
O43707	Q99759
P08107	Q16659
5512	Q9UD71
P05231	Q9HBE5
O00716	P04183
P14174	Q9H9D4
P49903	Q96E40
P63096	Q14416
P54259	P61964
P20929	Q8WZ42
P41220	Q8NAF0
Q92769	Q9UBG7
P53355	Q86YT6
Q03135	Q16881
P42685	Q8IZP0
P16220	P31249
Q04206	Q15672
Q13469	Q15306
P47897	Q15714
Q13131	Q16822
P01023	P01127
O43395	Q15428
Q13315	Q96DT7
P10415	P21796
P16220	Q5HYC2
P15153	P19878
Q8TEX9	Q9HAW0
Q01668	Q05586
P29353	Q14289
O00305	Q15172
O14966	Q9UK45
O60239	Q9NRI5
P12956	P56182
