#node1	node2
P47813	P54253
P23497	P55854
O94973	P09497
P63208	Q9UKB1
P07766	Q8TE67
P32121	Q8NH69
P35626	Q9GZK7
P17302	Q07157
P07355	Q13315
P31946	P46937
P31751	P56279
O60551	P04183
O60508	Q13243
Q13137	Q9BUZ4
Q13616	Q15843
Q9NR31	Q9Y4K3
P49716	Q70EL3
P17655	Q9Y490
O15360	Q96GM5
P12004	Q9NS91
P46782	P62701
P01106	Q6P1J9
P06899	Q9UBL3
P13942	P31431
Q07021	Q5JVS0
Q13114	Q15326
Q13620	Q8TC44
P13805	Q9Y2Y6
Q9NYG5	Q9UJX3
O00180	P63279
P27635	P61313
P01241	Q6UXL0
P54132	Q8IYD8
O60674	P05015
Q7L7L0	Q969S8
P16520	Q14833
P11362	P35222
Q96QB1	Q9HBH0
Q12962	Q9Y4A5
P49459	Q6P1J9
P19838	P52926
P16403	P27348
Q05193	Q9BY11
Q92997	Q969G9
O60502	P67870
Q8TBB1	Q9UI14
Q04864	Q16548
P04049	P31947
P52735	Q8WUB8
O15105	Q15796
O60684	P55060
P08913	Q13424
P17812	P31946
A0JLT2	Q96HR3
O15372	O60739
O43491	P61981
P10828	P55345
P33993	Q9Y4K3
P61981	Q96N67
O60861	P23246
P32121	Q8NGI3
O14512	Q6UXL0
P41182	Q99835
O95167	P56556
P04637	P26447
Q13315	Q15554
P20073	Q93063
P36897	Q9H0M0
P08047	Q5U623
P29992	P32238
O43524	Q96EB6
O14745	P48048
P61587	Q9P227
O15111	P36941
Q53TQ3	Q9Y230
P00533	P40763
O95405	Q9Y561
P06493	P37173
Q15052	Q9UK33
P21246	Q969Z0
406991	O95980
P41273	Q13077
Q14511	Q96J02
P06493	P50579
O43741	Q53ET0
P25098	Q13371
P07333	Q9GZP0
P50990	Q9H7D0
P30084	Q9HAU4
P11142	Q12809
P62070	Q9Y4G8
P24385	P62877
Q9H1R3	Q9NQU5
406902	Q15853
P41182	Q8NGG4
Q13185	Q13535
P98177	Q15759
Q9BQY4	Q9Y2Y4
P19235	P22681
Q8WWH5	Q99459
P84022	Q13705
P51636	Q9UGM3
O95793	P60953
P02649	P02768
O43889	P22694
O15264	Q9BQI3
P30457	P51571
O60566	Q9UJX6
O43281	Q15788
P05387	P84098
P19438	P27708
Q13315	Q9NUA8
Q9H944	Q9NX70
P57086	Q0D2J5
P30279	P49918
Q9UJX2	Q9UM13
P35638	Q07890
P23368	Q14197
407008	O15111
P04150	Q9NPF4
P56945	Q9H270
O60260	O60671
P05067	P22303
P29597	P51692
P19474	Q99459
Q14566	Q9UBU7
P12931	Q92988
O15063	P01106
P30050	P84098
P60953	Q8N5V2
P40259	P43403
Q02080	Q13469
P32246	P48061
O95294	P01112
P53350	Q7L590
P01106	Q15121
O95343	Q08117
P32969	P46776
Q15459	Q9NZC7
O00716	P51532
P40222	Q9Y6K9
Q06945	Q9NQB0
P22607	P49763
O15514	P62487
P54098	Q9UHN1
P08123	P14316
O95402	Q9NX70
P14859	P28347
P52948	Q96EE3
P19438	P62993
O95251	O95295
Q8IYH5	Q92830
Q13237	Q9Y210
C9JDP6	Q8N6F1
P63104	Q9NRI5
P62805	P68400
Q5M9N0	Q9UJ70
Q9H9Y6	Q9NYV6
Q93077	Q99880
P56199	Q07890
P05106	P17301
O15392	P06493
Q86UW7	Q96KG7
P01730	P01909
P41236	P62136
Q8NC51	Q8TB96
P35498	P61952
Q13315	Q16630
P12931	Q13023
P29597	Q9HBE5
P55212	Q12873
Q96AH8	Q9BVA1
O60493	P23508
P04049	P08727
P06241	Q99704
P01588	Q16665
Q04637	Q9BUB5
P83876	Q9BUQ8
P43146	P62277
P24385	Q01101
O60739	Q13526
O15372	P08238
Q16658	Q9Y478
P23588	P62258
O15264	Q8NC51
P04792	Q9Y243
A5YKK6	P61421
P0CJ77	P25090
P36954	Q9BTT4
P04626	P29353
Q12873	Q9UBB5
P31150	Q9UET6
P01106	Q96MG8
Q13144	Q9NR50
P01569	P19235
P48444	Q9Y5J5
P52657	Q08050
O75626	Q04724
P07602	Q86YV5
P00734	P02671
P42224	P63244
O95467	P41220
P10275	P61978
P42224	Q9Y566
P05112	P26992
P31749	P56279
Q15008	Q9Y478
O96019	Q9H0E9
P05556	P37173
P19838	Q05639
Q01469	Q9Y4K3
P55265	Q92900
O75821	Q13573
Q8WX93	Q9NZQ3
P61956	Q92934
P07766	P42338
P60953	Q07157
P56706	Q9ULW2
Q13526	Q9Y478
P25685	Q9Y4P8
P48544	Q9P2W3
O00238	Q9NYN1
Q13418	Q9NPH0
O00232	P35998
P63104	Q9Y2J2
O43561	Q13239
P32927	Q15744
O75400	Q8IVF7
P0CG48	Q92783
P23246	P78347
P63167	Q8NA92
P61586	Q8IZD9
P30305	Q16513
P14598	P47712
O60506	P78527
Q08828	Q13557
P01562	P16871
Q14164	Q15078
P21728	P50148
P62241	P62249
P25098	P46092
P00736	P0C0L4
P01579	P48357
P00533	P31949
P46109	Q9UKX5
O60381	Q9Y5K6
P16671	P49023
Q01718	Q5JWF2
P04908	Q99879
P10276	Q16236
O00757	Q9NRI5
406995	Q15796
P33240	Q13011
Q15276	Q9UJ41
P68400	Q96EB6
Q14571	Q9Y6F6
P55196	P63267
P24941	Q99741
O15530	Q9Y2X7
Q9UBC5	Q9Y5J5
P00750	P05121
O43318	Q99683
406937	P42224
P05556	P22694
A0JLT2	O00472
P14555	P29992
P51991	Q9UHX1
P24941	P36873
O14662	Q96AJ9
Q99417	Q99829
Q15287	Q9H7Z3
O43683	Q13257
Q15208	Q9Y5B0
Q01629	Q96EY7
Q07817	Q09472
Q8WYJ6	Q96GD4
A8TX70	P17301
P51572	Q9UKE5
P51965	Q9NVW2
O15335	P05106
P41220	P51946
P09471	Q00722
O75970	P78369
O75475	O94788
O75376	Q96ST3
P63173	P83881
O14543	Q8IU57
O00292	Q96S42
O75116	Q7Z406
P35968	Q15147
P16333	Q9HCU4
O43521	Q16548
P10636	P62979
P36402	Q09472
O95628	Q13315
O14639	Q9Y3Q8
Q96K37	Q9NUQ8
P02766	P51946
P23229	P24043
B1A4H9	P14784
P54687	Q99717
P31749	Q96SB3
P08069	Q9NQ66
Q96SB3	Q9Y572
P28482	Q02750
P11142	P35222
P0DJD0	P63279
Q9BQ66	Q9UBX3
O00220	P21580
O43261	Q9NVJ2
P22612	Q13224
O00459	P54709
P78337	Q13562
P63215	Q92633
O95197	Q14088
O15287	P07992
P16298	P62993
P05060	P12236
P30260	Q9UJX5
Q13151	Q8IWZ8
P26368	Q8N684
P63244	Q13617
Q96GM8	Q96S21
P51684	Q99731
P16233	P62258
P29317	Q92529
Q02078	Q13469
P01308	P21802
Q8NHZ8	Q9BS18
Q99638	Q9NS91
P55072	Q8NHG7
P51148	Q15276
P23508	Q9Y3B8
O60925	Q5UIP0
P56856	P56880
P07333	Q9ULV8
O15083	O75334
Q13087	Q15788
P07942	P12109
O43566	P62834
O15162	Q96ME1
P27361	P40763
P17612	Q05586
Q9UIG0	Q9UPN9
P63104	Q8N122
Q92900	Q9UPR3
P49207	P63173
Q9UM73	Q9Y581
Q9HAW0	Q9UIA9
Q9HBE4	Q9UGN5
Q04206	Q96C36
P16333	P47928
Q66LE6	Q8WXS5
P34932	Q99933
Q14847	Q15038
Q16619	Q6UXL0
O14807	Q92569
Q13501	Q16543
Q09013	Q9NRR5
P61201	Q13098
Q92879	Q9UKM9
P10276	P51948
O60674	P48736
P15018	Q99062
P06756	P13942
Q8TEW0	Q9NQS3
P35626	Q5JQS5
Q66LE6	Q86US8
Q99459	Q9NWB6
P35232	P62258
P10914	P58876
P46109	Q07889
P35658	Q8NFH5
P06899	Q9UPS6
P31749	Q86TI0
O14776	P18146
O95467	P25021
P05783	P23508
P16144	P56945
P52272	Q12986
P07858	P20073
P27348	P84103
P46781	P62753
O43320	P11362
O43663	O94972
O14604	P63261
Q7Z794	Q9UBC1
O60508	Q05519
O15504	Q03518
P00403	P01889
P10721	P20936
Q9H3U1	Q9HAW0
P34820	Q96NZ8
O00175	P51684
P04004	P26006
P38398	Q8NFD5
O15169	P45985
O43921	P21709
P05771	P19878
P08047	Q05655
P30939	P62873
Q14683	Q15366
O43294	P40337
P62256	Q13105
O00329	P08138
O75530	Q9NY59
O60784	Q15075
P54646	Q15654
O95777	P14678
P08631	P63096
P01730	P01911
P28290	P63104
P08708	P62244
P27708	Q15796
O95747	Q13573
O75592	P01106
Q4LE39	Q9H7L9
Q8N474	Q9UP38
Q9H9J2	Q9UBC1
P62273	P62857
O75343	Q02108
P04637	Q9NQ88
P61353	P83731
P20073	Q9H553
Q8N7H5	Q92541
P29372	Q9Y237
O15541	Q5VVX9
O14640	P98172
P38159	Q08211
P28335	Q13698
Q9BUV8	Q9H223
P04637	Q15573
P04156	Q9HBG4
P62330	Q9P258
P53779	Q9NRW4
P43364	Q52LW3
P12931	P40763
O00238	P28482
O15090	P18146
Q8IYX3	Q99750
P29350	Q08334
P09467	Q9H1I8
P55795	Q08211
P05015	Q6UXL0
Q13769	Q9Y3C6
O75899	Q9P2W3
O60641	P16220
P61077	Q71U36
P33993	P78527
O60674	P38398
P10275	P14859
Q99962	Q9H3S7
Q9UKR5	Q9UN74
Q13485	Q7Z3T8
P49841	P62879
O43678	Q9UI09
P01889	P26640
P02776	P25024
P04637	P84022
P62140	Q9BQI3
Q12873	Q99714
O75818	Q9H633
P04899	P59768
P08138	Q96GC6
O75815	P04626
Q08945	Q86Y13
P35236	P45984
P06756	Q16787
P09038	P98160
P21918	P84996
Q12996	Q16630
Q15645	Q969Q4
P42768	Q99755
P55157	Q9H5I1
Q8IZQ1	Q9GZQ8
Q9BRQ0	Q9H0E3
O00483	Q15714
P49407	Q14978
Q12996	Q9P2I0
Q12906	Q9HAV4
P17040	P57086
O95751	Q05516
P16333	P42167
P05019	P35568
P32121	Q8NGB9
P51808	Q13409
P67775	Q99832
P52945	Q9UM73
P08100	P49407
O00144	Q6FHJ7
P40939	Q14197
P04899	P08238
Q7Z2E3	Q9BSW7
P22090	P39019
P24941	P51946
Q14683	Q9BV47
P10275	Q9UM63
O94842	P16885
O95819	Q9BQ67
