#node1	node2
P20042	P55884
Q96T88	Q9Y6K1
P60953	Q9BYG4
P08754	P51679
P22694	P25963
O00571	O95819
P01892	Q14954
O43927	P26641
P63165	P83916
P30048	P43364
P35222	Q96CA5
P68104	Q13625
P0CAP2	Q86VK4
P63104	Q9Y6R4
P38432	Q9P2G9
P10301	P27986
P50151	Q92806
O14827	P17612
P36578	P50914
O76071	P35606
O15056	P55157
Q71U36	Q96RT8
P51965	Q86UD3
P41594	Q14957
Q16186	Q96IX5
P17028	Q7L5N1
P60228	Q9Y4K3
P01100	Q00978
P00519	P04626
P22234	Q6ZVK8
P01106	Q14186
Q13191	Q6WCQ1
Q00722	Q05655
P05556	Q13418
Q13136	Q8ND30
Q13976	Q99941
P32418	P54709
P63261	Q92729
P01106	Q99417
P51398	Q92731
O60260	Q8WVB3
P04637	Q92925
P10114	Q15797
P01871	Q92890
P02795	Q15139
O60925	P60709
O14818	O43353
P40238	Q9NYY1
406919	P54253
P19438	P25705
O15169	P41236
P10275	P20711
P33778	Q9UKV0
P50552	Q13683
O43395	P54727
P04271	Q15109
P62158	Q9Y283
P01568	P19235
O95571	Q5T3J3
P46100	Q9H7U1
Q12874	Q9UHX1
O60641	Q9GZR1
Q7Z794	Q8WUW1
O60291	Q9Y2X8
P41091	Q9Y4K3
Q02224	Q96BD8
P12931	Q96NY8
P23443	P60953
O75390	P02511
P13994	Q9Y2I6
P08069	P09038
Q13547	Q96T58
P05114	P10412
P05112	Q9HBE5
Q92765	Q9NPG1
574034	Q9NP95
P20930	P40337
Q12933	Q9BRK4
P18146	Q5JTC6
O75376	Q9Y5X4
P01570	P42701
Q13618	Q16236
O75446	Q9H160
P01857	P08729
O00175	P49238
P32121	Q8NH02
P33778	Q96QV6
O43684	Q9Y4K3
O60506	Q14CS0
O15198	P02792
O14836	P51617
P04637	P54278
P63000	P68366
P11387	Q13428
Q9NPG1	Q9UBV4
P51681	Q96IZ7
P35626	Q8NGF3
O00762	Q99848
P12004	P78527
O60503	P09471
P30443	P43629
P23284	Q14653
O95989	Q16643
Q13315	Q8IUQ4
Q9NY93	Q9ULT8
P32121	Q8NGG5
P01106	P10809
P10768	Q9Y4K3
P35580	Q96KM6
Q01344	Q16619
P08107	Q92844
Q13263	Q14164
P04637	Q9Y2C9
O60443	P16220
O15162	Q00587
P14618	P52790
Q07890	Q9H4E5
P46736	Q9NWV8
26765	P20226
P61981	Q8NEB9
P62330	Q9H2M9
O00574	P78423
Q15910	Q9Y237
O95180	Q05586
P14649	Q32MK0
Q96A54	Q9Y478
P29460	Q99665
P63104	Q14764
O75030	Q02962
P10599	Q92905
407028	O00292
P17252	P24588
P51970	Q16795
P48556	Q15796
Q96LR5	Q99942
O75925	Q99873
P40939	Q9H0R8
P61160	Q14247
P61981	Q8N3V7
P08107	P53041
P05129	Q9H492
Q96DB2	Q96QV6
Q16539	Q9UK08
P35626	Q8NGI6
O95257	Q15262
O75056	Q13885
P04792	P62993
Q8N111	Q9NRR5
P46108	Q9UBS5
P62910	P84098
P01889	Q9UGP8
P27361	Q13485
O95639	P51003
Q13535	Q9BW66
P21860	P42338
P05014	P48357
Q9C000	Q9ULZ3
Q13332	Q99689
O15169	Q13526
O43741	Q9NQR9
O94921	Q04771
O14939	P13569
P22087	Q99873
P14618	Q16637
Q8TDR0	Q9NYJ8
Q13535	Q9P0K8
Q9HCM9	Q9Y2X8
P06899	Q9Y5B9
P61086	Q96EQ8
P43146	Q9UI10
P17947	P23769
P05067	P61812
P0CG48	Q16186
P14317	Q9UQ16
P19174	P55157
P56705	Q9UEF7
O00329	P55211
P12931	P25098
P63261	Q9Y623
P19525	Q9BY44
P54253	Q70IA6
P16471	Q15303
P12980	P52803
Q5RKV6	Q8TF46
O75474	P49841
P13569	P21333
P01574	P20226
P04637	Q14974
P53779	Q13077
Q14315	Q9Y4P8
O75438	P03923
P08754	P49796
P45985	Q8WV28
Q16566	Q68CJ9
P36894	Q6KF10
P13569	P40879
406987	P08254
Q01130	Q96S94
Q08334	Q9NPF7
P51991	Q16629
Q13547	Q13573
P0C5Y9	Q92769
P02768	Q9UJS0
Q7L7L0	Q7Z2G1
P52294	Q9GZX7
Q9NR96	Q9NX58
Q5T3J3	Q8WVZ9
P46108	Q15303
P16471	Q8IU54
P60228	Q9Y478
724029	P28799
Q9ULG1	Q9Y5K5
P49915	Q99459
P42574	Q8WUI4
P02708	Q02556
O00217	P03915
P12931	Q9BYB0
P28222	Q9P2W3
P25101	P43250
P02461	P26006
P0C5Y9	Q9BY41
P25054	Q16787
Q9NWB1	Q9Y6R0
Q99689	Q9H840
P00533	Q9UKG1
O95388	Q9NYU2
P00403	P62316
P01241	P40189
O95396	Q9BTM9
O15444	P61073
O43182	P52198
P17252	P30086
P11474	P48552
P35228	Q8TD86
O43639	P42768
P62847	P62857
P51991	Q07955
P01567	Q14626
P27540	Q07654
P20226	P67870
O60260	Q13616
Q15047	Q9UN74
P23634	Q12959
P13569	Q99942
O00303	O15371
O60603	Q9BXR5
P20248	Q9NYG5
P25054	P67775
P30447	P30450
O95985	Q9H9D4
P33993	P51948
P84243	Q86U86
Q8N2Z9	Q9BXW9
P16220	Q8WXK3
P57678	Q00653
Q86UL8	Q9ULL4
P43220	P62158
Q14197	Q9P0M9
P05783	P19012
O95180	Q9NZV8
P07477	P62993
P29353	P52566
O43182	Q7L0Q8
P34998	Q03113
P41159	P42702
P12314	P22681
P35240	Q13188
P09601	P31483
P41161	Q14242
P00797	Q92824
O43707	Q13813
P51817	P52945
O75019	P08637
Q07817	Q09472
O95983	Q9UBB5
P61586	Q13393
P16333	Q86UR5
P39019	P62244
P28482	P98177
P07585	Q14031
P50990	Q13233
P01375	P45983
O14964	O75478
O15239	P03897
P14678	P54105
P63000	Q9Y6W5
P36578	P84098
P42702	Q9UHD0
P41182	Q92985
P22301	P42702
Q8IVT5	Q9H4B4
Q9UGN5	Q9Y6X8
P67870	Q9NRC8
P52564	Q13177
P62993	Q9UHB6
P61513	P62917
Q02930	Q9UQM7
P01579	P05412
P54727	Q14203
P18848	Q9BUB5
O43586	Q9NR30
P08908	P63096
P31751	P53778
O43561	P19174
Q03112	Q92793
P0CG48	Q15628
Q96GD3	Q9Y3A3
Q13315	Q9UPN4
P25786	Q14566
P09603	P17948
O95298	P03901
Q06124	Q9H706
P62875	Q9BTT4
P50454	Q6UXH1
P05067	P18669
P78352	Q8N2Q7
P60484	P62136
Q13077	Q99558
Q13547	Q16890
O14788	Q8TBF2
O95398	Q15759
O75376	P12757
Q96L91	Q9Y265
O95166	Q9Y5U8
Q92994	Q9H1D9
P56178	Q96T58
P52198	Q9H0H5
P63096	Q00975
P29466	Q96P20
P49770	Q14232
P50151	Q14416
P05015	P26951
O75365	Q9HAV4
O60462	Q13214
406888	P01111
P02748	P07358
P14780	P53420
P09874	P49959
O75674	Q8IZL8
P26998	P62993
P01106	Q6ICH7
P16220	Q00534
P45984	Q9NYJ8
O15205	Q13257
P62875	Q8N7H5
P10912	P22681
Q02790	Q04771
P05015	Q04206
O14920	Q99836
Q00839	Q04206
P38405	Q8NGJ5
P01106	Q13287
P10398	P53611
P16333	P78329
O43390	P22626
Q06587	Q8IXK0
P01112	P19174
P10721	Q07889
P0CG48	Q9HAU4
O43157	Q9NZN5
P46092	P78423
Q9H0L4	Q9NRR5
P10721	P51692
P28482	Q9UNK4
P29597	P31785
P63279	Q8TEB7
P85299	Q9BQA1
P05067	Q9Y6R0
P13612	P26006
P01563	Q13261
406923	P11831
P42702	Q86WN2
P12544	P26583
Q13643	Q8IXK0
O00469	Q13535
P22694	P28482
Q58FF6	Q9Y6K9
Q99570	Q9NYY3
P04141	P17181
P62273	P63220
P16298	Q13002
P45983	P60953
Q9P0L0	Q9Y2K6
P02778	P46092
P42679	Q16288
P13987	P53680
Q15303	Q9BTT6
O75909	P78364
P04156	P13591
P23588	Q92832
P22681	P32927
O95819	Q13315
Q99759	Q9H4A3
Q86TL0	Q9H0R8
O94806	P61224
P07858	P78556
P01275	P27487
P05114	Q02539
O75143	O75506
P10275	Q6ZMT4
P08621	Q15287
P54274	P61981
P05067	Q99767
O75528	P10276
P22455	Q92529
P24385	Q9UJU2
P48736	Q9HBW0
O60285	P01877
P25787	Q9H8Y8
P43250	P51681
Q06787	Q9UL18
P08253	P17931
P35626	Q8NGH3
O95219	P13569
Q12905	Q92878
P52948	Q96KG9
P53350	Q5T280
P08107	Q00597
Q15714	Q9Y4W2
O15264	Q9NZJ5
P36873	P62136
P33992	Q09472
Q96L34	Q9BQG0
P09038	P68400
Q13151	Q8IX12
P08311	P29508
O60739	P60900
P14859	P51610
Q13310	Q58A45
O60508	Q01130
P61088	Q8WWF5
P01106	Q13105
Q86US8	Q9Y5P8
2310	P35222
O75534	P16333
P54259	Q7Z7M0
P48546	Q5JWF2
O95696	Q9P2H0
Q16531	Q9BW61
Q15788	Q9H204
P08700	P19235
P00519	Q07817
P35626	Q8NGZ4
P63092	Q01718
O15371	O75822
O00459	Q8IZP0
O43809	Q8NFF5
P21580	Q86VP1
O14777	O60925
P17931	P35222
Q05193	Q99962
P25788	Q00653
O43677	P51970
O14908	P17252
P0C0S5	Q96DB2
Q14203	Q9NRI5
P04350	Q12933
Q14152	Q99613
P22612	Q92806
Q05823	Q15646
Q13315	Q96S59
P29372	P54727
P42701	Q9UBD9
O43924	P63096
O95168	Q9NX14
P63104	Q92598
P23458	Q14626
P16144	P35609
Q8TCU6	Q9P2W3
Q04206	Q16512
P52655	Q92750
406987	O15143
P17693	P61769
P19174	P62158
P61158	Q92747
P62993	Q13480
O43237	Q3ZCM7
P13612	Q8WWW0
Q08050	Q12946
O43143	P98175
P00533	P29466
P08195	P17931
P06756	Q9Y4G6
P63261	Q8TDR0
P01112	Q12967
P38405	Q8NHC8
P45985	Q13177
P14867	Q15111
Q96CG3	Q9Y3M8
Q03001	Q96RT1
P62487	Q8WVC0
O43677	P03897
Q8N0W4	Q9P2S2
Q07889	Q13009
Q7Z699	Q9UBS4
P25189	Q96BK5
P38398	P68036
P32121	P47887
P04637	Q9BUZ4
Q9H4G0	Q9Y3M8
P08047	Q01959
O75808	Q8N806
Q96A08	Q9BTM1
O75159	Q5VWK5
Q8N257	Q93077
O15524	P06213
P01106	Q99720
P15336	P22303
A6NM45	C9JDP6
Q9H4B7	Q9NY65
O95400	P67809
P31995	Q15759
P48736	Q86YM7
P05129	Q9H6Z9
O15379	P16104
O95622	P16520
406906	P78536
P01308	P11362
P05023	P20333
P32121	P41597
Q15435	Q16821
P10809	P16871
P62136	Q13573
P05129	Q9NYF0
P51965	Q96EP1
P51681	Q9BTT4
Q96A23	Q99829
Q9UMS4	Q9UPT5
Q8TB96	Q92956
P12270	Q8NFH5
Q96RK0	Q9HC77
P06400	P45984
P01889	Q9Y2R2
P29466	Q9Y2G2
P12235	P20333
Q99816	Q9UK41
Q86V97	Q9H0R8
O15160	O76071
Q15560	Q9UBS3
Q05655	Q07021
P27037	P37023
Q13315	Q9H2X6
O14745	P09619
Q96B02	Q96G75
P14866	P61978
P61981	Q8N9M5
Q7RTX0	Q8TE23
P18124	P62913
O60216	Q9NTI5
Q04721	Q96JK9
Q00610	Q9NZ52
Q13368	Q67FW5
P05023	Q15628
Q16644	Q7L5N1
P62745	Q8IZD9
O43741	O60825
O95347	Q15003
O14788	Q14703
P16473	P27824
P01215	Q05209
P08047	P98194
P00533	P13688
O95568	Q13315
P0CG48	Q14164
O75365	Q8NBQ5
P01588	P27986
P19823	P36542
Q70EL1	Q9HD42
O95049	Q96B33
P23458	Q9UHF4
P07948	Q9H400
P62829	Q9Y572
P03915	P03923
P47928	Q9NQB0
P10914	P52292
P14373	P26358
O94817	Q9NSB4
P01106	Q9NR83
P10398	Q92985
Q8TCX5	Q969H4
Q7Z3S7	Q9UQM7
P10911	Q07912
P61981	Q13153
P38432	Q9H2G4
P25116	Q8WYR1
P62714	Q14BN4
P16220	Q14050
P10415	P27361
Q15047	Q8WUB8
P35527	Q8TDR0
Q02750	Q9NQU5
Q13748	Q96NA2
Q00005	Q06432
P00533	P01112
Q92730	Q9NQU5
O15530	Q16512
Q15907	Q9BXF6
P40763	Q13526
Q92797	Q9H0L4
P16104	Q15906
Q06455	Q9Y2W2
O75478	O75528
P61077	Q14139
Q969J5	Q9NPF7
P24385	Q13526
P50591	Q13158
O14893	P09382
O60291	Q8WVN8
O14641	Q9Y4D1
O95996	P35222
Q12955	Q14571
O43914	P43631
O95985	P28799
P12814	P26010
Q8IY92	Q9H9J2
Q15750	Q15759
P0C0S5	Q7Z2G1
Q99873	Q9UKE5
P15018	Q08334
P17028	P26641
P31785	Q8IZI9
P08034	P56693
O95777	Q86UX7
Q14164	Q9H173
P22612	P42261
Q08493	Q13555
Q13315	Q9UIU6
P17252	P78352
P15884	P56545
P08620	Q02763
Q14164	Q7L2H7
P14672	P48736
P35030	Q96RI0
Q9H0E9	Q9Y4A5
P26599	Q99459
O15131	Q9Y5K6
P01889	P22234
O43823	Q04206
Q15366	Q7Z434
P16104	Q96A08
O95169	Q9NX14
P63279	Q09472
O75694	Q8N1F7
P42338	Q9UM73
C9JDP6	O95500
P12931	P25963
Q96JB5	Q9BSJ2
Q8IYF1	Q8NHQ1
P62508	Q9UBK2
O95398	O95622
P06753	Q9UET6
Q00653	Q05639
P52333	Q14289
P04899	Q13255
O95718	P62195
O43707	P68133
Q13315	Q99759
P01111	P04899
P61073	Q9Y258
P06493	Q9Y5T5
O60936	Q9NVF9
P60520	P63104
P23763	Q13277
Q03060	Q16649
P35626	Q8NGI4
P46527	Q9Y3I1
P10914	Q03518
Q8IZL8	Q9BV38
Q969Q1	Q9NP98
P04899	Q86XP0
Q14558	Q9Y2V3
P13807	Q16821
O75643	Q9Y478
O60739	P52907
P04899	P49682
Q96QV1	Q9Y478
P04183	Q04724
P13232	Q9UHF4
P06703	P52292
Q96L33	Q9P107
P25787	Q9UKE5
Q8TC59	Q9NQI0
Q8TEW0	Q92692
P08107	Q04206
P08700	Q14626
P08069	Q01995
O15350	P09429
Q13547	Q8NHZ7
P07910	Q9UKA9
P41597	Q8NHW4
P57087	Q04759
P40337	Q9BRT2
P36957	Q02218
P67870	Q9BVA1
P01562	P42224
O95782	P29353
Q06710	Q92911
P23528	Q15418
O75800	Q96P09
O95071	Q15796
P62273	P62277
O43252	Q13432
O60566	Q12834
P10415	P31751
P61586	Q5T5U3
O15151	P06400
P22607	Q92540
P06730	P78344
Q9UBF2	Q9Y5J5
Q05516	Q06455
P19838	Q9NPB9
P38919	Q9UL18
Q04864	Q8NFZ5
O43524	Q16690
P27986	P46531
P07602	P10912
P01566	Q14653
O00499	Q14192
P62136	Q10570
P09958	Q9H8Y8
P61952	Q9Y272
Q15653	Q9Y2S0
P63162	Q969H6
P31269	P40424
O43676	O95178
P62879	Q9UBS5
P01889	Q9HB71
Q9Y5J9	Q9Y5L4
Q96KP6	Q9Y6K9
P34896	P67870
O43488	O95154
O94986	Q13568
Q13228	Q5T3J3
P53708	Q01955
O75044	P61586
Q12931	Q8TDR0
P18124	Q07020
P23284	Q9UET6
P35249	P35251
Q8WWY3	Q9H9G7
P08865	P61247
Q14197	Q9BYD6
O00203	P32121
P35916	P52798
P13612	Q16787
P46109	P48736
P04637	Q8TDY2
P01588	P40189
P18124	P35609
P02776	P49238
P17081	Q7Z5H3
P05112	Q8N6P7
P01106	Q9NTI5
Q92730	Q96BY6
O95573	Q92597
P04406	Q16637
P04271	P23297
P17066	Q9UNE7
P10909	Q9NRI5
P42338	Q12933
P02675	P27797
P35354	P47712
P27635	Q07020
P54727	P68104
Q13315	Q96Q83
O43320	Q02763
O75928	P63279
O60262	P43657
Q99558	Q9Y616
P26927	Q9H4B6
P20333	Q15758
P61978	Q9BUJ2
O95838	P62158
Q5VVX9	Q86UV6
P30559	P50148
O00743	Q9UPN7
Q08828	Q9UQM7
O75347	P04222
P48436	Q15796
P98175	Q04741
P22301	Q99062
Q04206	Q96RU7
Q8N2W9	Q9H213
P56199	Q07890
O75489	O95139
P42345	Q8TCU6
P38919	Q9GZY0
P01106	Q5VTL8
Q02790	Q9Y572
P61964	Q03164
P12956	Q13263
P49841	P99999
P26010	P35443
Q969T4	Q9P0P0
Q2TBC4	Q92997
P51610	Q09028
P08588	Q15835
P33241	Q9H2X3
P52564	Q14203
P38405	Q6IEY1
P27986	P30086
P0C5Z0	P62807
P01579	Q969J5
O75398	Q8N201
O60674	P62937
P62993	Q06124
Q06187	Q8WV28
P23434	Q13287
O75815	P49321
Q13315	Q9BZK7
Q13322	Q8NC60
P63261	Q9BZW7
P00451	Q76LX8
P48454	Q8TD86
P54105	Q86UQ8
O75674	Q86YL7
O00459	P42681
Q13573	Q92785
O75197	Q9NPG1
P49675	Q92793
O95471	P56750
P06239	P28907
O95257	P29622
P40337	Q13617
Q13619	Q9H7D7
O95467	Q7RTX0
O00501	O75508
P02768	P98164
O43157	Q9H3S1
P08107	P49815
P52756	Q13247
Q13838	Q9UKY1
P27348	P49796
Q13263	Q16587
Q16821	Q93100
Q13115	Q16539
O95057	Q9HAU5
P04637	P21675
P98170	Q9UHD2
P62837	Q969Q1
P20226	Q15572
P62979	Q99741
O15111	Q13233
O14964	Q9NRV9
P53708	Q05397
P20339	Q96AX2
P31273	Q03164
P27986	Q9P1A6
P07550	Q5TCQ9
Q96G04	Q9NRG1
P61587	Q13177
P52333	Q5VWK5
P63098	Q9UM13
Q13573	Q9NU22
Q96EP0	Q9BYM8
Q14627	Q8IZJ0
P06732	Q9P2G9
A4D0S4	P05106
P10114	P27986
P06213	P21781
P27448	Q92527
P10914	P14780
P27816	Q13885
P06681	P0C0L5
O94906	Q9BUQ8
P10321	P43626
Q14469	Q8N2Z9
P24864	Q9UJX3
Q7LDG7	Q86XP0
O95299	P03886
P01871	P04264
P01106	Q9NYF8
O95671	P48775
O00159	Q9HC98
P19838	P23246
P01100	P17544
P18754	Q9Y478
O75116	P48426
P62241	P62857
Q10570	Q9NP77
Q15047	Q9Y2V3
O95197	Q9H8W4
P04792	Q99459
P36897	Q9HC98
O95832	P78369
P26368	Q8N684
Q4G163	Q9UQM7
P12236	P16104
P78527	Q92900
P19235	P32881
O60264	Q9UIG0
P56282	Q9NR33
Q13769	Q86V81
P56748	Q8N6F1
O60861	Q9Y6W5
P63208	Q8TCJ0
Q9P2J5	Q9Y6K9
Q14498	Q92731
P41743	P48736
O14713	Q9BSQ5
O95182	P51970
O14965	P49450
A8MT69	Q9BXW9
O15371	P30480
O43809	Q04724
Q6P2Q9	Q99459
P12757	Q9H0M0
P08865	P16871
Q5JTZ9	Q96KG7
P51532	Q13315
P78508	Q14005
P19875	P61073
P51610	Q01094
P05387	P61353
P13569	P62491
P10828	P27986
P11940	Q9UFF9
P49286	P63215
P51686	Q9UBD3
P26368	Q15366
O75688	P09327
Q12959	Q9ULH1
P42772	Q13485
P62993	Q9NRW1
P52597	Q12986
Q6P4I2	Q92956
P47985	Q9H8Y8
O60503	P59768
P62308	P62316
P07910	P31943
Q9BT17	Q9NRL3
A0JLT2	Q3L8U1
P35568	Q8WYR1
O95704	P00533
Q6RSH7	Q99759
P21333	P25054
P14784	Q9UBD9
P01579	Q8IU57
Q00534	Q16254
P08865	P39019
O96013	P60763
P15260	Q8WXH5
P26010	P53420
Q08209	Q9UM13
Q14D04	Q9Y2Q3
P04637	P62136
P16220	P38398
P61289	Q9H832
Q01130	Q15365
Q8N668	Q9GZQ3
P36896	Q15796
P01137	P31483
P38405	Q8NH56
P02686	Q13501
P12980	Q02535
Q8TAP4	Q99750
P04183	Q15034
Q8N257	Q9BTM1
P18846	P78426
O00221	O75170
P55081	Q2TAY7
P27361	P50549
Q14207	Q14209
P21333	Q13554
P23508	P49720
Q13137	Q9Y4E5
P56746	Q9UDY2
P23508	P26639
P43246	P62330
O15111	Q9Y6K9
O14512	P78552
O94817	Q9GZQ8
O75448	Q9UK32
A4D0S4	P26012
Q09472	Q16566
P54840	Q9H7J1
Q13404	Q6ZNA4
O60218	Q13085
P62070	Q07890
P14784	P42336
P41221	P56704
P32121	P58182
P04062	P21281
P00519	Q9UHL9
P36897	Q6P3X3
P0C5Y9	P56524
P05771	P11234
P30260	P51955
P35520	Q8IV36
P30153	P62714
P21815	P26010
P35680	Q8TCC7
Q99466	Q9NZ42
P12931	P17302
P38405	P47881
O43281	P46108
P22612	P52945
O00488	P62820
P01112	P22455
P08708	P08865
P53779	Q12967
P20963	P52333
P13725	P15509
P14174	Q9H1Y0
Q14677	Q9H492
O43684	Q9UKE5
P16144	P25940
Q5VUM1	Q8IUQ4
Q7Z6G3	Q9P2K3
P42766	P62424
P00533	P10644
O00231	P68104
P06213	P20936
O75663	P60510
P48544	P63218
P27986	P30874
O95630	Q9H444
Q14106	Q9H361
Q9HBE5	Q9UBD9
P20265	Q9UJU2
P16035	P51511
P01834	Q03135
P01106	P42695
Q06609	Q6UWZ7
P01562	Q9HC73
P07437	Q9BZW7
P06213	P49763
P49755	Q9NZ42
Q8WXA9	Q92841
Q01959	Q9NRD5
P13569	Q15599
P00533	P52735
P25490	Q92769
P42684	P60763
P38398	Q14676
P01871	P15309
O43390	P16333
O14775	Q15147
Q02556	Q13105
P40429	P61513
P30876	P62875
O14493	Q96B33
Q16659	Q8WU39
P05198	P49770
P06239	P43403
Q04771	Q9UF11
P49747	Q9UHF1
Q9BYD1	Q9Y4K3
O60934	P46100
P10912	Q9UBD9
O15145	Q9Y6W5
Q9GZQ8	Q9NYL9
P46020	Q8TD86
P17181	Q8IU54
P38919	Q9HCG8
Q15819	Q8IUQ4
Q13573	Q15427
P01106	Q13151
P19404	Q14194
P26951	Q8IZI9
P21359	Q07889
P12236	Q15628
P21815	P26012
P24385	Q13616
P29083	Q7KZF4
Q14194	Q9NQC3
O15211	Q07889
P40337	Q13526
P40925	Q13368
P28482	P59768
P33991	Q08945
Q8WXD5	Q99459
Q14240	Q9H074
P22532	Q16659
P04637	P12004
Q9H9F9	Q9ULG1
O43684	Q15796
O00716	P28749
P46939	Q13884
O00626	P32302
442901	P16070
P06729	P13987
P14625	Q16543
Q12872	Q13535
O75916	P63096
Q16821	Q9Y243
Q15628	Q9NVI7
P01588	P15509
P78371	Q15257
Q8N9I9	Q9UM47
Q13242	Q13243
P05771	P61952
O60861	Q00839
P04637	P53355
P06493	Q9UJX3
P17948	Q9HCT0
P38159	P51991
P50222	P54652
P13569	Q92905
P10826	Q15796
P01111	P10398
Q9H013	Q9H501
P57739	Q8N6F1
O95239	Q99459
P68431	Q9H9B1
Q9HCK5	Q9P2R7
P01871	Q16637
P27986	P60484
O00501	O95500
P46778	P50914
Q96B33	Q9UDY2
Q92765	Q9NRX1
O75438	O95178
O75197	P56705
O15067	P23508
Q8TCG1	Q92597
P05129	P17612
P38405	Q8NGS8
P07332	P20936
Q14197	Q9NYY8
P02774	P84101
Q9P2G9	Q9Y4P3
O94818	Q99873
P35222	P41235
P08047	P08910
Q99459	Q9H0D6
O14508	Q99665
O95990	Q96ED9
P10828	Q09472
