#node1	node2
P27986	Q15661
406890	Q9NZI8
P40337	P49720
P67775	Q5VSL9
P13797	Q9UET6
P05455	P10144
P10275	P55210
P02679	P16871
Q16659	Q7Z7A1
Q7RTX0	Q7RTX1
Q13451	Q14164
P67775	Q9UBN1
P16070	Q13464
P23458	Q99683
Q8IZD9	Q96L33
Q96SB3	Q9H2G2
P25054	P53350
Q13164	Q9UK32
P16885	Q9UN19
P55795	Q86V81
O43320	P07333
P01106	P16383
P05109	Q5T3J3
442896	Q9Y2Y9
P10275	Q9Y6X2
P52198	Q13177
P22415	Q15545
P02745	P27797
P20340	Q9UI14
P09466	P51965
406953	P07996
O75554	Q9Y2W2
P52756	Q08211
Q86Y39	Q9NX14
Q13813	Q9UI08
O60506	P61978
P13378	P38936
P47813	P54253
Q01668	Q15173
O76064	Q13868
O14745	Q68EM7
O60262	P28566
Q13535	Q5VTR2
P43403	Q9UJU6
P23588	Q92832
P36896	Q5SW24
Q8N5D0	Q9ULK4
O95400	P61978
P01133	P52735
Q93009	Q9Y371
P60709	Q96A32
P05771	P63211
O60244	P41235
P04626	Q14289
P46459	Q9Y6M4
Q7Z3B3	Q99459
O75400	P18583
Q14764	Q99459
P42262	Q13554
P51817	Q8NER1
P51398	P62993
O15264	Q15750
Q00839	Q15653
P15408	Q9Y5Q3
P28288	Q9UBJ2
P01892	P43628
P19838	Q01094
Q99469	Q9BU70
P08514	P12110
P17844	P55795
Q99942	Q9BUN8
P09497	P63010
P17948	Q9GZV9
P35348	P50148
P14550	Q96PZ7
P10828	P42229
P61978	P63104
P30260	Q13257
P49716	Q15758
Q05195	Q13489
Q12873	Q92598
P0CG47	P62979
P52272	Q13247
P01135	Q5TCQ9
P01834	P02768
O15116	Q96C01
P50148	Q92633
406997	P04818
Q14191	Q96S55
O96001	P30154
Q14008	Q15788
P63104	Q12778
Q06187	Q9NR97
O00459	P07333
P32248	P80162
Q9P286	Q9UBI6
P31785	Q9GZX6
P22681	Q13191
P17844	Q9Y572
P04637	Q16363
Q68CP9	Q92925
P01876	P02654
P17252	Q4KWH8
P51693	Q5T3J3
Q14566	Q9UBU7
P16520	P48736
O00418	Q9Y478
Q13459	Q16513
O15355	P49286
P18827	Q92752
P13725	Q9HBE5
P16871	P30040
P67809	Q8WXA9
Q8IUD2	Q9UGN5
O75925	P84022
Q13489	Q6GPH4
P01106	Q99417
Q15287	Q9UBC1
P08246	P61962
P41586	P50151
P10606	P11171
407040	P10415
P63104	Q75N03
P23276	Q01844
Q96AE4	Q9UHX1
P62195	Q9UL46
O96019	P04637
Q16629	Q8IX12
Q15370	Q9H765
P22607	Q96LX7
P13686	Q96DI7
Q86UL8	Q9ULL4
Q92673	Q9UJY5
P19338	Q00653
P26368	Q14103
P46092	Q9NRJ3
P07332	P23458
P07996	Q08722
O95251	P54259
P01106	Q92623
Q92530	Q96ED9
P61421	Q15475
P16333	P98082
P27361	Q9NZ20
P07602	Q3MII6
O75478	Q9Y6J9
Q9H8S9	Q9Y2H1
O96013	P31947
Q13315	Q6VY07
Q5VVX9	Q6PJ69
O95999	Q9BXL7
P26447	P46379
O15105	Q99717
Q15669	Q969H4
P15170	Q14457
P18146	P60002
O60566	Q9UJX5
P24821	P31431
P05771	P62879
P43403	Q13191
P08631	Q96B97
Q15027	Q9UBP9
Q53QZ3	Q8IXI1
P35609	P53708
P18146	Q96LC9
P10415	Q01543
P68133	Q16658
P42766	P62888
Q8IU57	Q9HBE4
P56192	Q99759
P67809	Q99697
P29692	Q8WYK2
O43639	P51116
P51991	Q08170
O43927	P25024
O60814	Q96QV6
O95072	Q9UJ98
Q16695	Q99525
O60732	P0C0S5
O14640	P21579
P48643	Q13233
P58107	Q9UKW4
P14923	Q00005
P02458	P26006
O00329	P40189
P08572	P98095
P28566	Q9HAV0
P05112	Q03060
P05026	Q13237
Q9H1C4	Q9Y285
O60716	P28827
P14784	Q9NSE2
Q13573	Q7Z3K3
P04150	P10145
O43251	P52597
P49716	Q14766
O14543	P06213
O60733	P27361
Q92569	Q9H410
P17844	Q13151
P11274	Q9ULV8
Q00987	Q92841
Q15561	Q9GZV5
P16520	P48051
P19838	P34932
Q8N336	Q9NWX6
P24522	Q92922
O15264	P62879
P02768	Q9Y6Y1
P60763	Q9UN19
P06241	Q13291
O95071	Q15796
P19438	Q9BUF5
P62993	Q15109
P62277	Q9UL18
Q16625	Q9HCE7
P42336	Q6ZUJ8
P05106	Q12929
O60237	Q96A32
P01106	Q9H8E8
P01106	P58317
P57678	P62304
P07437	P60709
Q8N2Q7	Q9ULB1
Q01844	Q9H173
Q13813	Q9UDY2
O14610	Q99677
A8MT69	Q8IYD8
P60866	P62081
O14737	P61077
O60684	P50213
O75578	P35442
Q16611	Q9UQ35
Q14061	Q9UKR5
P06241	Q92918
P16871	P29350
P26006	P49023
Q9NS56	Q9Y385
Q6P1J9	Q9ULH0
O75970	O95832
P52564	Q9BQI3
P05388	P62913
P26441	Q9UHF4
343477	Q15008
A8MTJ3	P35913
P49759	Q8N2W9
O75381	Q92968
P52597	Q09161
P18621	P62750
Q06587	Q13642
P25092	Q5T2W1
P52701	Q9UIF7
P67775	Q14738
O00233	Q99460
O00232	Q06323
Q13501	Q9NWM8
Q8IZL8	Q9H4L4
P10071	P12755
P05771	P12931
P15391	Q06187
O15524	Q13651
P18545	P51160
P23229	Q9Y4G6
P62310	Q96GE4
O75688	P09327
P28069	Q969G2
P15170	Q4VXU2
P10242	P42229
Q15759	Q9HBY0
P62829	P62888
O75832	P43358
P01106	Q92598
P06400	P29590
Q14197	Q9UJZ1
O75385	P54646
P04004	P18084
P51817	P59768
P22392	Q15435
P12270	Q96EE3
P10145	P49238
Q12873	Q9BXP5
P46940	P63261
P10809	Q00005
P10276	P49792
P52948	Q9UKK6
P16520	P35462
406961	Q9UQ03
P54253	Q5TGY3
P25054	Q9NR80
O60610	O75554
P20333	Q16531
P12980	Q9UK59
P24723	Q07157
Q8IYD8	Q9HB96
P20290	P30480
406900	Q8WY64
Q13554	Q15796
P16104	Q7Z2G1
P84022	Q7Z3E2
Q13330	Q8NHZ7
P20132	Q9H2V7
P40337	Q8TEY7
P48736	P50151
O95402	Q15648
O95467	P21728
Q13573	Q6P1J9
P17509	P19012
P62314	Q08495
P08172	P09471
P01889	P12532
Q15173	Q8IZS8
P07942	P25391
P35520	Q9NP79
P78369	Q16625
O00294	P06241
Q00839	Q9Y6K9
P09619	Q9Y264
P45985	Q9NZJ5
Q13315	Q15911
P32745	Q07157
O15514	Q9GZS3
O95619	Q96Q83
P06401	Q9Y6X2
Q13435	Q9H7E9
O14939	P27986
Q13573	Q16576
P08107	Q99759
Q8TBB1	Q96GX9
Q13976	Q9UHL9
P41240	Q03135
O94966	Q13315
Q13315	Q9UNF1
P05014	Q01344
Q5JSL3	Q7L0Q8
O15360	Q9NPD8
Q13526	Q9Y6Q9
P11274	P55196
P55036	Q9UNM6
P04234	P07766
P49207	P61927
P02745	P02746
O43182	P01106
P30101	Q13162
O43924	P36405
O15524	P42224
Q14197	Q9Y3D9
O15198	P60228
P27540	Q12983
Q14416	Q9HAV0
P54259	P61964
P42263	Q9Y3R0
O60814	O75367
P07333	P52798
Q15038	Q8WV99
P01106	Q13309
O75159	Q9UM73
P35625	Q9UNA0
O95881	P16104
P27540	Q16635
P06493	P38398
P09914	P51532
P18847	P45983
P16298	P62993
O14544	P52333
O00459	P60953
Q00403	Q16548
O60814	P04406
O60733	P35354
P35626	Q8NGY0
P35606	Q92597
P11940	P61981
P52272	Q92620
P05387	P39023
O75676	P15336
O75015	Q9Y6Q6
Q14164	Q9Y4K3
P29320	P52798
P51681	Q03405
P04628	Q9UP38
P21860	P46109
P20338	Q12846
554210	Q92560
Q99459	Q9Y295
P05129	Q96KS0
Q16659	Q8N461
P12268	Q8N2W9
P19447	Q13889
O75478	Q8IYI6
P08514	Q9Y490
Q96P70	Q9UKV8
Q13315	Q8N680
Q96JB5	Q9UGJ1
P52272	Q96HC4
P27361	P53004
P53621	Q13315
P01243	Q01469
Q16543	Q9UHD2
P16298	Q14934
P01562	P26951
P27361	Q9Y5K3
P38405	Q8NGG3
P06753	Q92729
O14964	Q9UJY4
P48051	P63096
P30154	P41743
Q12933	Q86TN4
P47898	P59768
O00305	Q13557
O75044	P62745
Q00653	Q07817
P12931	P68133
P50750	Q03164
P0C5Y9	P58876
P16619	P51681
P35626	Q15619
O43261	Q9P2H0
O00151	Q16659
P56703	Q96HF1
P11047	P26006
O43390	P67809
P06734	P17676
Q13330	Q9UBB5
P10721	P21781
P35626	Q9H205
406903	P28358
O14641	Q8N5R6
O95897	Q13243
P04156	P62380
P42677	Q9Y6K9
P01106	P35222
Q07955	Q92620
O43765	P10451
O95471	O95832
P31943	P60709
P01106	Q12770
O14807	P55196
O00548	O14672
P41091	Q99613
P23467	P42768
Q15653	Q9UKB1
P18146	P23511
P29973	Q9NZT1
Q13315	Q8N302
P05060	P22607
O95503	P51784
Q12933	Q2TAK8
P26010	Q17RW2
Q13501	Q13546
O15111	Q13489
P35658	Q5SRE5
Q99650	Q9HBE4
P62324	Q9UFF9
O95644	P29965
P36873	Q10570
P42338	Q13077
P41221	Q9NPG1
P38398	P51531
P17612	Q9H1R3
Q13643	Q15654
P18146	P51451
P23511	P30307
P04222	Q8NHL6
P21246	Q9UHF0
P10244	Q16254
O14757	Q9UNS1
O14964	Q14315
Q13257	Q14164
P67870	Q96NZ8
Q15645	Q96JB6
P43243	Q99459
P05387	P62987
O43908	Q29983
P42345	P55884
P30480	P30520
P42771	Q16254
P17612	Q32MK0
P20333	P53618
Q9P258	Q9UET6
P54252	Q9BSU1
P33240	Q05048
P06400	Q00534
P49715	Q9NR96
O60828	P42858
O60262	Q00975
P18124	Q9UKV8
406906	Q9Y227
P30260	Q9UJX3
P35638	Q10587
P18031	P49841
O43306	P62873
P54132	Q14191
P62070	Q07890
O43237	Q9NRD5
P17947	Q9NNX6
O95257	Q8NBN7
P51817	Q9UN42
P49336	Q9Y2X0
O00329	P12931
P45984	Q13115
P62258	Q96GE4
O75995	Q9HCE7
Q14164	Q16630
P31948	Q96PU5
O75746	P01106
P06748	Q9BT22
P01876	P02533
P27824	Q12809
P04181	Q9HAN9
Q8N474	Q9GZT5
Q14558	Q9H8W4
P55795	P84103
P35626	Q8NGR6
O75150	Q9Y4E5
P20333	Q01813
O60271	Q14240
Q01082	Q16539
O43261	P04637
P22626	Q13243
Q7Z4H7	Q9UGN5
Q15654	Q8NC51
P29973	P62158
Q8TAD8	Q9Y692
P22612	P42263
693122	Q13315
Q15319	Q9UBR4
P84095	Q96HP0
O14641	Q14332
P60228	Q9Y5V3
O94761	P04637
P33981	Q6WCQ1
406987	Q96GD4
P62899	Q9UL18
P05412	P32519
P15502	P39900
442917	P15692
P63092	Q16658
O14512	P31785
Q9NPH0	Q9UBM7
Q53T94	Q9GZS1
P03372	Q9UBL3
Q04771	Q13153
Q13247	Q13573
P14867	Q9H0R8
P02766	P41235
Q13243	Q13573
P62834	Q8WWW0
O95084	P43250
P51965	Q5VTR2
P62633	P62750
P18146	P22304
P05412	P20226
O95251	P49736
O43918	Q9H2G2
P22736	Q9Y6Q9
P62979	Q9HC16
407028	O75610
P06213	Q9Y4H2
P30260	Q9BS18
Q9H190	Q9NZ81
P01889	P52907
O75161	P01106
P01584	P12544
O14641	Q7Z3G6
P45379	P68032
P30307	Q14192
Q96B36	Q9UGI9
P30559	P54284
P02768	P17301
P25705	Q9UHD2
P51681	P56282
P17948	Q92914
Q05084	Q14525
P60709	Q05655
Q8N3R9	Q9NPB6
O00273	Q9HC24
P42766	Q9Y4K3
P17948	P98077
P07437	Q9HCK5
P01567	Q9UHF4
P14672	Q15907
P49760	Q13535
P40227	P62714
B1A4H9	Q14626
P25963	Q8IUD2
P10451	P13612
O95425	P20929
O14920	Q9Y616
O75815	P17812
O95267	Q68DD2
P49006	Q05655
P19438	P33981
P43250	P46094
P16220	P61018
Q4V326	Q8NEA9
P28482	P63215
Q8NHQ8	Q8TEW0
O00303	Q7L2H7
P49760	Q8IYD8
P41235	Q9NPJ3
A7MCY6	Q9Y6K9
P01023	P12544
P17676	P42226
P62993	Q96D71
P07359	Q92569
Q15654	Q9H8S9
O15211	P10301
Q14004	Q9UM73
O95835	P46937
P36406	Q9H4K1
Q05513	Q8TCC7
O95182	P51970
P02452	P25067
Q12933	Q6ZU52
P22607	Q92529
P11216	P46020
P04843	Q9Y6K9
P11940	Q8IYD1
O95352	Q09472
P17535	P45984
Q05655	Q3MJ16
P19429	P63316
Q9BUA6	Q9H1R3
A0JLT2	Q6P2C8
P00403	Q96BK5
Q04837	Q14197
Q8IXK0	Q9BUB7
O75164	P68431
O43264	O75365
P63244	Q13617
P10914	Q02556
O14964	Q96EV8
P53567	Q68CJ9
P61586	Q9UKX2
P07195	P16871
P08138	Q92915
P05771	Q9P2W3
P13725	P17181
Q6FI13	Q96A08
O60381	Q15797
P60953	Q9NZN5
O75159	P26992
P56856	P78369
P03915	P17568
P01579	Q5VWK5
O75610	P10600
Q92963	Q9NZL6
Q15291	Q9UBL3
P01258	P30988
Q13362	Q86YF9
Q99689	Q99728
Q15370	Q99619
Q9H1C4	Q9UM00
P26010	Q13751
O14727	P10415
O60563	Q4G0J3
P84095	Q7Z5H3
P49910	Q01844
P27986	Q9UQC2
Q14957	Q96RT1
P62316	Q16695
P42224	Q05397
Q14677	Q99459
Q01970	Q9UP38
P60763	Q9BYG4
P19793	Q9NRR5
O43676	O95139
P56750	Q8NI35
P49454	Q13315
P17947	P62380
P04637	Q07812
Q13569	Q9Y6K1
P56880	Q8N6F1
Q5RL73	Q99547
O43766	P12980
O95822	Q9Y478
Q9H4E5	Q9P286
P10828	P28702
Q05513	Q6P1M3
O60934	P78527
O14490	P27986
Q15326	Q8IUC6
P04637	Q9UN74
P16402	P83916
Q9UD71	Q9UQK1
O43524	P06493
P09471	P0C869
P62987	Q93009
P30273	P42338
P30968	Q15796
P08107	Q01201
O75365	Q96EK5
P56537	Q14181
P50406	Q5JWF2
P63211	Q92806
O15467	P51681
P32302	Q12968
Q14197	Q9BT17
P46108	Q07912
P10415	P28482
A6NDB9	Q6IA17
O14639	Q9BUH8
Q8IU85	Q9NZT1
P00747	P55085
O60879	P07737
P08575	Q99569
P51149	Q9BUF5
Q9H173	Q9Y678
P19419	P31152
P05000	Q5VWK5
Q99759	Q9UM73
P60763	Q6ZUM4
P08047	Q09028
P16118	P54619
P10451	Q9NR12
Q6W2J9	Q9UBN7
P28335	Q13698
A8MVU1	P60709
Q9UHD0	Q9UHF4
P06756	Q86YW0
P14316	Q8IU81
Q9H293	Q9NRM6
P56537	Q9NZV8
P32121	Q8NGS4
P19174	P29353
P05412	P35790
O75400	Q13427
O96014	Q96HF1
Q13133	Q15788
P16333	Q13111
O95467	Q68DD2
P61201	Q7L5N1
P06756	Q13753
P10321	Q14952
P29475	Q16849
O75508	Q8N7P3
P06241	P18433
Q12996	Q9H0L4
574484	P15692
Q15398	Q9Y297
P15927	Q14191
P68402	Q9Y294
P38398	Q8WX92
P48546	P84996
Q96G23	Q9BUV8
O94864	P06899
P35443	P53708
P30153	Q13522
P61513	P62829
Q08499	Q13554
Q71U36	Q96AH8
P23246	Q9UK76
P62195	Q9UKF6
P10147	P32248
Q7Z2G1	Q8IUE6
P01571	Q01344
P62258	Q9Y3M2
P28482	Q07890
O14543	Q14626
P18564	Q01955
P61077	Q9Y508
P08631	Q13177
P53350	Q6PGQ7
Q13501	Q16543
P09874	Q96PK6
P48443	Q93074
P38919	Q9BZI7
A6NI73	P12314
P00519	Q9UN86
Q13535	Q86VP6
P10415	P67775
O95644	Q08209
O00233	Q16401
Q9NX02	Q9Y2G2
P38405	Q8NH37
Q5VVX9	Q86UV6
P49257	Q9Y5X1
Q07817	Q13794
P08134	Q8N392
O95471	O95484
P56545	Q13643
P42568	Q9UHB7
P11215	Q05397
P32881	Q5VWK5
O60907	Q13227
P05783	P62258
O75528	Q8WYH8
P23443	P42336
P18124	Q04206
Q6QNY1	Q969Y2
P26368	Q7Z7J5
Q86XP3	Q99459
P32969	P83731
145624	Q14344
O43707	Q96QZ7
P13807	P54646
P16104	P16278
P01563	P16871
P19087	P35913
Q13503	Q92731
P51817	Q9HAV0
O15514	Q8N7H5
O15392	P36873
O43889	P18146
Q99062	Q9NYY1
P46527	Q13616
Q13619	Q9UBF6
P19012	P62195
P53350	Q9BZB8
P02776	P51684
O00329	Q86YM7
P01106	Q5VSG8
P16157	Q13009
Q13137	Q9Y4Z0
Q08209	Q9UM13
P62993	Q9GZY6
O43513	Q9BTT4
P36954	Q6PD62
P32969	P62888
P17081	Q9P2F6
P09651	P22301
P26992	Q9P0W0
P10721	P49765
P10244	P78396
P01033	P08254
P57729	Q15797
P62263	Q8NHQ8
P14174	Q9NRL3
P12270	Q8NFH5
Q96Q05	Q9BUH8
P47914	P62829
O00329	P10747
406958	P13631
O43741	Q53ET0
Q96KP1	Q9UGK8
Q13145	Q9H461
Q01718	Q5JWF2
O95715	P25024
Q6PEY2	Q92974
O76081	Q92504
P52272	Q13243
Q9BSL1	Q9ULC4
O00148	Q13573
P49407	P62330
Q07343	Q16566
P08648	P63261
P27986	P42680
P16333	P22681
O96014	P11308
P54762	Q14451
P10827	Q6P2C8
P35637	P67809
Q16537	Q9UM73
A6NIT4	Q13651
P04899	P43115
Q7L0Q8	Q9Y3M8
406985	P37275
P18084	Q13797
O75175	Q9UFF9
5512	P41236
P98175	Q92624
Q5T3J3	Q9NPI1
O15530	Q9BXL7
P04150	P12235
P09104	P16871
P49815	Q8NI35
Q8TEL6	Q9Y6K9
P17612	P61224
O75815	P61160
O95503	P68431
O00522	P62834
P04792	Q05655
O14802	Q9NVU0
P23193	Q13315
P0DJD1	Q6EEV6
P29400	P55055
P04435	P09693
Q12933	Q8IUC6
P23743	Q15796
P38936	Q9UMN6
P16152	P22392
P24723	Q8IWT0
P26599	Q01081
O14543	Q9Y4H2
P61978	Q9H3D4
O00212	P27986
P05231	P16871
P21815	Q13683
P04049	P30304
Q13153	Q32MK0
O14788	Q9NYL9
O75916	P11488
406948	P24385
A8MYU2	P17612
Q13526	Q8IY92
P22694	P40145
O95071	Q96EZ8
P32121	Q8NGY2
P42677	P62701
P21127	Q9BTM9
O60341	Q9GZT6
Q9BX69	Q9Y239
Q5UIP0	Q8WXF1
O60383	P50453
P30154	Q9BX67
P10916	Q9P2M7
P05121	P35555
P14635	P53350
O60825	P61981
Q00005	Q00839
P04843	Q92782
P84101	Q99750
Q99933	Q9Y618
Q8IU57	Q8IZJ0
Q5VWQ8	Q9BY43
P41240	P61978
P60709	Q92597
Q02575	Q14192
Q96EB6	Q9H1Y0
P53804	Q05086
Q93084	Q9HAW0
P49736	Q14164
P05387	P50914
P04141	P07910
P10275	P41235
Q01130	Q15287
Q9GZT6	Q9NX18
P29317	Q92529
P08243	P54253
P30480	Q9BRA2
P27361	P78536
P10276	Q99743
P01133	P27986
P48454	Q53ET0
Q92731	Q9NPJ4
P62263	Q14164
P46783	P62854
P25208	P30307
P09919	P48551
P22087	Q9UKS6
P19532	Q96KN7
O00233	Q9UNM6
P18621	P49207
P61981	Q8N122
P16871	P62158
P00505	P02743
Q9UJX4	Q9UJX6
P52564	Q16584
O14827	O60262
P40763	Q14289
P46020	P62158
P01569	Q5VWK5
P16333	Q13023
Q9UHC6	Q9ULJ6
P20333	Q9UHD2
Q6P1M0	Q9HC24
O00590	Q99731
P45983	P57086
O60496	Q9UBS4
P19438	P33778
P20618	P25786
P11142	Q99459
P62987	Q86VN1
P01567	P08887
P63279	Q8IVD9
P11926	P67870
O60391	Q13255
P42575	P78560
O94842	P16220
P04150	P04234
Q9BYG5	Q9NPB6
O95622	P62873
O75676	Q16539
O95630	Q9BZP3
P08134	P27986
O00463	Q9NP84
O14777	Q16254
P55795	Q14683
P23508	P52701
Q15669	Q9BVJ6
O43175	Q99759
Q01130	Q86X95
P30519	Q9UNH6
O15259	Q13885
P04183	Q6P0Q8
Q14185	Q9H4E5
P01571	Q99062
Q14790	Q6GQQ9
P55157	Q9H5I1
P18074	P51946
P07550	P43250
O00141	P12882
P10301	P21359
P04183	P60709
Q99816	Q9UKU7
P19438	Q9Y5S8
P06241	P42768
P15941	P17931
P05067	Q03113
P20231	Q15661
O75489	P03923
O14746	P00519
P16220	Q9Y3S1
Q92973	Q99459
P06400	Q9UJX2
P08754	P51679
Q14194	Q9NXU5
P21860	Q14451
P16070	Q01955
P05141	P13489
P50281	Q15109
O15169	Q9Y297
P01889	Q9NPD3
Q9GZM8	Q9UBG0
Q96EP0	Q9Y6K9
P23760	Q13263
O60216	P53350
P68363	Q9BVA1
P22736	Q9Y5K6
O14654	O15524
C9J798	P01112
Q14197	Q92552
P51784	Q96EI5
P21462	P84996
Q8WUM4	Q9H444
O75420	P56915
